,hp,chp,boiler,pv,supply_config,hr_mode,T_dhw_sp,hwt_volume,costs,co2
2598,Air_60kW,100000.0,0.0,75000,2-runner,on,60,15000,3151134.7984845736,322.7138333333315
2599,Air_60kW,100000.0,0.0,75000,2-runner,on,60,20000,3149562.0982816285,296.4139999999986
2600,Air_60kW,100000.0,0.0,75000,2-runner,on,55,10000,3146758.16887574,263.4053333333326
2601,Air_60kW,100000.0,0.0,75000,2-runner,on,55,15000,3145787.9375213888,255.64149999999873
2602,Air_60kW,100000.0,0.0,75000,2-runner,on,55,20000,3145043.58900646,253.21333333333163
2603,Air_60kW,100000.0,0.0,75000,2-runner,off,65,10000,3147291.36121505,417.32666666666404
2604,Air_60kW,100000.0,0.0,75000,2-runner,off,65,15000,3148124.6594528365,417.8059999999969
2605,Air_60kW,100000.0,0.0,75000,2-runner,off,65,20000,3147707.563487343,415.8098333333302
2606,Air_60kW,100000.0,0.0,75000,2-runner,off,60,10000,3147193.3513838355,306.1528333333327
2607,Air_60kW,100000.0,0.0,75000,2-runner,off,60,15000,3146911.157897358,284.6583333333326
2608,Air_60kW,100000.0,0.0,75000,2-runner,off,60,20000,3145984.1610008096,278.6793333333331
2609,Air_60kW,100000.0,0.0,75000,2-runner,off,55,10000,3145767.906298838,268.0193333333344
2610,Air_60kW,100000.0,0.0,75000,2-runner,off,55,15000,3145413.911630864,265.5351666666673
2611,Air_60kW,100000.0,0.0,75000,2-runner,off,55,20000,3144796.2530994304,265.7098333333342
2612,Air_60kW,100000.0,0.0,75000,3-runner,on,65,10000,3556133.5551457587,423.288833333331
2613,Air_60kW,100000.0,0.0,75000,3-runner,on,65,15000,3556175.0261435034,423.8429999999971
2614,Air_60kW,100000.0,0.0,75000,3-runner,on,65,20000,3554740.8076231787,422.08266666666384
2615,Air_60kW,100000.0,0.0,75000,3-runner,on,60,10000,3553332.833199005,352.8586666666642
2616,Air_60kW,100000.0,0.0,75000,3-runner,on,60,15000,3551874.219114027,322.8679999999982
2617,Air_60kW,100000.0,0.0,75000,3-runner,on,60,20000,3549177.615748191,298.2048333333319
2618,Air_60kW,100000.0,0.0,75000,3-runner,on,55,10000,3547345.331123182,267.54016666666473
2619,Air_60kW,100000.0,0.0,75000,3-runner,on,55,15000,3545941.181812244,259.4396666666644
2620,Air_60kW,100000.0,0.0,75000,3-runner,on,55,20000,3544037.7761341776,257.89266666666447
2621,Air_60kW,100000.0,0.0,75000,3-runner,off,65,10000,3547400.7454185546,423.94066666666333
2622,Air_60kW,100000.0,0.0,75000,3-runner,off,65,20000,3547287.36424153,422.70516666666276
2623,Air_60kW,100000.0,0.0,75000,3-runner,off,60,10000,3547360.500424322,309.5238333333331
2624,Air_60kW,100000.0,0.0,75000,3-runner,off,60,15000,3547181.981109104,287.3940000000001
2625,Air_60kW,100000.0,0.0,75000,3-runner,off,60,20000,3545570.078923227,280.57900000000035
2626,Air_60kW,100000.0,0.0,75000,3-runner,off,55,10000,3545472.0044022715,268.9046666666675
2627,Air_60kW,100000.0,0.0,75000,3-runner,off,55,15000,3545154.590010404,266.6861666666676
2628,Air_60kW,100000.0,0.0,75000,3-runner,off,55,20000,3543994.5142053887,267.19483333333443
2629,Air_60kW,100000.0,200000.0,25000,2-runner,on,65,10000,3129963.841064863,416.16366666666585
2630,Air_60kW,100000.0,200000.0,25000,2-runner,on,65,15000,3129988.8999209,416.570833333332
2631,Air_60kW,100000.0,200000.0,25000,2-runner,on,65,20000,3128366.2215762124,414.55866666666526
2632,Air_60kW,100000.0,200000.0,25000,2-runner,on,60,10000,3126970.864309979,351.7704999999976
2633,Air_60kW,100000.0,200000.0,25000,2-runner,on,60,15000,3125577.197395535,322.4956666666651
2634,Air_60kW,100000.0,200000.0,25000,2-runner,on,60,20000,3122350.58345086,293.21833333333234
2635,Air_60kW,100000.0,200000.0,25000,2-runner,on,55,10000,3121436.8359880066,275.4443333333327
2636,Air_60kW,100000.0,200000.0,25000,2-runner,on,55,15000,3121235.222435319,269.11366666666595
2637,Air_60kW,100000.0,200000.0,25000,2-runner,on,55,20000,3119042.270794343,265.1321666666658
2638,Air_60kW,100000.0,200000.0,25000,2-runner,off,65,10000,3121863.0638408847,417.0654999999978
2639,Air_60kW,100000.0,200000.0,25000,2-runner,off,65,15000,3122356.559719518,417.545666666664
2640,Air_60kW,100000.0,200000.0,25000,2-runner,off,65,20000,3121584.421200865,415.457166666664
2641,Air_60kW,100000.0,200000.0,25000,2-runner,off,60,10000,3121009.097673989,304.1666666666661
2642,Air_60kW,100000.0,200000.0,25000,2-runner,off,60,15000,3120551.5847990615,281.4496666666663
2643,Air_60kW,100000.0,200000.0,25000,2-runner,off,60,20000,3119097.362527172,272.60566666666654
2644,Air_60kW,100000.0,200000.0,25000,2-runner,off,55,10000,3119558.735961769,269.75533333333436
2645,Air_60kW,100000.0,200000.0,25000,2-runner,off,55,15000,3119841.116428182,268.4395000000004
2646,Air_60kW,100000.0,200000.0,25000,2-runner,off,55,20000,3118754.8755437755,267.7868333333339
2647,Air_60kW,100000.0,200000.0,25000,3-runner,on,65,10000,3532428.2973752655,423.09866666666477
2648,Air_60kW,100000.0,200000.0,25000,3-runner,on,65,20000,3529700.5910934308,421.7524999999976
2649,Air_60kW,100000.0,200000.0,25000,3-runner,on,60,10000,3528786.020387164,352.7861666666642
2650,Air_60kW,100000.0,200000.0,25000,3-runner,on,60,15000,3526708.891739388,321.7493333333317
2651,Air_60kW,100000.0,200000.0,25000,3-runner,on,60,20000,3522868.995125473,294.560833333332
2652,Air_60kW,100000.0,200000.0,25000,3-runner,on,55,10000,3521868.1283049625,274.06583333333185
2653,Air_60kW,100000.0,200000.0,25000,3-runner,on,55,15000,3520710.828841837,266.71316666666513
2654,Air_60kW,100000.0,200000.0,25000,3-runner,on,55,20000,3518445.5806554584,264.1554999999986
2655,Air_60kW,100000.0,200000.0,25000,3-runner,off,65,10000,3522848.820344867,423.6736666666638
2656,Air_60kW,100000.0,200000.0,25000,3-runner,off,65,15000,3523008.568115159,424.2278333333299
2657,Air_60kW,100000.0,200000.0,25000,3-runner,off,65,20000,3521779.911880194,422.3659999999966
2658,Air_60kW,100000.0,200000.0,25000,3-runner,off,60,10000,3521590.156931774,307.6823333333329
2659,Air_60kW,100000.0,200000.0,25000,3-runner,off,60,15000,3520757.363805663,284.12766666666687
2660,Air_60kW,100000.0,200000.0,25000,3-runner,off,60,20000,3519134.676599367,274.8893333333335
2661,Air_60kW,100000.0,200000.0,25000,3-runner,off,55,15000,3519219.213241276,266.8615000000001
2662,Air_60kW,100000.0,200000.0,25000,3-runner,off,55,20000,3518315.9472887563,266.6708333333337
2663,Air_60kW,100000.0,200000.0,50000,2-runner,on,65,10000,3162975.1828425094,415.4848333333327
2664,Air_60kW,100000.0,200000.0,50000,2-runner,on,65,15000,3162317.569534517,415.9589999999989
2665,Air_60kW,100000.0,200000.0,50000,2-runner,on,65,20000,3160293.9415177945,414.0859999999987
2666,Air_60kW,100000.0,200000.0,50000,2-runner,on,60,10000,3159878.574009006,347.2109999999978
2667,Air_60kW,100000.0,200000.0,50000,2-runner,on,60,20000,3153615.4311629855,291.2393333333323
2668,Air_60kW,100000.0,200000.0,50000,2-runner,on,55,10000,3153167.9970382927,262.95999999999935
2669,Air_60kW,100000.0,200000.0,50000,2-runner,on,55,15000,3151950.8006352205,256.37966666666586
2670,Air_60kW,100000.0,200000.0,50000,2-runner,on,55,20000,3149842.748519015,253.7311666666654
2671,Air_60kW,100000.0,200000.0,50000,2-runner,off,65,10000,3154289.9581797183,416.4614999999979
2672,Air_60kW,100000.0,200000.0,50000,2-runner,off,65,15000,3154731.5232612137,416.94083333333083
2673,Air_60kW,100000.0,200000.0,50000,2-runner,off,65,20000,3154246.6470690034,414.993666666664
2674,Air_60kW,100000.0,200000.0,50000,2-runner,off,60,10000,3153613.91449872,301.09649999999965
2675,Air_60kW,100000.0,200000.0,50000,2-runner,off,60,15000,3152703.1055451888,278.094333333333
2676,Air_60kW,100000.0,200000.0,50000,2-runner,off,60,20000,3151371.5199571447,271.99283333333324
2677,Air_60kW,100000.0,200000.0,50000,2-runner,off,55,10000,3152058.303464359,266.4913333333342
2678,Air_60kW,100000.0,200000.0,50000,2-runner,off,55,15000,3151750.5322746774,264.67733333333365
2679,Air_60kW,100000.0,200000.0,50000,2-runner,off,55,20000,3150739.6598122013,264.7866666666672
2680,Air_60kW,100000.0,200000.0,50000,3-runner,on,65,10000,3565052.306671318,422.2994999999984
2681,Air_60kW,100000.0,200000.0,50000,3-runner,on,65,15000,3564224.441485599,422.8536666666645
2682,Air_60kW,100000.0,200000.0,50000,3-runner,on,65,20000,3561238.9811469014,421.17533333333114
2683,Air_60kW,100000.0,200000.0,50000,3-runner,on,60,10000,3562382.196412827,348.89916666666466
2684,Air_60kW,100000.0,200000.0,50000,3-runner,on,60,15000,3559098.5925788176,317.846333333332
2685,Air_60kW,100000.0,200000.0,50000,3-runner,on,60,20000,3553841.512557352,292.79833333333215
2686,Air_60kW,100000.0,200000.0,50000,3-runner,on,55,10000,3554797.3925370118,266.2379999999984
2687,Air_60kW,100000.0,200000.0,50000,3-runner,on,55,15000,3552533.1018474135,259.43116666666486
2688,Air_60kW,100000.0,200000.0,50000,3-runner,on,55,20000,3549417.395361797,257.65133333333165
2689,Air_60kW,100000.0,200000.0,50000,3-runner,off,65,10000,3554793.162005195,422.9253333333307
2690,Air_60kW,100000.0,200000.0,50000,3-runner,off,65,15000,3555016.0119591663,423.4794999999968
2691,Air_60kW,100000.0,200000.0,50000,3-runner,off,65,20000,3554248.6861799974,421.77183333333005
2692,Air_60kW,100000.0,200000.0,50000,3-runner,off,60,10000,3554142.797492816,304.77266666666685
2693,Air_60kW,100000.0,200000.0,50000,3-runner,off,60,20000,3551325.5464311247,274.10316666666716
2694,Air_60kW,100000.0,200000.0,50000,3-runner,off,55,10000,3552124.5462569483,267.4320000000007
2695,Air_60kW,100000.0,200000.0,50000,3-runner,off,55,15000,3551513.6938837934,265.95016666666754
2696,Air_60kW,100000.0,200000.0,50000,3-runner,off,55,20000,3550395.2702964135,266.3870000000012
2697,Air_60kW,100000.0,200000.0,75000,2-runner,on,65,10000,3195572.0609954176,415.495166666666
2698,Air_60kW,100000.0,200000.0,75000,2-runner,on,65,15000,3195416.1405537636,415.96933333333226
2699,Air_60kW,100000.0,200000.0,75000,2-runner,on,65,20000,3194223.138999916,414.09633333333204
2700,Air_60kW,100000.0,200000.0,75000,2-runner,on,60,10000,3192816.36399443,354.8778333333308
2701,Air_60kW,100000.0,200000.0,75000,2-runner,on,60,15000,3190616.8862219993,324.1984999999982
2702,Air_60kW,100000.0,200000.0,75000,2-runner,on,60,20000,3187986.2464531725,298.3334999999988
2703,Air_60kW,100000.0,200000.0,75000,2-runner,on,55,10000,3186340.1083296714,266.41283333333257
2704,Air_60kW,100000.0,200000.0,75000,2-runner,on,55,15000,3184804.52674554,258.6771666666656
2705,Air_60kW,100000.0,200000.0,75000,2-runner,on,55,20000,3183447.1831205618,255.77833333333183
2706,Air_60kW,100000.0,200000.0,75000,2-runner,off,65,10000,3186943.2599651874,416.4688333333313
2707,Air_60kW,100000.0,200000.0,75000,2-runner,off,65,15000,3187845.696914248,416.9481666666641
2708,Air_60kW,100000.0,200000.0,75000,2-runner,off,65,20000,3187741.499908097,415.0009999999974
2709,Air_60kW,100000.0,200000.0,75000,2-runner,off,60,10000,3186666.357745044,308.76599999999934
2710,Air_60kW,100000.0,200000.0,75000,2-runner,off,60,15000,3185997.314291546,285.0713333333326
2711,Air_60kW,100000.0,200000.0,75000,2-runner,off,60,20000,3185118.2662284323,279.1554999999998
2712,Air_60kW,100000.0,200000.0,75000,2-runner,off,55,10000,3185214.777118598,269.3840000000011
2713,Air_60kW,100000.0,200000.0,75000,2-runner,off,55,15000,3184682.706658902,266.58950000000067
2714,Air_60kW,100000.0,200000.0,75000,2-runner,off,55,20000,3183981.5686754338,266.4510000000008
2715,Air_60kW,100000.0,200000.0,75000,3-runner,on,65,10000,3595950.383048578,422.3024999999984
2716,Air_60kW,100000.0,200000.0,75000,3-runner,on,65,15000,3596199.1633977657,422.85666666666447
2717,Air_60kW,100000.0,200000.0,75000,3-runner,on,65,20000,3594464.7011809554,421.1783333333311
2718,Air_60kW,100000.0,200000.0,75000,3-runner,on,60,10000,3593679.4434942496,356.1869999999975
2719,Air_60kW,100000.0,200000.0,75000,3-runner,on,60,15000,3591685.4628743576,324.72799999999825
2720,Air_60kW,100000.0,200000.0,75000,3-runner,on,60,20000,3588118.4674644247,300.1476666666655
2721,Air_60kW,100000.0,200000.0,75000,3-runner,on,55,10000,3587057.7945354534,269.9864999999983
2722,Air_60kW,100000.0,200000.0,75000,3-runner,on,55,15000,3585116.0225241203,262.05399999999804
2723,Air_60kW,100000.0,200000.0,75000,3-runner,on,55,20000,3582937.379279035,260.0859999999981
2724,Air_60kW,100000.0,200000.0,75000,3-runner,off,65,10000,3586662.4126119325,422.95433333333074
2725,Air_60kW,100000.0,200000.0,75000,3-runner,off,65,15000,3587727.3838640247,423.5084999999968
2726,Air_60kW,100000.0,200000.0,75000,3-runner,off,65,20000,3587440.577910411,421.80083333333005
2727,Air_60kW,100000.0,200000.0,75000,3-runner,off,60,10000,3586707.808416007,312.24833333333305
2728,Air_60kW,100000.0,200000.0,75000,3-runner,off,60,15000,3586349.472003031,288.46300000000025
2729,Air_60kW,100000.0,200000.0,75000,3-runner,off,60,20000,3585177.4405591367,281.4151666666671
2730,Air_60kW,100000.0,200000.0,75000,3-runner,off,55,10000,3585052.9274297273,270.1480000000009
2731,Air_60kW,100000.0,200000.0,75000,3-runner,off,55,15000,3584714.391837485,267.64200000000113
2732,Air_60kW,100000.0,200000.0,75000,3-runner,off,55,20000,3583680.3241152046,267.902666666668
2733,Air_60kW,100000.0,300000.0,25000,2-runner,on,65,10000,3150236.015176628,416.25116666666565
2734,Air_60kW,100000.0,300000.0,25000,2-runner,on,65,15000,3150199.25412371,416.5358333333319
2735,Air_60kW,100000.0,300000.0,25000,2-runner,on,65,20000,3148239.672495035,414.53199999999833
2736,Air_60kW,100000.0,300000.0,25000,2-runner,on,60,10000,3147399.080710512,359.74516666666375
2737,Air_60kW,100000.0,300000.0,25000,2-runner,on,60,15000,3146144.757713179,330.7133333333313
2738,Air_60kW,100000.0,300000.0,25000,2-runner,on,60,20000,3142456.523981196,301.2204999999989
2739,Air_60kW,100000.0,300000.0,25000,2-runner,on,55,10000,3141863.8104341323,283.4583333333325
2740,Air_60kW,100000.0,300000.0,25000,2-runner,on,55,15000,3141952.6928087664,277.0321666666659
2741,Air_60kW,100000.0,300000.0,25000,2-runner,on,55,20000,3139364.5493257684,272.39699999999914
2742,Air_60kW,100000.0,300000.0,25000,2-runner,off,65,10000,3142129.5727264434,417.2076666666642
2743,Air_60kW,100000.0,300000.0,25000,2-runner,off,65,15000,3142631.3568673483,417.56633333333036
2744,Air_60kW,100000.0,300000.0,25000,2-runner,off,65,20000,3141751.189140022,415.4869999999969
2745,Air_60kW,100000.0,300000.0,25000,2-runner,off,60,10000,3141139.129372732,310.3919999999992
2746,Air_60kW,100000.0,300000.0,25000,2-runner,off,60,15000,3140917.6600573384,289.6159999999996
2747,Air_60kW,100000.0,300000.0,25000,2-runner,off,60,20000,3139294.6117405035,278.7091666666665
2748,Air_60kW,100000.0,300000.0,25000,2-runner,off,55,10000,3139574.8973227073,273.595666666668
2749,Air_60kW,100000.0,300000.0,25000,2-runner,off,55,15000,3140181.7717198827,272.387833333334
2750,Air_60kW,100000.0,300000.0,25000,2-runner,off,55,20000,3138985.2543229302,271.4013333333342
2751,Air_60kW,100000.0,300000.0,25000,3-runner,on,65,10000,3552681.6729141986,423.2456666666648
2752,Air_60kW,100000.0,300000.0,25000,3-runner,on,65,15000,3552650.8043877403,423.54883333333095
2753,Air_60kW,100000.0,300000.0,25000,3-runner,on,65,20000,3550022.464206275,421.70483333333095
2754,Air_60kW,100000.0,300000.0,25000,3-runner,on,60,10000,3549194.62427614,359.2463333333307
2755,Air_60kW,100000.0,300000.0,25000,3-runner,on,60,15000,3547683.8339274735,328.9766666666649
2756,Air_60kW,100000.0,300000.0,25000,3-runner,on,60,20000,3543566.1985575883,301.8418333333319
2757,Air_60kW,100000.0,300000.0,25000,3-runner,on,55,10000,3542196.426526927,281.3966666666653
2758,Air_60kW,100000.0,300000.0,25000,3-runner,on,55,15000,3541417.520841073,273.6036666666652
2759,Air_60kW,100000.0,300000.0,25000,3-runner,on,55,20000,3539060.076038544,270.5889999999986
2760,Air_60kW,100000.0,300000.0,25000,3-runner,off,65,10000,3542932.1358598946,423.82283333333044
2761,Air_60kW,100000.0,300000.0,25000,3-runner,off,65,15000,3543337.874345071,424.19599999999656
2762,Air_60kW,100000.0,300000.0,25000,3-runner,off,65,20000,3542118.6264796704,422.3204999999965
2763,Air_60kW,100000.0,300000.0,25000,3-runner,off,60,10000,3541615.0664724563,313.2006666666661
2764,Air_60kW,100000.0,300000.0,25000,3-runner,off,60,15000,3541265.789724757,291.88783333333356
2765,Air_60kW,100000.0,300000.0,25000,3-runner,off,60,20000,3539609.6472885315,280.5881666666667
2766,Air_60kW,100000.0,300000.0,25000,3-runner,off,55,10000,3539210.4889906207,272.1718333333336
2767,Air_60kW,100000.0,300000.0,25000,3-runner,off,55,15000,3539567.285699149,270.4516666666669
2768,Air_60kW,100000.0,300000.0,25000,3-runner,off,55,20000,3538692.4934234363,270.0788333333339
2769,Air_60kW,100000.0,300000.0,50000,2-runner,on,65,10000,3182926.483876676,415.5723333333325
2770,Air_60kW,100000.0,300000.0,50000,2-runner,on,65,15000,3182538.457088069,415.9239999999987
2771,Air_60kW,100000.0,300000.0,50000,2-runner,on,60,10000,3180086.588304137,354.42716666666394
2772,Air_60kW,100000.0,300000.0,50000,2-runner,on,60,15000,3177833.802197553,324.49099999999805
2773,Air_60kW,100000.0,300000.0,50000,2-runner,on,60,20000,3173704.362722292,298.03099999999876
2774,Air_60kW,100000.0,300000.0,50000,2-runner,on,55,10000,3173560.514892747,270.2283333333326
2775,Air_60kW,100000.0,300000.0,50000,2-runner,on,55,15000,3172561.1793581564,263.0873333333324
2776,Air_60kW,100000.0,300000.0,50000,2-runner,on,55,20000,3170113.215885015,259.91166666666544
2777,Air_60kW,100000.0,300000.0,50000,2-runner,off,65,10000,3174171.848008154,416.60366666666425
2778,Air_60kW,100000.0,300000.0,50000,2-runner,off,65,15000,3174840.9614683576,416.96149999999716
2779,Air_60kW,100000.0,300000.0,50000,2-runner,off,65,20000,3174471.428413256,415.02349999999694
2780,Air_60kW,100000.0,300000.0,50000,2-runner,off,60,10000,3173394.008816862,306.41416666666606
2781,Air_60kW,100000.0,300000.0,50000,2-runner,off,60,15000,3172850.6424650275,284.9211666666661
2782,Air_60kW,100000.0,300000.0,50000,2-runner,off,60,20000,3171512.628666301,277.0131666666664
2783,Air_60kW,100000.0,300000.0,50000,2-runner,off,55,10000,3171950.5046602483,269.7130000000011
2784,Air_60kW,100000.0,300000.0,50000,2-runner,off,55,20000,3170994.611831256,267.57916666666733
2785,Air_60kW,100000.0,300000.0,50000,3-runner,on,65,10000,3585073.816899045,422.44649999999837
2786,Air_60kW,100000.0,300000.0,50000,3-runner,on,65,15000,3584882.1704403264,422.8196666666645
2787,Air_60kW,100000.0,300000.0,50000,3-runner,on,65,20000,3581822.8344176216,421.1276666666644
2788,Air_60kW,100000.0,300000.0,50000,3-runner,on,60,10000,3582547.604095105,354.523833333331
2789,Air_60kW,100000.0,300000.0,50000,3-runner,on,60,15000,3580299.0113015836,323.99516666666517
2790,Air_60kW,100000.0,300000.0,50000,3-runner,on,60,20000,3574824.4514607945,298.87749999999863
2791,Air_60kW,100000.0,300000.0,50000,3-runner,on,55,10000,3575004.5171266664,272.9168333333318
2792,Air_60kW,100000.0,300000.0,50000,3-runner,on,55,15000,3573350.1642922433,265.37949999999825
2793,Air_60kW,100000.0,300000.0,50000,3-runner,on,55,20000,3570204.169272434,263.0938333333317
2794,Air_60kW,100000.0,300000.0,50000,3-runner,off,65,10000,3574670.887763876,423.07449999999733
2795,Air_60kW,100000.0,300000.0,50000,3-runner,off,65,15000,3575290.1941113784,423.44766666666345
2796,Air_60kW,100000.0,300000.0,50000,3-runner,off,65,20000,3574659.580794727,421.72633333333
2797,Air_60kW,100000.0,300000.0,50000,3-runner,off,60,10000,3573952.340707762,309.2353333333334
2798,Air_60kW,100000.0,300000.0,50000,3-runner,off,60,15000,3573371.8251645654,287.63983333333385
2799,Air_60kW,100000.0,300000.0,50000,3-runner,off,60,20000,3571928.4698829716,278.6743333333336
2800,Air_60kW,100000.0,300000.0,50000,3-runner,off,55,10000,3571993.544217585,270.65650000000085
2801,Air_60kW,100000.0,300000.0,50000,3-runner,off,55,15000,3571976.019057871,268.6876666666676
2802,Air_60kW,100000.0,300000.0,50000,3-runner,off,55,20000,3570957.0617070342,268.9971666666679
2803,Air_60kW,100000.0,300000.0,75000,2-runner,on,65,10000,3215325.6918926025,415.58366666666586
2804,Air_60kW,100000.0,300000.0,75000,2-runner,on,65,15000,3215420.9674745672,415.9353333333321
2805,Air_60kW,100000.0,300000.0,75000,2-runner,on,65,20000,3214283.4861123115,414.0706666666651
2806,Air_60kW,100000.0,300000.0,75000,2-runner,on,60,15000,3210456.738352837,330.39749999999776
2807,Air_60kW,100000.0,300000.0,75000,2-runner,on,60,20000,3207772.689670603,304.5733333333321
2808,Air_60kW,100000.0,300000.0,75000,2-runner,on,55,10000,3206165.680864846,273.5211666666657
2809,Air_60kW,100000.0,300000.0,75000,2-runner,on,55,15000,3204707.562586854,265.0381666666656
2810,Air_60kW,100000.0,300000.0,75000,2-runner,on,55,20000,3203303.094258016,261.55083333333204
2811,Air_60kW,100000.0,300000.0,75000,2-runner,off,65,10000,3206687.124926912,416.61199999999764
2812,Air_60kW,100000.0,300000.0,75000,2-runner,off,65,15000,3207787.468617896,416.9698333333305
2813,Air_60kW,100000.0,300000.0,75000,2-runner,off,65,20000,3207906.530972021,415.03183333333027
2814,Air_60kW,100000.0,300000.0,75000,2-runner,off,60,10000,3206221.5408991175,313.72416666666555
2815,Air_60kW,100000.0,300000.0,75000,2-runner,off,60,15000,3205699.654642795,290.99883333333247
2816,Air_60kW,100000.0,300000.0,75000,2-runner,off,60,20000,3205002.737443375,283.72816666666625
2817,Air_60kW,100000.0,300000.0,75000,2-runner,off,55,10000,3204887.6747761695,272.562666666668
2818,Air_60kW,100000.0,300000.0,75000,2-runner,off,55,15000,3204533.108091377,269.3658333333341
2819,Air_60kW,100000.0,300000.0,75000,2-runner,off,55,20000,3203926.3794676587,269.03083333333433
2820,Air_60kW,100000.0,300000.0,75000,3-runner,on,65,15000,3616117.4522824185,422.8236666666645
2821,Air_60kW,100000.0,300000.0,75000,3-runner,on,65,20000,3614656.204084364,421.13166666666444
2822,Air_60kW,100000.0,300000.0,75000,3-runner,on,60,10000,3613054.990327375,361.5611666666639
2823,Air_60kW,100000.0,300000.0,75000,3-runner,on,60,15000,3611490.3072214862,329.98999999999813
2824,Air_60kW,100000.0,300000.0,75000,3-runner,on,60,20000,3608245.9004965248,305.7384999999987
2825,Air_60kW,100000.0,300000.0,75000,3-runner,on,55,10000,3606525.5034244563,276.54099999999823
2826,Air_60kW,100000.0,300000.0,75000,3-runner,on,55,15000,3604893.281127597,267.85266666666485
2827,Air_60kW,100000.0,300000.0,75000,3-runner,on,55,20000,3603058.7053337544,265.31749999999823
2828,Air_60kW,100000.0,300000.0,75000,3-runner,off,65,10000,3606189.1641818387,423.10449999999736
2829,Air_60kW,100000.0,300000.0,75000,3-runner,off,65,15000,3607449.4869310916,423.4776666666635
2830,Air_60kW,100000.0,300000.0,75000,3-runner,off,65,20000,3607582.3840281423,421.7563333333301
2831,Air_60kW,100000.0,300000.0,75000,3-runner,off,60,10000,3606081.230678535,316.4414999999995
2832,Air_60kW,100000.0,300000.0,75000,3-runner,off,60,15000,3606074.5858015288,293.9845000000002
2833,Air_60kW,100000.0,300000.0,75000,3-runner,off,60,20000,3605235.813748277,285.6128333333336
2834,Air_60kW,100000.0,300000.0,75000,3-runner,off,55,10000,3604585.4620852303,273.3526666666677
2835,Air_60kW,100000.0,300000.0,75000,3-runner,off,55,15000,3604601.852072918,270.3738333333346
2836,Air_60kW,100000.0,300000.0,75000,3-runner,off,55,20000,3603799.2203169195,270.4268333333348
2837,Air_60kW,100000.0,400000.0,25000,2-runner,on,65,10000,3170470.7835534685,416.18733333333233
2838,Air_60kW,100000.0,400000.0,25000,2-runner,on,65,15000,3170456.545164284,416.47683333333185
2839,Air_60kW,100000.0,400000.0,25000,2-runner,on,65,20000,3168315.267333804,414.4729999999983
2840,Air_60kW,100000.0,400000.0,25000,2-runner,on,60,15000,3166524.365976618,335.23183333333105
2841,Air_60kW,100000.0,400000.0,25000,2-runner,on,60,20000,3162765.7887977078,304.6526666666655
2842,Air_60kW,100000.0,400000.0,25000,2-runner,on,55,10000,3161987.5291231005,279.77033333333304
2843,Air_60kW,100000.0,400000.0,25000,2-runner,on,55,15000,3162189.7355173854,272.46883333333295
2844,Air_60kW,100000.0,400000.0,25000,2-runner,on,55,20000,3159633.03922387,268.69683333333296
2845,Air_60kW,100000.0,400000.0,25000,2-runner,off,65,10000,3162377.355261279,417.14383333333086
2846,Air_60kW,100000.0,400000.0,25000,2-runner,off,65,15000,3162941.9589005574,417.50733333333034
2847,Air_60kW,100000.0,400000.0,25000,2-runner,off,65,20000,3161941.5072463974,415.4279999999969
2848,Air_60kW,100000.0,400000.0,25000,2-runner,off,60,10000,3161164.816076465,313.84083333333257
2849,Air_60kW,100000.0,400000.0,25000,2-runner,off,60,15000,3161253.530523621,293.4726666666662
2850,Air_60kW,100000.0,400000.0,25000,2-runner,off,60,20000,3159556.200218037,281.5204999999998
2851,Air_60kW,100000.0,400000.0,25000,2-runner,off,55,15000,3160269.0337521797,269.0320000000016
2852,Air_60kW,100000.0,400000.0,25000,2-runner,off,55,20000,3159110.170215184,268.4410000000017
2853,Air_60kW,100000.0,400000.0,25000,3-runner,on,65,10000,3572715.072761822,423.05216666666473
2854,Air_60kW,100000.0,400000.0,25000,3-runner,on,65,15000,3573112.9244155847,423.3553333333308
2855,Air_60kW,100000.0,400000.0,25000,3-runner,on,65,20000,3570436.6442622934,421.5083333333309
2856,Air_60kW,100000.0,400000.0,25000,3-runner,on,60,10000,3569240.4334769887,363.8788333333307
2857,Air_60kW,100000.0,400000.0,25000,3-runner,on,60,15000,3568565.971149997,334.2138333333314
2858,Air_60kW,100000.0,400000.0,25000,3-runner,on,60,20000,3564545.502429294,305.2431666666653
2859,Air_60kW,100000.0,400000.0,25000,3-runner,on,55,10000,3562311.9375942596,277.8144999999992
2860,Air_60kW,100000.0,400000.0,25000,3-runner,on,55,15000,3562070.4742750707,269.14549999999923
2861,Air_60kW,100000.0,400000.0,25000,3-runner,on,55,20000,3559856.875972846,267.09466666666594
2862,Air_60kW,100000.0,400000.0,25000,3-runner,off,65,10000,3562997.8096850575,423.59816666666376
2863,Air_60kW,100000.0,400000.0,25000,3-runner,off,65,15000,3563755.977435097,423.9713333333299
2864,Air_60kW,100000.0,400000.0,25000,3-runner,off,65,20000,3562492.2119510076,422.07983333332993
2865,Air_60kW,100000.0,400000.0,25000,3-runner,off,60,10000,3561593.704682161,316.6814999999994
2866,Air_60kW,100000.0,400000.0,25000,3-runner,off,60,15000,3561892.8539700177,296.85850000000005
2867,Air_60kW,100000.0,400000.0,25000,3-runner,off,60,20000,3560220.43320237,283.69700000000006
2868,Air_60kW,100000.0,400000.0,25000,3-runner,off,55,10000,3559034.4420668725,269.39466666666783
