,hp,chp,boiler,pv,supply_config,hr_mode,T_dhw_sp,hwt_volume,costs,co2
1013,Air_30kW,100000.0,0.0,25000,2-runner,off,60,15000,3058057.59988406,252.33833333333322
1014,Air_30kW,100000.0,0.0,25000,2-runner,off,60,20000,3057533.8331944505,239.82150000000024
1015,Air_30kW,100000.0,0.0,25000,2-runner,off,55,10000,3055659.0336742355,238.19666666666734
1016,Air_30kW,100000.0,0.0,25000,2-runner,off,55,15000,3057160.191011566,240.03850000000102
1017,Air_30kW,100000.0,0.0,25000,2-runner,off,55,20000,3057410.071529428,238.8549999999999
1018,Air_30kW,100000.0,0.0,25000,3-runner,on,65,10000,3469804.9595634653,406.9311666666651
1019,Air_30kW,100000.0,0.0,25000,3-runner,on,65,15000,3470668.638496171,406.79583333333176
1020,Air_30kW,100000.0,0.0,25000,3-runner,on,65,20000,3469809.6096924366,405.46633333333193
1021,Air_30kW,100000.0,0.0,25000,3-runner,on,60,10000,3464651.7118929676,303.281333333332
1022,Air_30kW,100000.0,0.0,25000,3-runner,on,60,15000,3464809.189319205,304.17133333333203
1023,Air_30kW,100000.0,0.0,25000,3-runner,on,60,20000,3463781.6362082884,264.8656666666662
1024,Air_30kW,100000.0,0.0,25000,3-runner,on,55,10000,3457604.663198592,231.16650000000004
1025,Air_30kW,100000.0,0.0,25000,3-runner,on,55,15000,3458455.377598311,232.17049999999978
1026,Air_30kW,100000.0,0.0,25000,3-runner,on,55,20000,3458671.6291987193,225.07466666666656
1027,Air_30kW,100000.0,0.0,25000,3-runner,off,65,10000,3459192.570807593,407.2553333333302
1028,Air_30kW,100000.0,0.0,25000,3-runner,off,65,15000,3459501.4053902747,407.19299999999686
1029,Air_30kW,100000.0,0.0,25000,3-runner,off,65,20000,3458314.121346122,405.911499999997
1030,Air_30kW,100000.0,0.0,25000,3-runner,off,60,10000,3457762.363051199,268.98966666666576
1031,Air_30kW,100000.0,0.0,25000,3-runner,off,60,15000,3458137.6809642185,271.80583333333266
1032,Air_30kW,100000.0,0.0,25000,3-runner,off,60,20000,3457328.5013658246,253.89316666666636
1033,Air_30kW,100000.0,0.0,25000,3-runner,off,55,10000,3455281.665683046,246.55216666666766
1034,Air_30kW,100000.0,0.0,25000,3-runner,off,55,15000,3456638.5267934506,248.1505000000012
1035,Air_30kW,100000.0,0.0,25000,3-runner,off,55,20000,3456943.2619961184,246.0126666666667
1036,Air_30kW,100000.0,0.0,50000,2-runner,on,65,10000,3101694.6343501657,391.5653333333342
1037,Air_30kW,100000.0,0.0,50000,2-runner,on,65,15000,3101992.9134280845,391.44866666666763
1038,Air_30kW,100000.0,0.0,50000,2-runner,on,65,20000,3100971.5926863067,390.15716666666725
1039,Air_30kW,100000.0,0.0,50000,2-runner,on,60,10000,3096516.9219944696,276.22183333333265
1040,Air_30kW,100000.0,0.0,50000,2-runner,on,60,15000,3096188.0096657937,277.00533333333266
1041,Air_30kW,100000.0,0.0,50000,2-runner,on,60,20000,3095060.0598494587,245.19150000000033
1042,Air_30kW,100000.0,0.0,50000,2-runner,on,55,10000,3089811.058956308,214.537000000001
1043,Air_30kW,100000.0,0.0,50000,2-runner,on,55,15000,3090184.9634427987,214.92900000000134
1044,Air_30kW,100000.0,0.0,50000,2-runner,on,55,20000,3090425.920764152,210.93000000000137
1045,Air_30kW,100000.0,0.0,50000,2-runner,off,65,10000,3091737.355497933,392.46399999999903
1046,Air_30kW,100000.0,0.0,50000,2-runner,off,65,15000,3092054.2559165168,392.35549999999904
1047,Air_30kW,100000.0,0.0,50000,2-runner,off,65,20000,3091158.191793087,390.9933333333321
1048,Air_30kW,100000.0,0.0,50000,2-runner,off,60,10000,3090465.6482404578,243.5286666666666
1049,Air_30kW,100000.0,0.0,50000,2-runner,off,60,15000,3090616.9703935487,246.68116666666663
1050,Air_30kW,100000.0,0.0,50000,2-runner,off,60,20000,3089852.2056191876,239.6013333333336
1051,Air_30kW,100000.0,0.0,50000,2-runner,off,55,10000,3088641.8796210545,238.06133333333435
1052,Air_30kW,100000.0,0.0,50000,2-runner,off,55,15000,3089400.155039635,239.50233333333435
1053,Air_30kW,100000.0,0.0,50000,2-runner,off,55,20000,3089456.9282626454,239.87733333333327
1054,Air_30kW,100000.0,0.0,50000,3-runner,on,65,10000,3502433.581769734,406.56099999999844
1055,Air_30kW,100000.0,0.0,50000,3-runner,on,65,15000,3502851.0011839317,406.4926666666652
1056,Air_30kW,100000.0,0.0,50000,3-runner,on,65,20000,3501413.296063809,405.32199999999864
1057,Air_30kW,100000.0,0.0,50000,3-runner,on,60,10000,3497654.4153748136,284.9113333333323
1058,Air_30kW,100000.0,0.0,50000,3-runner,on,60,15000,3497188.8681226936,285.1854999999991
1059,Air_30kW,100000.0,0.0,50000,3-runner,on,60,20000,3495353.678662474,251.22116666666605
1060,Air_30kW,100000.0,0.0,50000,3-runner,on,55,10000,3490409.521526693,221.03250000000028
1061,Air_30kW,100000.0,0.0,50000,3-runner,on,55,15000,3490516.277322249,221.5268333333334
1062,Air_30kW,100000.0,0.0,50000,3-runner,on,55,20000,3490005.54251385,216.95483333333345
1063,Air_30kW,100000.0,0.0,50000,3-runner,off,65,10000,3491537.609584118,406.94183333333024
1064,Air_30kW,100000.0,0.0,50000,3-runner,off,65,15000,3491830.9593924033,406.87649999999695
1065,Air_30kW,100000.0,0.0,50000,3-runner,off,65,20000,3490599.580871359,405.75599999999696
1066,Air_30kW,100000.0,0.0,50000,3-runner,off,60,10000,3490639.6681289636,254.95183333333262
1067,Air_30kW,100000.0,0.0,50000,3-runner,off,60,15000,3490749.997811159,256.7156666666664
1068,Air_30kW,100000.0,0.0,50000,3-runner,off,60,20000,3489651.5425289106,244.08033333333324
1069,Air_30kW,100000.0,0.0,50000,3-runner,off,55,10000,3488361.45851116,241.21816666666797
1070,Air_30kW,100000.0,0.0,50000,3-runner,off,55,15000,3489178.4478449756,242.01166666666816
1071,Air_30kW,100000.0,0.0,50000,3-runner,off,55,20000,3489035.565487658,241.461666666667
1072,Air_30kW,100000.0,0.0,75000,2-runner,on,65,10000,3133857.7026581084,391.7456666666675
1073,Air_30kW,100000.0,0.0,75000,2-runner,on,65,15000,3134860.487130661,391.62900000000093
1074,Air_30kW,100000.0,0.0,75000,2-runner,on,65,20000,3134448.6492004707,390.33750000000055
1075,Air_30kW,100000.0,0.0,75000,2-runner,on,60,10000,3129455.9853930105,281.9153333333325
1076,Air_30kW,100000.0,0.0,75000,2-runner,on,60,15000,3129753.539591368,282.6093333333324
1077,Air_30kW,100000.0,0.0,75000,2-runner,on,60,20000,3129051.211493901,251.21483333333347
1078,Air_30kW,100000.0,0.0,75000,2-runner,on,55,10000,3123635.4501967058,214.52416666666787
1079,Air_30kW,100000.0,0.0,75000,2-runner,on,55,15000,3123958.9489688524,214.97950000000154
1080,Air_30kW,100000.0,0.0,75000,2-runner,on,55,20000,3124139.6216548947,210.71250000000146
1081,Air_30kW,100000.0,0.0,75000,2-runner,off,65,10000,3123949.655357116,392.6331666666656
1082,Air_30kW,100000.0,0.0,75000,2-runner,off,65,15000,3125018.8110606615,392.52466666666567
1083,Air_30kW,100000.0,0.0,75000,2-runner,off,65,20000,3124797.2633200344,391.1624999999987
1084,Air_30kW,100000.0,0.0,75000,2-runner,off,60,10000,3123599.514159524,250.62716666666603
1085,Air_30kW,100000.0,0.0,75000,2-runner,off,60,15000,3124109.7837334853,253.38816666666602
1086,Air_30kW,100000.0,0.0,75000,2-runner,off,60,20000,3123625.7400893774,246.57883333333317
1087,Air_30kW,100000.0,0.0,75000,2-runner,off,55,15000,3122919.6732793557,239.51316666666747
1088,Air_30kW,100000.0,0.0,75000,2-runner,off,55,20000,3122871.54278295,239.90949999999972
1089,Air_30kW,100000.0,0.0,75000,3-runner,on,65,10000,3534726.2502133483,406.8254999999985
1090,Air_30kW,100000.0,0.0,75000,3-runner,on,65,15000,3535853.165436911,406.75716666666517
1091,Air_30kW,100000.0,0.0,75000,3-runner,on,60,10000,3530990.8594326344,288.53899999999885
1092,Air_30kW,100000.0,0.0,75000,3-runner,on,60,15000,3531274.79555439,288.9154999999988
1093,Air_30kW,100000.0,0.0,75000,3-runner,on,60,20000,3529421.481446652,256.08333333333263
1094,Air_30kW,100000.0,0.0,75000,3-runner,on,55,10000,3524527.232888988,220.71316666666715
1095,Air_30kW,100000.0,0.0,75000,3-runner,on,55,15000,3524696.0106381685,221.26083333333347
1096,Air_30kW,100000.0,0.0,75000,3-runner,on,55,20000,3523732.471127348,216.3053333333335
1097,Air_30kW,100000.0,0.0,75000,3-runner,off,65,10000,3523874.2497713477,407.2958333333303
1098,Air_30kW,100000.0,0.0,75000,3-runner,off,65,15000,3524907.664393095,407.230499999997
1099,Air_30kW,100000.0,0.0,75000,3-runner,off,65,20000,3524007.5159543855,406.109999999997
1100,Air_30kW,100000.0,0.0,75000,3-runner,off,60,10000,3523824.0992713235,260.89916666666534
1101,Air_30kW,100000.0,0.0,75000,3-runner,off,60,15000,3524468.538912372,262.5126666666657
1102,Air_30kW,100000.0,0.0,75000,3-runner,off,60,20000,3523347.1475723623,250.7958333333327
1103,Air_30kW,100000.0,0.0,75000,3-runner,off,55,10000,3522062.616238392,241.11866666666765
1104,Air_30kW,100000.0,0.0,75000,3-runner,off,55,15000,3522841.752326063,241.813000000001
1105,Air_30kW,100000.0,200000.0,25000,2-runner,on,65,10000,3108558.789639451,391.82883333333416
1106,Air_30kW,100000.0,200000.0,25000,2-runner,on,65,15000,3109233.6130769826,391.6665000000009
1107,Air_30kW,100000.0,200000.0,25000,2-runner,on,65,20000,3107715.5956436424,390.246833333334
1108,Air_30kW,100000.0,200000.0,25000,2-runner,on,60,10000,3103889.461993625,286.1123333333326
1109,Air_30kW,100000.0,200000.0,25000,2-runner,on,60,15000,3103806.8726901463,286.54549999999915
1110,Air_30kW,100000.0,200000.0,25000,2-runner,on,60,20000,3101748.844352966,248.58266666666725
1111,Air_30kW,100000.0,200000.0,25000,2-runner,on,55,10000,3097770.956103371,219.40300000000104
1112,Air_30kW,100000.0,200000.0,25000,2-runner,on,55,15000,3098826.1467983485,219.98166666666748
1113,Air_30kW,100000.0,200000.0,25000,2-runner,on,55,20000,3098297.4911594233,213.1800000000007
1114,Air_30kW,100000.0,200000.0,25000,2-runner,off,65,10000,3098743.927467018,392.621166666666
1115,Air_30kW,100000.0,200000.0,25000,2-runner,off,65,15000,3099387.1317998655,392.5164999999994
1116,Air_30kW,100000.0,200000.0,25000,2-runner,off,65,20000,3098482.4922980545,391.00249999999915
1117,Air_30kW,100000.0,200000.0,25000,2-runner,off,60,10000,3097465.468550156,249.7261666666665
1118,Air_30kW,100000.0,200000.0,25000,2-runner,off,60,15000,3098041.5470860614,252.52783333333312
1119,Air_30kW,100000.0,200000.0,25000,2-runner,off,60,20000,3097120.3031456415,239.42166666666677
1120,Air_30kW,100000.0,200000.0,25000,2-runner,off,55,10000,3095956.5799026373,238.13583333333406
1121,Air_30kW,100000.0,200000.0,25000,2-runner,off,55,15000,3097512.9663277264,239.92416666666765
1122,Air_30kW,100000.0,200000.0,25000,2-runner,off,55,20000,3097428.080538449,238.17949999999993
1123,Air_30kW,100000.0,200000.0,25000,3-runner,on,65,10000,3509853.841529749,406.91383333333164
1124,Air_30kW,100000.0,200000.0,25000,3-runner,on,65,15000,3510381.403203126,406.796166666665
1125,Air_30kW,100000.0,200000.0,25000,3-runner,on,65,20000,3508646.7336246804,405.54399999999845
1126,Air_30kW,100000.0,200000.0,25000,3-runner,on,60,10000,3504903.848138721,305.7586666666652
1127,Air_30kW,100000.0,200000.0,25000,3-runner,on,60,15000,3504534.8871004377,305.89166666666523
1128,Air_30kW,100000.0,200000.0,25000,3-runner,on,60,20000,3502442.750875874,265.72099999999944
1129,Air_30kW,100000.0,200000.0,25000,3-runner,on,55,10000,3497767.9268174805,232.63499999999996
1130,Air_30kW,100000.0,200000.0,25000,3-runner,on,55,15000,3498298.8594466667,233.62883333333292
1131,Air_30kW,100000.0,200000.0,25000,3-runner,on,55,20000,3497924.9589478998,225.97049999999965
1132,Air_30kW,100000.0,200000.0,25000,3-runner,off,65,10000,3499356.8118618806,407.26583333333014
1133,Air_30kW,100000.0,200000.0,25000,3-runner,off,65,15000,3499646.082671851,407.20349999999684
1134,Air_30kW,100000.0,200000.0,25000,3-runner,off,65,20000,3498367.487729301,405.9771666666635
1135,Air_30kW,100000.0,200000.0,25000,3-runner,off,60,10000,3497845.252768691,270.33833333333246
1136,Air_30kW,100000.0,200000.0,25000,3-runner,off,60,15000,3498193.136471561,272.5489999999993
1137,Air_30kW,100000.0,200000.0,25000,3-runner,off,60,20000,3497241.9744121763,253.73616666666624
1138,Air_30kW,100000.0,200000.0,25000,3-runner,off,55,10000,3495450.5874388535,246.61000000000107
1139,Air_30kW,100000.0,200000.0,25000,3-runner,off,55,15000,3496900.516261507,248.20566666666787
1140,Air_30kW,100000.0,200000.0,25000,3-runner,off,55,20000,3497149.3568696305,245.50616666666664
1141,Air_30kW,100000.0,200000.0,50000,2-runner,on,65,10000,3141244.484148011,391.54666666666753
1142,Air_30kW,100000.0,200000.0,50000,2-runner,on,65,15000,3141297.0937443473,391.4483333333343
1143,Air_30kW,100000.0,200000.0,50000,2-runner,on,65,20000,3139346.127814371,390.19116666666724
1144,Air_30kW,100000.0,200000.0,50000,2-runner,on,60,10000,3136435.3371597873,277.72283333333246
1145,Air_30kW,100000.0,200000.0,50000,2-runner,on,60,15000,3135384.745196453,277.2731666666658
1146,Air_30kW,100000.0,200000.0,50000,2-runner,on,60,20000,3132743.1843815194,245.38133333333352
1147,Air_30kW,100000.0,200000.0,50000,2-runner,on,55,10000,3129854.326207553,215.3363333333343
1148,Air_30kW,100000.0,200000.0,50000,2-runner,on,55,15000,3129864.294630764,215.69050000000126
1149,Air_30kW,100000.0,200000.0,50000,2-runner,on,55,20000,3129066.040952361,211.55216666666794
1150,Air_30kW,100000.0,200000.0,50000,2-runner,off,65,10000,3131176.794086786,392.4731666666657
1151,Air_30kW,100000.0,200000.0,50000,2-runner,off,65,15000,3131671.933350684,392.36466666666576
1152,Air_30kW,100000.0,200000.0,50000,2-runner,off,65,20000,3130896.2944967407,391.0153333333321
1153,Air_30kW,100000.0,200000.0,50000,2-runner,off,60,10000,3130196.4197355397,243.91233333333318
1154,Air_30kW,100000.0,200000.0,50000,2-runner,off,60,15000,3130216.1567526935,245.79266666666658
1155,Air_30kW,100000.0,200000.0,50000,2-runner,off,60,20000,3129146.964716554,238.72983333333357
1156,Air_30kW,100000.0,200000.0,50000,2-runner,off,55,10000,3128804.475960836,237.53100000000103
1157,Air_30kW,100000.0,200000.0,50000,2-runner,off,55,15000,3129563.1217946447,238.89433333333446
1158,Air_30kW,100000.0,200000.0,50000,2-runner,off,55,20000,3129234.8333231956,239.12550000000002
1159,Air_30kW,100000.0,200000.0,50000,3-runner,on,65,10000,3542738.3409042363,406.557666666665
1160,Air_30kW,100000.0,200000.0,50000,3-runner,on,65,15000,3542972.080002524,406.50699999999836
1161,Air_30kW,100000.0,200000.0,50000,3-runner,on,65,20000,3540675.1750496263,405.41833333333176
1162,Air_30kW,100000.0,200000.0,50000,3-runner,on,60,10000,3538421.7274239813,286.2496666666656
1163,Air_30kW,100000.0,200000.0,50000,3-runner,on,60,15000,3537388.280457364,285.738499999999
1164,Air_30kW,100000.0,200000.0,50000,3-runner,on,60,20000,3534213.562306473,251.47149999999925
1165,Air_30kW,100000.0,200000.0,50000,3-runner,on,55,10000,3530983.2845298336,221.7620000000002
1166,Air_30kW,100000.0,200000.0,50000,3-runner,on,55,15000,3530756.6404782557,222.26849999999988
1167,Air_30kW,100000.0,200000.0,50000,3-runner,on,55,20000,3529451.524071214,217.56816666666649
1168,Air_30kW,100000.0,200000.0,50000,3-runner,off,65,10000,3531394.385617291,406.96633333333017
1169,Air_30kW,100000.0,200000.0,50000,3-runner,off,65,15000,3531928.8380773063,406.9009999999969
1170,Air_30kW,100000.0,200000.0,50000,3-runner,off,65,20000,3530999.395819939,405.8403333333301
1171,Air_30kW,100000.0,200000.0,50000,3-runner,off,60,10000,3530675.3609204884,255.34633333333258
1172,Air_30kW,100000.0,200000.0,50000,3-runner,off,60,15000,3530872.0336834514,256.4394999999997
1173,Air_30kW,100000.0,200000.0,50000,3-runner,off,60,20000,3529819.2444843315,243.4974999999998
1174,Air_30kW,100000.0,200000.0,50000,3-runner,off,55,10000,3528681.2252224507,240.90250000000137
1175,Air_30kW,100000.0,200000.0,50000,3-runner,off,55,15000,3529612.6608986114,241.67633333333492
1176,Air_30kW,100000.0,200000.0,50000,3-runner,off,55,20000,3529377.821188569,240.95550000000043
1177,Air_30kW,100000.0,200000.0,75000,2-runner,on,65,10000,3174142.895361417,391.7270000000008
1178,Air_30kW,100000.0,200000.0,75000,2-runner,on,65,15000,3174975.0376023967,391.6286666666676
1179,Air_30kW,100000.0,200000.0,75000,2-runner,on,65,20000,3173807.4245564155,390.3715000000005
1180,Air_30kW,100000.0,200000.0,75000,2-runner,on,60,10000,3169992.026744891,283.7861666666656
1181,Air_30kW,100000.0,200000.0,75000,2-runner,on,60,15000,3169571.0520534315,283.22499999999883
1182,Air_30kW,100000.0,200000.0,75000,2-runner,on,60,20000,3167685.4161154693,251.6891666666666
1183,Air_30kW,100000.0,200000.0,75000,2-runner,on,55,10000,3163729.993372233,215.43050000000122
1184,Air_30kW,100000.0,200000.0,75000,2-runner,on,55,20000,3163092.8087299243,211.36716666666806
1185,Air_30kW,100000.0,200000.0,75000,2-runner,off,65,10000,3164065.814210763,392.6423333333323
1186,Air_30kW,100000.0,200000.0,75000,2-runner,off,65,15000,3165189.3859495027,392.5338333333324
1187,Air_30kW,100000.0,200000.0,75000,2-runner,off,65,20000,3164961.9554301854,391.18449999999865
1188,Air_30kW,100000.0,200000.0,75000,2-runner,off,60,10000,3163740.3508200496,251.20683333333255
1189,Air_30kW,100000.0,200000.0,75000,2-runner,off,60,15000,3163975.226419606,252.68983333333264
1190,Air_30kW,100000.0,200000.0,75000,2-runner,off,60,20000,3163172.312864463,245.7993333333331
1191,Air_30kW,100000.0,200000.0,75000,2-runner,off,55,10000,3162614.475063144,237.65633333333435
1192,Air_30kW,100000.0,200000.0,75000,2-runner,off,55,15000,3162946.758347629,238.94133333333428
1193,Air_30kW,100000.0,200000.0,75000,2-runner,off,55,20000,3162519.3151251688,239.07816666666656
1194,Air_30kW,100000.0,200000.0,75000,3-runner,on,65,10000,3575302.2693819697,406.82216666666505
1195,Air_30kW,100000.0,200000.0,75000,3-runner,on,65,15000,3576640.3518581614,406.7714999999984
1196,Air_30kW,100000.0,200000.0,75000,3-runner,on,65,20000,3574913.458784106,405.68283333333176
1197,Air_30kW,100000.0,200000.0,75000,3-runner,on,60,10000,3571911.761320465,290.217833333332
1198,Air_30kW,100000.0,200000.0,75000,3-runner,on,60,15000,3572247.121355362,289.920333333332
1199,Air_30kW,100000.0,200000.0,75000,3-runner,on,60,20000,3569308.3935943553,256.49466666666575
1200,Air_30kW,100000.0,200000.0,75000,3-runner,on,55,10000,3564944.747127886,221.480166666667
1201,Air_30kW,100000.0,200000.0,75000,3-runner,on,55,15000,3565114.4947800986,222.0375
1202,Air_30kW,100000.0,200000.0,75000,3-runner,on,55,20000,3563726.5662001288,216.88933333333318
1203,Air_30kW,100000.0,200000.0,75000,3-runner,off,65,10000,3564072.548201851,407.3203333333302
1204,Air_30kW,100000.0,200000.0,75000,3-runner,off,65,15000,3565457.1598818228,407.25499999999687
1205,Air_30kW,100000.0,200000.0,75000,3-runner,off,65,20000,3564942.747949047,406.1943333333301
1206,Air_30kW,100000.0,200000.0,75000,3-runner,off,60,10000,3564126.9655662864,261.36883333333196
1207,Air_30kW,100000.0,200000.0,75000,3-runner,off,60,15000,3564984.619048408,262.3896666666656
1208,Air_30kW,100000.0,200000.0,75000,3-runner,off,60,20000,3563892.832126428,250.07349999999937
1209,Air_30kW,100000.0,200000.0,75000,3-runner,off,55,10000,3562478.1339569334,240.70116666666772
1210,Air_30kW,100000.0,200000.0,75000,3-runner,off,55,15000,3563368.9294111305,241.32633333333447
1211,Air_30kW,100000.0,200000.0,75000,3-runner,off,55,20000,3562751.065290384,240.65200000000002
1212,Air_30kW,100000.0,300000.0,25000,2-runner,on,65,10000,3128529.4993681824,391.93216666666694
1213,Air_30kW,100000.0,300000.0,25000,2-runner,on,65,15000,3129150.671084238,391.7698333333337
1214,Air_30kW,100000.0,300000.0,25000,2-runner,on,65,20000,3126957.91882945,390.38233333333324
1215,Air_30kW,100000.0,300000.0,25000,2-runner,on,60,10000,3124006.343508686,290.9666666666657
1216,Air_30kW,100000.0,300000.0,25000,2-runner,on,60,15000,3123802.77464212,291.49099999999896
1217,Air_30kW,100000.0,300000.0,25000,2-runner,on,60,20000,3120970.169071674,249.57950000000056
1218,Air_30kW,100000.0,300000.0,25000,2-runner,on,55,10000,3118098.2675852478,225.06516666666604
1219,Air_30kW,100000.0,300000.0,25000,2-runner,on,55,15000,3119082.3744459227,226.06899999999985
1220,Air_30kW,100000.0,300000.0,25000,2-runner,on,55,20000,3118001.2622173373,215.95816666666684
1221,Air_30kW,100000.0,300000.0,25000,2-runner,off,65,10000,3118815.237275079,392.86016666666495
1222,Air_30kW,100000.0,300000.0,25000,2-runner,off,65,15000,3119569.816516825,392.7554999999983
1223,Air_30kW,100000.0,300000.0,25000,2-runner,off,65,20000,3118484.1339137433,391.27366666666455
1224,Air_30kW,100000.0,300000.0,25000,2-runner,off,60,10000,3117572.857953454,254.8554999999997
1225,Air_30kW,100000.0,300000.0,25000,2-runner,off,60,15000,3118219.9060089146,258.7743333333332
1226,Air_30kW,100000.0,300000.0,25000,2-runner,off,55,10000,3116095.8254586416,242.55216666666738
1227,Air_30kW,100000.0,300000.0,25000,2-runner,off,55,15000,3117731.7386153704,244.7676666666674
1228,Air_30kW,100000.0,300000.0,25000,2-runner,off,55,20000,3117406.4161242293,240.66433333333333
1229,Air_30kW,100000.0,300000.0,25000,3-runner,on,65,10000,3529819.504572536,406.7926666666649
1230,Air_30kW,100000.0,300000.0,25000,3-runner,on,65,15000,3530440.534059778,406.6749999999982
1231,Air_30kW,100000.0,300000.0,25000,3-runner,on,65,20000,3528209.142091106,405.4154999999983
1232,Air_30kW,100000.0,300000.0,25000,3-runner,on,60,10000,3525148.724952185,311.79533333333154
1233,Air_30kW,100000.0,300000.0,25000,3-runner,on,60,15000,3525025.8414725475,312.5704999999983
1234,Air_30kW,100000.0,300000.0,25000,3-runner,on,60,20000,3522277.3914948525,268.63966666666585
1235,Air_30kW,100000.0,300000.0,25000,3-runner,on,55,10000,3518149.1554260026,239.489333333333
1236,Air_30kW,100000.0,300000.0,25000,3-runner,on,55,15000,3518833.60168402,240.8586666666662
1237,Air_30kW,100000.0,300000.0,25000,3-runner,on,55,20000,3518014.7881881297,230.0198333333328
1238,Air_30kW,100000.0,300000.0,25000,3-runner,off,65,10000,3519284.91586392,407.1416666666633
1239,Air_30kW,100000.0,300000.0,25000,3-runner,off,65,15000,3519875.7006819304,407.07933333333
1240,Air_30kW,100000.0,300000.0,25000,3-runner,off,65,20000,3518441.4223457496,405.8456666666633
1241,Air_30kW,100000.0,300000.0,25000,3-runner,off,60,10000,3517856.7431758787,276.8576666666657
1242,Air_30kW,100000.0,300000.0,25000,3-runner,off,60,15000,3518496.125940134,280.34499999999935
1243,Air_30kW,100000.0,300000.0,25000,3-runner,off,60,20000,3517330.057472485,256.725833333333
1244,Air_30kW,100000.0,300000.0,25000,3-runner,off,55,10000,3515524.7675218526,252.1628333333345
1245,Air_30kW,100000.0,300000.0,25000,3-runner,off,55,15000,3517137.2448261105,254.10050000000123
1246,Air_30kW,100000.0,300000.0,25000,3-runner,off,55,20000,3517190.158818693,248.8791666666671
1247,Air_30kW,100000.0,300000.0,50000,2-runner,on,65,10000,3160973.9813410696,391.6500000000003
1248,Air_30kW,100000.0,300000.0,50000,2-runner,on,65,15000,3161087.290295986,391.55166666666713
1249,Air_30kW,100000.0,300000.0,50000,2-runner,on,65,20000,3158698.616742621,390.3266666666665
1250,Air_30kW,100000.0,300000.0,50000,2-runner,on,60,10000,3156350.5745496117,279.69049999999885
1251,Air_30kW,100000.0,300000.0,50000,2-runner,on,60,15000,3155176.2067426806,279.41933333333213
1252,Air_30kW,100000.0,300000.0,50000,2-runner,on,60,20000,3151782.2568325,245.2449999999999
1253,Air_30kW,100000.0,300000.0,50000,2-runner,on,55,10000,3150144.2651855377,218.1943333333328
1254,Air_30kW,100000.0,300000.0,50000,2-runner,on,55,15000,3150107.150554448,218.86616666666697
1255,Air_30kW,100000.0,300000.0,50000,2-runner,on,55,20000,3148750.05195294,213.09700000000078
1256,Air_30kW,100000.0,300000.0,50000,2-runner,off,65,10000,3150992.8142512604,392.71216666666464
1257,Air_30kW,100000.0,300000.0,50000,2-runner,off,65,15000,3151692.924731243,392.6036666666647
1258,Air_30kW,100000.0,300000.0,50000,2-runner,off,65,20000,3150933.1579039805,391.2864999999975
1259,Air_30kW,100000.0,300000.0,50000,2-runner,off,60,10000,3150057.364266526,245.722833333333
1260,Air_30kW,100000.0,300000.0,50000,2-runner,off,60,15000,3150198.1876291474,248.76599999999982
1261,Air_30kW,100000.0,300000.0,50000,2-runner,off,60,20000,3148965.1271748426,239.48083333333338
1262,Air_30kW,100000.0,300000.0,50000,2-runner,off,55,10000,3148920.054819472,238.85416666666762
1263,Air_30kW,100000.0,300000.0,50000,2-runner,off,55,15000,3149790.4131894573,240.55316666666752
1264,Air_30kW,100000.0,300000.0,50000,2-runner,off,55,20000,3149269.2757390393,240.59983333333372
1265,Air_30kW,100000.0,300000.0,50000,3-runner,on,65,10000,3562580.6277619633,406.43649999999826
1266,Air_30kW,100000.0,300000.0,50000,3-runner,on,65,15000,3563041.1757377437,406.38583333333156
1267,Air_30kW,100000.0,300000.0,50000,3-runner,on,65,20000,3560462.671026127,405.28983333333156
1268,Air_30kW,100000.0,300000.0,50000,3-runner,on,60,10000,3558436.43193651,288.77249999999856
1269,Air_30kW,100000.0,300000.0,50000,3-runner,on,60,15000,3557715.749675869,288.8861666666653
1270,Air_30kW,100000.0,300000.0,50000,3-runner,on,60,20000,3554082.7627548603,252.5569999999988
1271,Air_30kW,100000.0,300000.0,50000,3-runner,on,55,10000,3551196.7106091715,225.21166666666622
1272,Air_30kW,100000.0,300000.0,50000,3-runner,on,55,15000,3551208.6011152295,225.9101666666661
1273,Air_30kW,100000.0,300000.0,50000,3-runner,on,55,20000,3549621.2956525143,219.61699999999945
1274,Air_30kW,100000.0,300000.0,50000,3-runner,off,65,10000,3551360.1208821866,406.84216666666333
1275,Air_30kW,100000.0,300000.0,50000,3-runner,off,65,15000,3552207.423119617,406.77683333333005
1276,Air_30kW,100000.0,300000.0,50000,3-runner,off,65,20000,3551303.253726128,405.70883333332995
1277,Air_30kW,100000.0,300000.0,50000,3-runner,off,60,10000,3550585.3717337195,258.1598333333326
1278,Air_30kW,100000.0,300000.0,50000,3-runner,off,60,15000,3551161.67889912,260.41716666666645
1279,Air_30kW,100000.0,300000.0,50000,3-runner,off,60,20000,3550064.9684675513,244.9286666666664
1280,Air_30kW,100000.0,300000.0,50000,3-runner,off,55,10000,3548710.579745871,243.05000000000152
1281,Air_30kW,100000.0,300000.0,50000,3-runner,off,55,15000,3549891.800677604,243.9531666666685
1282,Air_30kW,100000.0,300000.0,50000,3-runner,off,55,20000,3549589.9242297835,242.7486666666678
1283,Air_30kW,100000.0,300000.0,75000,2-runner,on,65,10000,3193928.877775214,391.8323333333336
1284,Air_30kW,100000.0,300000.0,75000,2-runner,on,65,15000,3194858.1565359076,391.7340000000004
