,Space heating (kW),Domestic hot water (kW),Plug loads (kW),Heat Demand [kW],DNI,diffuse_radiation,global_radiation,T_amb,Electricity Demand [W],wind_speed
2022-04-05 10:15:00,522.13,28.41,32.3225,550.54,859,87.3,638.0,18.4,88936,1.2
2022-04-05 10:30:00,501.12,27.93,32.644999999999996,529.05,859,87.3,638.0,18.4,88866,1.2
2022-04-05 10:45:00,480.11,27.45,32.9675,507.56,859,87.3,638.0,18.4,88462,1.2
2022-04-05 11:00:00,459.1,26.97,33.29,486.07000000000005,852,106.0,708.0,20.1,89403,2.1
2022-04-05 11:15:00,457.545,26.825,34.192499999999995,484.37,852,107.0,709.0,20.1,89622,2.1
2022-04-05 11:30:00,455.99,26.68,35.095,482.67,852,107.0,709.0,20.1,89108,2.1
2022-04-05 11:45:00,454.435,26.535,35.9975,480.97,852,107.0,709.0,20.1,88642,2.1
2022-04-05 12:00:00,452.88,26.39,36.9,479.27,882,100.0,743.0,21.5,96478,1.3
2022-04-05 12:15:00,448.345,25.7875,36.5125,474.13250000000005,882,100.0,743.0,21.5,96830,1.3
2022-04-05 12:30:00,443.81,25.185000000000002,36.125,468.995,882,100.0,743.0,21.5,96257,1.3
2022-04-05 12:45:00,439.275,24.5825,35.7375,463.85749999999996,882,100.0,743.0,21.5,89475,1.3
2022-04-05 13:00:00,434.74,23.98,35.35,458.72,895,90.5,722.0,22.4,65086,1.0
2022-04-05 13:15:00,430.14,23.46,34.0025,453.59999999999997,895,90.4,722.0,22.5,65086,1.0
2022-04-05 13:30:00,425.53999999999996,22.939999999999998,32.655,448.47999999999996,895,90.4,722.0,22.5,65086,1.0
2022-04-05 13:45:00,420.94,22.419999999999998,31.3075,443.36,895,90.4,722.0,22.5,65086,1.0
2022-04-05 14:00:00,416.34,21.9,29.96,438.23999999999995,910,72.1,654.0,22.9,56652,1.1
2022-04-05 14:15:00,421.0775,21.82,29.445,442.8975,910,72.0,654.0,23.0,56652,1.1
2022-04-05 14:30:00,425.815,21.74,28.93,447.555,910,72.0,654.0,23.0,56652,1.1
2022-04-05 14:45:00,430.5525,21.659999999999997,28.415,452.2125,910,72.0,654.0,23.0,56652,1.1
2022-04-05 15:00:00,435.29,21.58,27.9,456.87,892,57.6,536.0,23.0,50675,1.3
2022-04-05 15:15:00,432.345,22.162499999999998,27.744999999999997,454.50750000000005,892,57.5,535.0,23.0,50675,1.3
2022-04-05 15:30:00,429.4,22.744999999999997,27.59,452.145,892,57.5,535.0,23.0,50675,1.3
2022-04-05 15:45:00,426.455,23.3275,27.435000000000002,449.78249999999997,892,57.5,535.0,23.0,50675,1.3
2022-04-05 16:00:00,423.51,23.91,27.28,447.42,841,48.1,383.0,22.3,47435,3.3
2022-04-05 16:15:00,427.7525,25.4875,27.435000000000002,453.24,841,48.0,383.0,22.3,47435,3.3
2022-04-05 16:30:00,431.995,27.064999999999998,27.59,459.06,841,48.0,383.0,22.3,47435,3.3
2022-04-05 16:45:00,436.2375,28.6425,27.744999999999997,464.88,841,48.0,383.0,22.3,47435,3.3
2022-04-05 17:00:00,440.48,30.22,27.9,470.70000000000005,701,45.6,212.0,21.1,51982,2.5
2022-04-05 17:15:00,469.13750000000005,31.935,30.4675,501.07250000000005,701,45.6,211.0,21.1,51982,2.5
2022-04-05 17:30:00,497.795,33.65,33.035,531.445,701,45.6,211.0,21.1,51982,2.5
2022-04-05 17:45:00,526.4525,35.364999999999995,35.6025,561.8175,701,45.6,211.0,21.1,51982,2.5
2022-04-05 18:00:00,555.11,37.08,38.17,592.19,0,21.9,22.8,19.3,78714,2.3
2022-04-05 18:15:00,560.355,39.5425,39.285000000000004,599.8975,0,21.7,21.7,19.3,85707,2.3
2022-04-05 18:30:00,565.6,42.004999999999995,40.400000000000006,607.605,0,21.7,21.7,19.3,88624,2.3
2022-04-05 18:45:00,570.845,44.4675,41.515,615.3125,0,21.7,21.7,19.3,92142,2.3
2022-04-05 19:00:00,576.09,46.93,42.63,623.02,0,0.1,0.1,18.1,105125,2.7
2022-04-05 19:15:00,563.33,46.2125,41.625,609.5425,0,0.0,0.0,18.1,105424,2.7
2022-04-05 19:30:00,550.5699999999999,45.495000000000005,40.620000000000005,596.0649999999999,0,0.0,0.0,18.1,106615,2.7
2022-04-05 19:45:00,537.81,44.7775,39.615,582.5875,0,0.0,0.0,18.1,106704,2.7
2022-04-05 20:00:00,525.05,44.06,38.61,569.1099999999999,0,0.0,0.0,17.0,104739,2.9
2022-04-05 20:15:00,531.085,43.79,38.0325,574.875,0,0.0,0.0,17.0,104775,2.9
2022-04-05 20:30:00,537.12,43.519999999999996,37.455,580.64,0,0.0,0.0,17.0,104513,2.9
2022-04-05 20:45:00,543.155,43.25,36.8775,586.405,0,0.0,0.0,17.0,104028,2.9
2022-04-05 21:00:00,549.19,42.98,36.3,592.1700000000001,0,0.0,0.0,15.8,98577,3.1
2022-04-05 21:15:00,508.94500000000005,38.565,35.5475,547.51,0,0.0,0.0,15.8,98918,3.1
2022-04-05 21:30:00,468.70000000000005,34.15,34.795,502.85,0,0.0,0.0,15.8,98372,3.1
2022-04-05 21:45:00,428.455,29.735,34.0425,458.19,0,0.0,0.0,15.8,97916,3.1
2022-04-05 22:00:00,388.21,25.32,33.29,413.53,0,0.0,0.0,14.8,88979,2.7
2022-04-05 22:15:00,391.59,22.6525,30.814999999999998,414.24249999999995,0,0.0,0.0,14.8,89435,2.7
2022-04-05 22:30:00,394.97,19.985,28.34,414.95500000000004,0,0.0,0.0,14.8,88829,2.7
2022-04-05 22:45:00,398.35,17.317500000000003,25.865000000000002,415.6675,0,0.0,0.0,14.8,88361,2.7
2022-04-05 23:00:00,401.73,14.65,23.39,416.38,0,0.0,0.0,13.7,54250,2.1
2022-04-05 23:15:00,418.44,13.65,20.485,432.09,0,0.0,0.0,13.7,44805,2.1
2022-04-05 23:30:00,435.15,12.65,17.58,447.79999999999995,0,0.0,0.0,13.7,44805,2.1
2022-04-05 23:45:00,451.86,11.65,14.675,463.51,0,0.0,0.0,13.7,44805,2.1
2022-04-06 00:00:00,468.57,10.65,11.77,479.21999999999997,0,0.0,0.0,12.9,29718,2.1
2022-04-06 00:15:00,481.1725,9.415000000000001,11.5775,490.58750000000003,0,0.0,0.0,12.9,47216,2.1
2022-04-06 00:30:00,493.775,8.18,11.385,501.955,0,0.0,0.0,12.9,47330,2.1
2022-04-06 00:45:00,506.3775,6.945,11.192499999999999,513.3225,0,0.0,0.0,12.9,47715,2.1
2022-04-06 01:00:00,518.98,5.71,11.0,524.69,0,0.0,0.0,11.9,39933,1.3
2022-04-06 01:15:00,526.73,4.6975,10.8,531.4275,0,0.0,0.0,11.9,40051,1.3
2022-04-06 01:30:00,534.48,3.685,10.6,538.165,0,0.0,0.0,11.9,40665,1.3
2022-04-06 01:45:00,542.23,2.6725000000000003,10.399999999999999,544.9025,0,0.0,0.0,11.9,41353,1.3
2022-04-06 02:00:00,549.98,1.66,10.2,551.64,0,0.0,0.0,11.0,39460,1.5
2022-04-06 02:15:00,564.3375,1.665,10.225,566.0024999999999,0,0.0,0.0,11.0,39978,1.5
2022-04-06 02:30:00,578.6949999999999,1.67,10.25,580.3649999999999,0,0.0,0.0,11.0,40821,1.5
2022-04-06 02:45:00,593.0525,1.6749999999999998,10.275,594.7275,0,0.0,0.0,11.0,41405,1.5
2022-04-06 03:00:00,607.41,1.68,10.3,609.0899999999999,0,0.0,0.0,10.5,41472,2.1
2022-04-06 03:15:00,605.4749999999999,2.4699999999999998,10.055,607.9449999999999,0,0.0,0.0,10.4,42078,2.1
2022-04-06 03:30:00,603.54,3.26,9.81,606.8,0,0.0,0.0,10.4,42485,2.1
2022-04-06 03:45:00,601.605,4.05,9.565000000000001,605.655,0,0.0,0.0,10.4,42917,2.1
2022-04-06 04:00:00,599.67,4.84,9.32,604.51,0,0.0,0.0,9.9,43903,1.1
2022-04-06 04:15:00,661.9525,7.4575,10.2225,669.41,0,0.0,0.0,9.9,44391,1.1
2022-04-06 04:30:00,724.2349999999999,10.075,11.125,734.31,0,0.0,0.0,9.9,44781,1.1
2022-04-06 04:45:00,786.5174999999999,12.6925,12.0275,799.2099999999999,0,0.0,0.0,9.9,45152,1.1
2022-04-06 05:00:00,848.8,15.31,12.93,864.1099999999999,0,0.0,0.0,9.6,49746,1.4
2022-04-06 05:15:00,902.9675,22.189999999999998,14.837499999999999,925.1575,0,0.0,0.0,9.6,50029,1.4
2022-04-06 05:30:00,957.135,29.07,16.744999999999997,986.205,0,0.0,0.0,9.6,50639,1.4
2022-04-06 05:45:00,1011.3025,35.949999999999996,18.6525,1047.2525,0,0.0,0.0,9.6,50851,1.4
2022-04-06 06:00:00,1065.47,42.83,20.56,1108.3,0,19.2,19.2,10.0,69446,1.2
2022-04-06 06:15:00,1041.865,43.435,23.0775,1085.3,0,19.3,19.3,10.0,69551,1.2
2022-04-06 06:30:00,1018.26,44.04,25.595,1062.3,0,19.3,19.3,10.0,69627,1.2
2022-04-06 06:45:00,994.655,44.644999999999996,28.112499999999997,1039.3,0,19.3,19.3,10.0,69631,1.2
2022-04-06 07:00:00,971.05,45.25,30.63,1016.3,458,83.1,195.0,12.1,86336,1.2
2022-04-06 07:15:00,919.5899999999999,42.9725,30.445,962.5624999999999,458,83.5,196.0,12.1,86316,1.2
2022-04-06 07:30:00,868.13,40.695,30.259999999999998,908.825,458,83.5,196.0,12.1,86106,1.2
2022-04-06 07:45:00,816.6700000000001,38.417500000000004,30.075,855.0875000000001,458,83.5,196.0,12.1,85950,1.2
2022-04-06 08:00:00,765.21,36.14,29.89,801.35,418,137.0,306.0,13.7,82171,1.0
2022-04-06 08:15:00,751.0600000000001,35.1025,30.3475,786.1625,418,137.0,307.0,13.7,79142,1.0
2022-04-06 08:30:00,736.9100000000001,34.065,30.805,770.9750000000001,418,137.0,307.0,13.7,80466,1.0
2022-04-06 08:45:00,722.76,33.027499999999996,31.2625,755.7875,418,137.0,307.0,13.7,83023,1.0
2022-04-06 09:00:00,708.61,31.99,31.72,740.6,526,170.0,455.0,15.4,84795,1.2
2022-04-06 09:15:00,688.5175,31.275,31.8425,719.7925,526,170.0,455.0,15.4,85399,1.2
2022-04-06 09:30:00,668.425,30.56,31.965,698.9849999999999,526,170.0,455.0,15.4,87877,1.2
2022-04-06 09:45:00,648.3325,29.845,32.0875,678.1775,526,170.0,455.0,15.4,89574,1.2
2022-04-06 10:00:00,628.24,29.13,32.21,657.37,592,208.0,591.0,17.2,88441,1.2
2022-04-06 10:15:00,608.21,28.7125,32.615,636.9225,592,208.0,591.0,17.2,88366,1.2
2022-04-06 10:30:00,588.1800000000001,28.295,33.019999999999996,616.475,592,208.0,591.0,17.2,88458,1.2
2022-04-06 10:45:00,568.15,27.8775,33.425,596.0275,592,208.0,591.0,17.2,88090,1.2
2022-04-06 11:00:00,548.12,27.46,33.83,575.58,322,323.0,553.0,18.1,88900,1.7
2022-04-06 11:15:00,525.7225,27.3075,34.745,553.03,322,324.0,553.0,18.1,89110,1.7
2022-04-06 11:30:00,503.325,27.155,35.66,530.48,322,324.0,553.0,18.1,88618,1.7
2022-04-06 11:45:00,480.9275,27.0025,36.575,507.93,322,324.0,553.0,18.1,88134,1.7
2022-04-06 12:00:00,458.53,26.85,37.49,485.38,191,354.0,494.0,18.6,95797,2.1
2022-04-06 12:15:00,443.0525,25.645000000000003,36.22,468.6975,191,354.0,494.0,18.6,96178,2.1
2022-04-06 12:30:00,427.575,24.44,34.95,452.015,191,354.0,494.0,18.6,95598,2.1
2022-04-06 12:45:00,412.09749999999997,23.235,33.68,435.3325,191,354.0,494.0,18.6,95146,2.1
2022-04-06 13:00:00,396.62,22.03,32.41,418.65,386,298.0,571.0,19.2,93832,2.5
2022-04-06 13:15:00,399.27,22.490000000000002,32.457499999999996,421.76,386,298.0,572.0,19.2,94250,2.5
2022-04-06 13:30:00,401.92,22.950000000000003,32.504999999999995,424.87,386,298.0,572.0,19.2,72388,2.5
2022-04-06 13:45:00,404.57000000000005,23.41,32.5525,427.9800000000001,386,298.0,572.0,19.2,64849,2.5
2022-04-06 14:00:00,407.22,23.87,32.6,431.09000000000003,360,267.0,499.0,19.4,56446,2.7
2022-04-06 14:15:00,415.68,23.3975,31.5425,439.0775,360,267.0,499.0,19.4,56446,2.7
2022-04-06 14:30:00,424.14,22.925,30.485,447.065,360,267.0,499.0,19.4,56446,2.7
2022-04-06 14:45:00,432.6,22.4525,29.427500000000002,455.0525,360,267.0,499.0,19.4,56446,2.7
2022-04-06 15:00:00,441.06,21.98,28.37,463.04,312,232.0,401.0,19.2,50491,2.3
2022-04-06 15:15:00,430.185,22.1,27.675,452.285,312,232.0,400.0,19.2,50491,2.3
2022-04-06 15:30:00,419.31,22.22,26.98,441.53,312,232.0,400.0,19.2,50491,2.3
2022-04-06 15:45:00,408.435,22.34,26.285,430.775,312,232.0,400.0,19.2,50491,2.3
2022-04-06 16:00:00,397.56,22.46,25.59,420.02,85.7,175.0,210.0,18.3,47264,1.7
2022-04-06 16:15:00,423.575,24.69,26.425,448.265,85.7,175.0,209.0,18.3,47264,1.7
2022-04-06 16:30:00,449.59000000000003,26.92,27.259999999999998,476.51000000000005,85.7,175.0,209.0,18.3,47264,1.7
2022-04-06 16:45:00,475.605,29.15,28.095,504.755,85.7,175.0,209.0,18.3,47264,1.7
2022-04-06 17:00:00,501.62,31.38,28.93,533.0,110,106.0,132.0,17.2,51794,0.9
2022-04-06 17:15:00,508.9575,32.275,30.68,541.2325,110,105.0,132.0,17.2,51794,0.9
2022-04-06 17:30:00,516.2950000000001,33.17,32.43,549.465,110,105.0,132.0,17.2,51794,0.9
2022-04-06 17:45:00,523.6325,34.065,34.18,557.6975,110,105.0,132.0,17.2,51794,0.9
2022-04-06 18:00:00,530.97,34.96,35.93,565.9300000000001,0,11.6,11.8,15.9,64493,0.9
2022-04-06 18:15:00,553.0325,37.04,36.76,590.0725,0,11.1,11.1,15.9,83244,0.9
2022-04-06 18:30:00,575.095,39.120000000000005,37.59,614.215,0,11.1,11.1,15.9,84842,0.9
2022-04-06 18:45:00,597.1575,41.2,38.42,638.3575000000001,0,11.1,11.1,15.9,87635,0.9
2022-04-06 19:00:00,619.22,43.28,39.25,662.5,0,0.1,0.1,15.3,100832,1.0
2022-04-06 19:15:00,634.9175,44.042500000000004,39.57,678.96,0,0.0,0.0,15.3,101404,1.0
2022-04-06 19:30:00,650.615,44.805,39.89,695.42,0,0.0,0.0,15.3,103845,1.0
2022-04-06 19:45:00,666.3125,45.567499999999995,40.21,711.88,0,0.0,0.0,15.3,105558,1.0
2022-04-06 20:00:00,682.01,46.33,40.53,728.34,0,0.0,0.0,14.7,103797,1.5
2022-04-06 20:15:00,701.54,46.2625,40.1075,747.8025,0,0.0,0.0,14.7,103537,1.5
2022-04-06 20:30:00,721.0699999999999,46.195,39.685,767.265,0,0.0,0.0,14.7,104003,1.5
2022-04-06 20:45:00,740.6,46.1275,39.2625,786.7275,0,0.0,0.0,14.7,103692,1.5
2022-04-06 21:00:00,760.13,46.06,38.84,806.19,0,0.0,0.0,14.1,98259,2.7
2022-04-06 21:15:00,686.2275,40.74,37.260000000000005,726.9675,0,0.0,0.0,14.1,98467,2.7
2022-04-06 21:30:00,612.325,35.42,35.68000000000001,647.745,0,0.0,0.0,14.1,98049,2.7
2022-04-06 21:45:00,538.4225,30.1,34.1,568.5225,0,0.0,0.0,14.1,97569,2.7
2022-04-06 22:00:00,464.52,24.78,32.52,489.29999999999995,0,0.0,0.0,13.4,88679,2.3
2022-04-06 22:15:00,465.3725,22.5075,30.642500000000002,487.88,0,0.0,0.0,13.4,89096,2.3
2022-04-06 22:30:00,466.225,20.235,28.765,486.46000000000004,0,0.0,0.0,13.4,88522,2.3
2022-04-06 22:45:00,467.0775,17.9625,26.887500000000003,485.03999999999996,0,0.0,0.0,13.4,88046,2.3
2022-04-06 23:00:00,467.93,15.69,25.01,483.62,0,0.0,0.0,12.8,71783,3.3
2022-04-06 23:15:00,464.88,14.559999999999999,22.005000000000003,479.44,0,0.0,0.0,12.8,58644,3.3
2022-04-06 23:30:00,461.83000000000004,13.43,19.0,475.26000000000005,0,0.0,0.0,12.8,44637,3.3
2022-04-06 23:45:00,458.78000000000003,12.3,15.995000000000001,471.08000000000004,0,0.0,0.0,12.8,44637,3.3
2022-04-07 00:00:00,455.73,11.17,12.99,466.90000000000003,0,0.0,0.0,12.6,29545,3.1
2022-04-07 00:15:00,472.13,10.0875,12.975,482.2175,0,0.0,0.0,12.6,29545,3.1
2022-04-07 00:30:00,488.53000000000003,9.004999999999999,12.96,497.535,0,0.0,0.0,12.6,29545,3.1
2022-04-07 00:45:00,504.93000000000006,7.922499999999999,12.945,512.8525000000001,0,0.0,0.0,12.6,29545,3.1
2022-04-07 01:00:00,521.33,6.84,12.93,528.1700000000001,0,0.0,0.0,12.3,21877,2.7
2022-04-07 01:15:00,519.79,6.0424999999999995,12.425,525.8325,0,0.0,0.0,12.3,39239,2.7
2022-04-07 01:30:00,518.25,5.245,11.92,523.495,0,0.0,0.0,12.3,39312,2.7
2022-04-07 01:45:00,516.71,4.4475,11.415,521.1575,0,0.0,0.0,12.3,39630,2.7
2022-04-07 02:00:00,515.17,3.65,10.91,518.8199999999999,0,0.0,0.0,12.3,37950,1.9
2022-04-07 02:15:00,533.6524999999999,3.1525,10.84,536.805,0,0.0,0.0,12.3,38145,1.9
2022-04-07 02:30:00,552.135,2.655,10.77,554.79,0,0.0,0.0,12.3,38851,1.9
2022-04-07 02:45:00,570.6175000000001,2.1574999999999998,10.700000000000001,572.7750000000001,0,0.0,0.0,12.3,39769,1.9
2022-04-07 03:00:00,589.1,1.66,10.63,590.76,0,0.0,0.0,12.2,40273,1.9
2022-04-07 03:15:00,582.94,2.0425,10.525,584.9825000000001,0,0.0,0.0,12.2,41221,1.9
2022-04-07 03:30:00,576.78,2.425,10.420000000000002,579.2049999999999,0,0.0,0.0,12.2,41903,1.9
2022-04-07 03:45:00,570.62,2.8075,10.315000000000001,573.4275,0,0.0,0.0,12.2,42653,1.9
2022-04-07 04:00:00,564.46,3.19,10.21,567.6500000000001,0,0.0,0.0,12.2,44158,1.2
2022-04-07 04:15:00,621.02,3.255,10.670000000000002,624.275,0,0.0,0.0,12.2,44798,1.2
2022-04-07 04:30:00,677.58,3.3200000000000003,11.13,680.9000000000001,0,0.0,0.0,12.2,45499,1.2
2022-04-07 04:45:00,734.1400000000001,3.3850000000000002,11.59,737.5250000000001,0,0.0,0.0,12.2,46134,1.2
2022-04-07 05:00:00,790.7,3.45,12.05,794.1500000000001,0,0.0,0.0,12.2,50983,1.3
2022-04-07 05:15:00,831.5425,3.64,12.3675,835.1825,0,0.0,0.0,12.2,51405,1.3
2022-04-07 05:30:00,872.385,3.83,12.685,876.215,0,0.0,0.0,12.2,51852,1.3
2022-04-07 05:45:00,913.2275000000001,4.02,13.002500000000001,917.2475000000001,0,0.0,0.0,12.2,51994,1.3
2022-04-07 06:00:00,954.07,4.21,13.32,958.2800000000001,0,26.9,26.9,12.7,70005,2.3
2022-04-07 06:15:00,939.7775,5.6975,15.530000000000001,945.475,0,27.1,27.1,12.7,69937,2.3
2022-04-07 06:30:00,925.485,7.1850000000000005,17.740000000000002,932.67,0,27.1,27.1,12.7,69776,2.3
2022-04-07 06:45:00,911.1925,8.6725,19.95,919.865,0,27.1,27.1,12.7,69628,2.3
2022-04-07 07:00:00,896.9,10.16,22.16,907.06,23,103.0,109.0,13.8,85889,3.6
2022-04-07 07:15:00,842.4675,14.1875,24.545,856.655,23,104.0,109.0,13.8,85737,3.6
2022-04-07 07:30:00,788.035,18.215,26.93,806.25,23,104.0,109.0,13.8,85448,3.6
2022-04-07 07:45:00,733.6025,22.2425,29.314999999999998,755.8449999999999,23,104.0,109.0,13.8,85247,3.6
2022-04-07 08:00:00,679.17,26.27,31.7,705.4399999999999,12.9,161.0,166.0,14.8,82085,3.5
2022-04-07 08:15:00,654.5074999999999,32.645,33.1875,687.1524999999999,12.9,161.0,166.0,14.8,79494,3.5
2022-04-07 08:30:00,629.845,39.02,34.675,668.865,12.9,161.0,166.0,14.8,81234,3.5
2022-04-07 08:45:00,605.1825,45.395,36.1625,650.5775,12.9,161.0,166.0,14.8,84071,3.5
2022-04-07 09:00:00,580.52,51.77,37.65,632.29,2.4,176.0,178.0,15.4,85144,3.9
2022-04-07 09:15:00,537.05,51.855000000000004,37.8475,588.905,2.4,176.0,178.0,15.4,85613,3.9
2022-04-07 09:30:00,493.58,51.94,38.045,545.52,2.4,176.0,178.0,15.4,87978,3.9
2022-04-07 09:45:00,450.11,52.025,38.2425,502.135,2.4,176.0,178.0,15.4,89471,3.9
2022-04-07 10:00:00,406.64,52.11,38.44,458.75,4.9,206.0,209.0,16.1,88009,3.6
2022-04-07 10:15:00,394.565,52.515,39.027499999999996,447.08,4.9,206.0,209.0,16.1,87889,3.6
2022-04-07 10:30:00,382.49,52.92,39.614999999999995,435.41,4.9,206.0,209.0,16.1,88028,3.6
2022-04-07 10:45:00,370.41499999999996,53.324999999999996,40.2025,423.73999999999995,4.9,206.0,209.0,16.1,87649,3.6
2022-04-07 11:00:00,358.34,53.73,40.79,412.07,23.7,286.0,303.0,17.1,88475,3.1
2022-04-07 11:15:00,357.4425,52.474999999999994,41.582499999999996,409.9175,23.7,286.0,303.0,17.1,88700,3.1
2022-04-07 11:30:00,356.54499999999996,51.22,42.375,407.765,23.7,286.0,303.0,17.1,88207,3.1
2022-04-07 11:45:00,355.6475,49.965,43.167500000000004,405.61249999999995,23.7,286.0,303.0,17.1,87713,3.1
2022-04-07 12:00:00,354.75,48.71,43.96,403.46,182,350.0,484.0,18.6,95566,4.1
2022-04-07 12:15:00,345.0325,46.55,43.9275,391.58250000000004,182,350.0,485.0,18.6,95944,4.1
2022-04-07 12:30:00,335.315,44.39,43.894999999999996,379.705,182,350.0,485.0,18.6,95366,4.1
2022-04-07 12:45:00,325.59749999999997,42.230000000000004,43.8625,367.8275,182,350.0,485.0,18.6,94914,4.1
2022-04-07 13:00:00,315.88,40.07,43.83,355.95,806,237.0,810.0,21.1,93938,4.3
2022-04-07 13:15:00,301.28499999999997,38.685,42.5575,339.96999999999997,806,236.0,812.0,21.1,94327,4.3
2022-04-07 13:30:00,286.69,37.3,41.285,323.99,806,236.0,812.0,21.1,68842,4.3
2022-04-07 13:45:00,272.095,35.915,40.0125,308.01000000000005,806,236.0,812.0,21.1,64600,4.3
2022-04-07 14:00:00,257.5,34.53,38.74,292.03,627,198.0,605.0,22.4,56228,6.2
2022-04-07 14:15:00,259.0575,33.0775,37.7575,292.135,627,197.0,604.0,22.4,56228,6.2
2022-04-07 14:30:00,260.615,31.625,36.775000000000006,292.24,627,197.0,604.0,22.4,56228,6.2
2022-04-07 14:45:00,262.1725,30.1725,35.792500000000004,292.345,627,197.0,604.0,22.4,56228,6.2
2022-04-07 15:00:00,263.73,28.72,34.81,292.45000000000005,270,248.0,397.0,22.7,50296,6.7
2022-04-07 15:15:00,270.0325,28.875,35.042500000000004,298.9075,270,249.0,395.0,22.8,50296,6.7
2022-04-07 15:30:00,276.33500000000004,29.03,35.275000000000006,305.365,270,249.0,395.0,22.8,50296,6.7
2022-04-07 15:45:00,282.6375,29.185,35.5075,311.8225,270,249.0,395.0,22.8,50296,6.7
2022-04-07 16:00:00,288.94,29.34,35.74,318.28,590,120.0,359.0,22.9,47081,7.9
2022-04-07 16:15:00,296.9425,30.25,36.682500000000005,327.1925,590,119.0,359.0,23.0,47081,7.9
2022-04-07 16:30:00,304.945,31.159999999999997,37.625,336.105,590,119.0,359.0,23.0,47081,7.9
2022-04-07 16:45:00,312.9475,32.07,38.567499999999995,345.0175,590,119.0,359.0,23.0,47081,7.9
2022-04-07 17:00:00,320.95,32.98,39.51,353.93,617,72.4,224.0,22.6,51593,6.0
2022-04-07 17:15:00,339.3225,33.765,41.082499999999996,373.0875,617,72.2,223.0,22.6,51593,6.0
2022-04-07 17:30:00,357.695,34.55,42.655,392.245,617,72.2,223.0,22.6,51593,6.0
2022-04-07 17:45:00,376.0675,35.334999999999994,44.2275,411.4025,617,72.2,223.0,22.6,51593,6.0
2022-04-07 18:00:00,394.44,36.12,45.8,430.56,126,29.8,35.6,21.5,64245,5.7
2022-04-07 18:15:00,419.81,36.545,45.83,456.355,126,29.6,34.5,21.5,85655,5.7
2022-04-07 18:30:00,445.18,36.97,45.86,482.15,126,29.6,34.5,21.5,88383,5.7
2022-04-07 18:45:00,470.55,37.394999999999996,45.89,507.945,126,29.6,34.5,21.5,91888,5.7
2022-04-07 19:00:00,495.92,37.82,45.92,533.74,0,0.2,0.2,20.5,105507,5.7
2022-04-07 19:15:00,519.62,37.6375,45.43,557.2575,0,0.0,0.0,20.5,106056,5.7
2022-04-07 19:30:00,543.32,37.455,44.94,580.7750000000001,0,0.0,0.0,20.5,106642,5.7
2022-04-07 19:45:00,567.02,37.2725,44.45,604.2925,0,0.0,0.0,20.5,106518,5.7
2022-04-07 20:00:00,590.72,37.09,43.96,627.8100000000001,0,0.0,0.0,19.5,104618,5.3
2022-04-07 20:15:00,604.37,35.2175,41.9375,639.5875,0,0.0,0.0,19.5,104691,5.3
2022-04-07 20:30:00,618.02,33.345,39.915,651.365,0,0.0,0.0,19.5,104331,5.3
2022-04-07 20:45:00,631.6700000000001,31.472500000000004,37.8925,663.1425,0,0.0,0.0,19.5,103839,5.3
2022-04-07 21:00:00,645.32,29.6,35.87,674.9200000000001,0,0.0,0.0,18.6,98483,5.3
2022-04-07 21:15:00,585.5025,27.86,33.677499999999995,613.3625000000001,0,0.0,0.0,18.6,98819,5.3
2022-04-07 21:30:00,525.6850000000001,26.12,31.485,551.8050000000001,0,0.0,0.0,18.6,98248,5.3
2022-04-07 21:45:00,465.8675,24.380000000000003,29.2925,490.2475,0,0.0,0.0,18.6,97787,5.3
2022-04-07 22:00:00,406.05,22.64,27.1,428.69,0,0.0,0.0,17.6,88940,5.0
2022-04-07 22:15:00,411.51750000000004,21.0325,25.4475,432.55000000000007,0,0.0,0.0,17.6,89370,5.0
2022-04-07 22:30:00,416.985,19.425,23.795,436.41,0,0.0,0.0,17.6,88750,5.0
2022-04-07 22:45:00,422.4525,17.817500000000003,22.1425,440.27,0,0.0,0.0,17.6,62643,5.0
2022-04-07 23:00:00,427.92,16.21,20.49,444.13,0,0.0,0.0,16.6,44470,4.8
2022-04-07 23:15:00,428.27250000000004,14.96,19.0675,443.2325,0,0.0,0.0,16.6,44470,4.8
2022-04-07 23:30:00,428.625,13.71,17.645,442.335,0,0.0,0.0,16.6,44470,4.8
2022-04-07 23:45:00,428.97749999999996,12.46,16.2225,441.43749999999994,0,0.0,0.0,16.6,44470,4.8
2022-04-08 00:00:00,429.33,11.21,14.8,440.53999999999996,0,0.0,0.0,15.5,29434,4.6
2022-04-08 00:15:00,433.84,9.977500000000001,14.2725,443.8175,0,0.0,0.0,15.4,29434,4.6
2022-04-08 00:30:00,438.35,8.745000000000001,13.745000000000001,447.095,0,0.0,0.0,15.4,29434,4.6
2022-04-08 00:45:00,442.86,7.5125,13.2175,450.3725,0,0.0,0.0,15.4,29434,4.6
2022-04-08 01:00:00,447.37,6.28,12.69,453.65,0,0.0,0.0,14.3,21734,3.6
2022-04-08 01:15:00,461.275,5.6725,12.497499999999999,466.9475,0,0.0,0.0,14.3,21734,3.6
2022-04-08 01:30:00,475.18,5.065,12.305,480.245,0,0.0,0.0,14.3,21734,3.6
2022-04-08 01:45:00,489.08500000000004,4.4575,12.1125,493.5425,0,0.0,0.0,14.3,21734,3.6
2022-04-08 02:00:00,502.99,3.85,11.92,506.84000000000003,0,0.0,0.0,13.7,19569,3.1
