,Space heating (kW),Domestic hot water (kW),Plug loads (kW),Heat Demand [kW],DNI,diffuse_radiation,global_radiation,T_amb,Electricity Demand [W],wind_speed
2022-01-01 00:00:00,511.85,12.42,17.84,524.27,0,0.0,0.0,11.5,49358,2.3
2022-01-01 00:15:00,577.4875,11.1425,17.4,588.63,0,0.0,0.0,11.5,51043,2.3
2022-01-01 00:30:00,643.125,9.865,16.96,652.99,0,0.0,0.0,11.5,51228,2.3
2022-01-01 00:45:00,708.7625,8.587499999999999,16.52,717.35,0,0.0,0.0,11.5,52631,2.3
2022-01-01 01:00:00,774.4,7.31,16.08,781.7099999999999,0,0.0,0.0,11.7,45575,1.7
2022-01-01 01:15:00,756.3975,6.455,15.334999999999999,762.8525000000001,0,0.0,0.0,11.8,46346,1.7
2022-01-01 01:30:00,738.395,5.6,14.59,743.995,0,0.0,0.0,11.8,47166,1.7
2022-01-01 01:45:00,720.3924999999999,4.745,13.844999999999999,725.1374999999999,0,0.0,0.0,11.8,47939,1.7
2022-01-01 02:00:00,702.39,3.89,13.1,706.28,0,0.0,0.0,11.5,46765,1.4
2022-01-01 02:15:00,722.105,3.3575,13.1375,725.4625,0,0.0,0.0,11.5,47389,1.4
2022-01-01 02:30:00,741.8199999999999,2.825,13.175,744.645,0,0.0,0.0,11.5,48104,1.4
2022-01-01 02:45:00,761.535,2.2925000000000004,13.2125,763.8275,0,0.0,0.0,11.5,48758,1.4
2022-01-01 03:00:00,781.25,1.76,13.25,783.01,0,0.0,0.0,11.4,48710,1.7
2022-01-01 03:15:00,798.77,2.2925,12.82,801.0625,0,0.0,0.0,11.4,48895,1.7
2022-01-01 03:30:00,816.29,2.825,12.39,819.115,0,0.0,0.0,11.4,48921,1.7
2022-01-01 03:45:00,833.8100000000001,3.3575,11.959999999999999,837.1675,0,0.0,0.0,11.4,48910,1.7
2022-01-01 04:00:00,851.33,3.89,11.53,855.22,0,0.0,0.0,11.3,49066,1.7
2022-01-01 04:15:00,960.9575,3.9225,11.622499999999999,964.88,0,0.0,0.0,11.3,48949,1.7
2022-01-01 04:30:00,1070.585,3.955,11.715,1074.54,0,0.0,0.0,11.3,48823,1.7
2022-01-01 04:45:00,1180.2125,3.9875,11.807500000000001,1184.2,0,0.0,0.0,11.3,48670,1.7
2022-01-01 05:00:00,1289.84,4.02,11.9,1293.86,0,0.0,0.0,11.1,52507,2.0
2022-01-01 05:15:00,1373.3325,4.345,11.9925,1377.6775,0,0.0,0.0,11.1,52323,2.0
2022-01-01 05:30:00,1456.8249999999998,4.67,12.085,1461.495,0,0.0,0.0,11.1,52206,2.0
2022-01-01 05:45:00,1540.3174999999999,4.995,12.1775,1545.3124999999998,0,0.0,0.0,11.1,52049,2.0
2022-01-01 06:00:00,1623.81,5.32,12.27,1629.1299999999999,0,0.0,0.0,11.0,74663,1.6
2022-01-01 06:15:00,1587.355,6.715,12.5825,1594.07,0,0.0,0.0,11.0,65379,1.6
2022-01-01 06:30:00,1550.9,8.11,12.895,1559.01,0,0.0,0.0,11.0,64428,1.6
2022-01-01 06:45:00,1514.445,9.505,13.2075,1523.95,0,0.0,0.0,11.0,65089,1.6
2022-01-01 07:00:00,1477.99,10.9,13.52,1488.89,0,0.0,0.0,10.9,86423,2.4
2022-01-01 07:15:00,1442.67,15.342500000000001,14.7875,1458.0125,0,0.0,0.0,10.9,87824,2.4
2022-01-01 07:30:00,1407.35,19.785000000000004,16.055,1427.135,0,0.0,0.0,10.9,90621,2.4
2022-01-01 07:45:00,1372.03,24.227500000000003,17.322499999999998,1396.2575,0,0.0,0.0,10.9,93054,2.4
2022-01-01 08:00:00,1336.71,28.67,18.59,1365.38,0,1.2,1.2,10.9,96405,2.0
2022-01-01 08:15:00,1326.3925,35.4925,21.9175,1361.885,0,1.2,1.2,10.9,96949,2.0
2022-01-01 08:30:00,1316.075,42.315,25.244999999999997,1358.39,0,1.2,1.2,10.9,98828,2.0
2022-01-01 08:45:00,1305.7575000000002,49.1375,28.572499999999998,1354.8950000000002,0,1.2,1.2,10.9,99002,2.0
2022-01-01 09:00:00,1295.44,55.96,31.9,1351.4,0,9.9,9.9,11.0,93478,3.8
2022-01-01 09:15:00,1276.545,57.0275,35.7825,1333.5725,0,10.0,10.0,11.0,93542,3.8
2022-01-01 09:30:00,1257.65,58.095,39.665,1315.7450000000001,0,10.0,10.0,11.0,93054,3.8
2022-01-01 09:45:00,1238.7549999999999,59.162499999999994,43.5475,1297.9174999999998,0,10.0,10.0,11.0,92557,3.8
2022-01-01 10:00:00,1219.86,60.23,47.43,1280.09,0,19.5,19.5,11.0,88996,3.1
2022-01-01 10:15:00,1199.7775,59.955,48.6775,1259.7324999999998,0,19.5,19.5,11.0,89286,3.1
2022-01-01 10:30:00,1179.695,59.68,49.925,1239.375,0,19.5,19.5,11.0,88722,3.1
2022-01-01 10:45:00,1159.6125,59.405,51.1725,1219.0175,0,19.5,19.5,11.0,88291,3.1
2022-01-01 11:00:00,1139.53,59.13,52.42,1198.66,0,27.2,27.2,11.1,69107,2.9
2022-01-01 11:15:00,1128.4225,57.3725,53.1175,1185.7949999999998,0,27.3,27.3,11.1,62649,2.9
2022-01-01 11:30:00,1117.315,55.615,53.815,1172.93,0,27.3,27.3,11.1,62649,2.9
2022-01-01 11:45:00,1106.2075,53.8575,54.5125,1160.065,0,27.3,27.3,11.1,62649,2.9
2022-01-01 12:00:00,1095.1,52.1,55.21,1147.1999999999998,0,32.2,32.2,11.1,69200,3.3
2022-01-01 12:15:00,1086.87,49.255,54.795,1136.125,0,32.2,32.2,11.1,69200,3.3
2022-01-01 12:30:00,1078.6399999999999,46.41,54.379999999999995,1125.05,0,32.2,32.2,11.1,69200,3.3
2022-01-01 12:45:00,1070.41,43.565,53.964999999999996,1113.9750000000001,0,32.2,32.2,11.1,69200,3.3
2022-01-01 13:00:00,1062.18,40.72,53.55,1102.9,0,28.2,28.2,11.1,68552,3.8
2022-01-01 13:15:00,1083.605,40.3475,52.9925,1123.9525,0,28.2,28.2,11.1,68552,3.8
2022-01-01 13:30:00,1105.0300000000002,39.974999999999994,52.435,1145.005,0,28.2,28.2,11.1,68552,3.8
2022-01-01 13:45:00,1126.4550000000002,39.6025,51.8775,1166.0575000000001,0,28.2,28.2,11.1,68552,3.8
2022-01-01 14:00:00,1147.88,39.23,51.32,1187.1100000000001,0,20.3,20.3,11.1,61074,3.1
2022-01-01 14:15:00,1154.0425,37.885,48.9825,1191.9275,0,20.3,20.3,11.1,61074,3.1
2022-01-01 14:30:00,1160.205,36.54,46.644999999999996,1196.745,0,20.3,20.3,11.1,73670,3.1
2022-01-01 14:45:00,1166.3675,35.195,44.3075,1201.5625,0,20.3,20.3,11.1,78334,3.1
2022-01-01 15:00:00,1172.53,33.85,41.97,1206.3799999999999,0,10.2,10.2,11.0,73006,4.5
2022-01-01 15:15:00,1161.43,32.9975,39.8975,1194.4275,0,10.1,10.1,11.0,73281,4.5
2022-01-01 15:30:00,1150.33,32.145,37.825,1182.475,0,10.1,10.1,11.0,73395,4.5
2022-01-01 15:45:00,1139.23,31.2925,35.7525,1170.5225,0,10.1,10.1,11.0,73822,4.5
2022-01-01 16:00:00,1128.13,30.44,33.68,1158.5700000000002,0,1.2,1.2,10.9,74846,3.3
2022-01-01 16:15:00,1126.555,30.805,32.78,1157.3600000000001,0,1.1,1.1,10.9,75472,3.3
2022-01-01 16:30:00,1124.98,31.17,31.88,1156.15,0,1.1,1.1,10.9,76151,3.3
2022-01-01 16:45:00,1123.405,31.535,30.979999999999997,1154.94,0,1.1,1.1,10.9,76740,3.3
2022-01-01 17:00:00,1121.83,31.9,30.08,1153.73,0,0.01,0.01,10.7,86785,3.8
2022-01-01 17:15:00,1140.53,32.817499999999995,30.4225,1173.3474999999999,0,0.0,0.0,10.7,84746,3.8
2022-01-01 17:30:00,1159.23,33.735,30.765,1192.965,0,0.0,0.0,10.7,85411,3.8
2022-01-01 17:45:00,1177.93,34.6525,31.107499999999998,1212.5825,0,0.0,0.0,10.7,86555,3.8
2022-01-01 18:00:00,1196.63,35.57,31.45,1232.2,0,0.0,0.0,10.4,107635,3.1
2022-01-01 18:15:00,1214.9275,36.265,32.5,1251.1925,0,0.0,0.0,10.4,108291,3.1
2022-01-01 18:30:00,1233.225,36.96,33.55,1270.185,0,0.0,0.0,10.4,110873,3.1
2022-01-01 18:45:00,1251.5225,37.655,34.6,1289.1775,0,0.0,0.0,10.4,113247,3.1
2022-01-01 19:00:00,1269.82,38.35,35.65,1308.1699999999998,0,0.0,0.0,10.4,124895,3.1
2022-01-01 19:15:00,1278.4825,38.0325,37.332499999999996,1316.515,0,0.0,0.0,10.4,124573,3.1
2022-01-01 19:30:00,1287.145,37.715,39.015,1324.86,0,0.0,0.0,10.4,126791,3.1
2022-01-01 19:45:00,1295.8075,37.3975,40.697500000000005,1333.205,0,0.0,0.0,10.4,127339,3.1
2022-01-01 20:00:00,1304.47,37.08,42.38,1341.55,0,0.0,0.0,10.2,117267,3.1
2022-01-01 20:15:00,1307.12,36.254999999999995,42.165000000000006,1343.375,0,0.0,0.0,10.2,117253,3.1
2022-01-01 20:30:00,1309.77,35.43,41.95,1345.2,0,0.0,0.0,10.2,116831,3.1
2022-01-01 20:45:00,1312.42,34.605000000000004,41.735,1347.025,0,0.0,0.0,10.2,116382,3.1
2022-01-01 21:00:00,1315.07,33.78,41.52,1348.85,0,0.0,0.0,10.1,101868,2.3
2022-01-01 21:15:00,1169.095,31.817500000000003,40.24,1200.9125000000001,0,0.0,0.0,10.1,101885,2.3
2022-01-01 21:30:00,1023.1199999999999,29.855,38.96,1052.975,0,0.0,0.0,10.1,101410,2.3
2022-01-01 21:45:00,877.145,27.8925,37.68,905.0375,0,0.0,0.0,10.1,98041,2.3
2022-01-01 22:00:00,731.17,25.93,36.4,757.0999999999999,0,0.0,0.0,10.0,78692,1.7
2022-01-01 22:15:00,684.8525,23.5875,33.5725,708.4399999999999,0,0.0,0.0,10.0,78746,1.7
2022-01-01 22:30:00,638.535,21.244999999999997,30.744999999999997,659.78,0,0.0,0.0,10.0,78856,1.7
2022-01-01 22:45:00,592.2175,18.9025,27.9175,611.12,0,0.0,0.0,10.0,79006,1.7
2022-01-01 23:00:00,545.9,16.56,25.09,562.4599999999999,0,0.0,0.0,9.9,63075,1.5
2022-01-01 23:15:00,513.765,15.274999999999999,22.2375,529.04,0,0.0,0.0,9.9,63139,1.5
2022-01-01 23:30:00,481.63,13.989999999999998,19.384999999999998,495.62,0,0.0,0.0,9.9,63343,1.5
2022-01-01 23:45:00,449.495,12.705,16.5325,462.2,0,0.0,0.0,9.9,63730,1.5
2022-01-02 00:00:00,417.36,11.42,13.68,428.78000000000003,0,0.0,0.0,9.5,53919,1.7
2022-01-02 00:15:00,383.96750000000003,10.0975,13.4575,394.06500000000005,0,0.0,0.0,9.5,54179,1.7
2022-01-02 00:30:00,350.57500000000005,8.775,13.235,359.35,0,0.0,0.0,9.5,54708,1.7
2022-01-02 00:45:00,317.1825,7.4525,13.0125,324.635,0,0.0,0.0,9.5,55186,1.7
2022-01-02 01:00:00,283.79,6.13,12.79,289.92,0,0.0,0.0,8.9,47992,3.1
2022-01-02 01:15:00,305.41,5.035,12.495,310.44500000000005,0,0.0,0.0,8.9,48160,3.1
2022-01-02 01:30:00,327.03,3.94,12.2,330.96999999999997,0,0.0,0.0,8.9,48629,3.1
2022-01-02 01:45:00,348.65,2.8449999999999998,11.905,351.495,0,0.0,0.0,8.9,48997,3.1
2022-01-02 02:00:00,370.27,1.75,11.61,372.02,0,0.0,0.0,8.7,43616,4.2
2022-01-02 02:15:00,407.025,1.785,11.8475,408.81,0,0.0,0.0,8.7,43769,4.2
2022-01-02 02:30:00,443.78,1.8199999999999998,12.085,445.59999999999997,0,0.0,0.0,8.7,44144,4.2
2022-01-02 02:45:00,480.53499999999997,1.855,12.3225,482.39,0,0.0,0.0,8.7,44494,4.2
2022-01-02 03:00:00,517.29,1.89,12.56,519.18,0,0.0,0.0,8.5,43584,3.8
2022-01-02 03:15:00,559.02,2.995,12.71,562.015,0,0.0,0.0,8.4,43936,3.8
2022-01-02 03:30:00,600.75,4.1,12.86,604.85,0,0.0,0.0,8.4,44056,3.8
2022-01-02 03:45:00,642.48,5.205,13.01,647.6850000000001,0,0.0,0.0,8.4,44290,3.8
2022-01-02 04:00:00,684.21,6.31,13.16,690.52,0,0.0,0.0,8.2,44200,4.5
2022-01-02 04:15:00,736.1575,8.872499999999999,13.6625,745.03,0,0.0,0.0,8.2,44299,4.5
2022-01-02 04:30:00,788.105,11.434999999999999,14.165,799.54,0,0.0,0.0,8.2,44532,4.5
2022-01-02 04:45:00,840.0525,13.997499999999999,14.6675,854.05,0,0.0,0.0,8.2,44778,4.5
2022-01-02 05:00:00,892.0,16.56,15.17,908.56,0,0.0,0.0,8.0,46069,3.8
2022-01-02 05:15:00,999.7875,25.224999999999998,18.045,1025.0125,0,0.0,0.0,8.0,46245,3.8
2022-01-02 05:30:00,1107.575,33.89,20.92,1141.4650000000001,0,0.0,0.0,8.0,46506,3.8
2022-01-02 05:45:00,1215.3625000000002,42.55499999999999,23.795,1257.9175000000002,0,0.0,0.0,8.0,46753,3.8
2022-01-02 06:00:00,1323.15,51.22,26.67,1374.3700000000001,0,0.0,0.0,7.9,54319,4.2
2022-01-02 06:15:00,1299.5025,50.9075,29.1725,1350.41,0,0.0,0.0,7.9,54536,4.2
2022-01-02 06:30:00,1275.855,50.595,31.675,1326.45,0,0.0,0.0,7.9,54745,4.2
2022-01-02 06:45:00,1252.2075,50.2825,34.1775,1302.49,0,0.0,0.0,7.9,54965,4.2
2022-01-02 07:00:00,1228.56,49.97,36.68,1278.53,0,0.0,0.0,7.7,70823,2.5
2022-01-02 07:15:00,1195.815,48.442499999999995,37.3425,1244.2575000000002,0,0.0,0.0,7.7,71054,2.5
2022-01-02 07:30:00,1163.07,46.915,38.004999999999995,1209.985,0,0.0,0.0,7.7,71066,2.5
2022-01-02 07:45:00,1130.3249999999998,45.3875,38.6675,1175.7124999999999,0,0.0,0.0,7.7,71184,2.5
2022-01-02 08:00:00,1097.58,43.86,39.33,1141.4399999999998,0,1.4,1.4,7.7,91327,2.9
2022-01-02 08:15:00,1073.7175,41.9075,39.1875,1115.625,0,1.4,1.4,7.7,91330,2.9
2022-01-02 08:30:00,1049.855,39.955,39.045,1089.81,0,1.4,1.4,7.7,91330,2.9
2022-01-02 08:45:00,1025.9925,38.0025,38.902499999999996,1063.9950000000001,0,1.4,1.4,7.7,91316,2.9
2022-01-02 09:00:00,1002.13,36.05,38.76,1038.18,0,34.1,34.1,8.2,102972,2.7
2022-01-02 09:15:00,984.565,34.6825,38.239999999999995,1019.2475000000001,0,34.3,34.3,8.2,102954,2.7
2022-01-02 09:30:00,967.0,33.315,37.72,1000.315,0,34.3,34.3,8.2,102869,2.7
2022-01-02 09:45:00,949.435,31.947499999999998,37.2,981.3824999999999,0,34.3,34.3,8.2,102814,2.7
2022-01-02 10:00:00,931.87,30.58,36.68,962.45,0,66.0,66.0,8.7,104319,2.9
2022-01-02 10:15:00,913.98,29.857499999999998,36.7575,943.8375,0,66.1,66.1,8.7,94512,2.9
2022-01-02 10:30:00,896.0899999999999,29.134999999999998,36.835,925.2249999999999,0,66.1,66.1,8.7,95182,2.9
2022-01-02 10:45:00,878.1999999999999,28.4125,36.9125,906.6125,0,66.1,66.1,8.7,96151,2.9
2022-01-02 11:00:00,860.31,27.69,36.99,888.0,0,95.7,95.7,9.1,101117,2.3
2022-01-02 11:15:00,840.0224999999999,27.5475,38.0075,867.5699999999999,0,95.8,95.8,9.1,101800,2.3
2022-01-02 11:30:00,819.7349999999999,27.405,39.025000000000006,847.1399999999999,0,95.8,95.8,9.1,104239,2.3
2022-01-02 11:45:00,799.4475,27.262500000000003,40.042500000000004,826.71,0,95.8,95.8,9.1,106503,2.3
2022-01-02 12:00:00,779.16,27.12,41.06,806.28,0,90.7,90.7,9.4,113350,3.3
2022-01-02 12:15:00,797.2249999999999,27.015,41.445,824.2399999999999,0,90.7,90.7,9.4,113073,3.3
2022-01-02 12:30:00,815.29,26.91,41.83,842.1999999999999,0,90.7,90.7,9.4,115527,3.3
2022-01-02 12:45:00,833.355,26.805,42.215,860.16,0,90.7,90.7,9.4,116461,3.3
2022-01-02 13:00:00,851.42,26.7,42.6,878.12,0,65.8,65.8,9.4,116020,3.5
2022-01-02 13:15:00,833.0675,25.8175,40.5275,858.885,0,65.7,65.7,9.4,115846,3.5
2022-01-02 13:30:00,814.7149999999999,24.935000000000002,38.455,839.6499999999999,0,65.7,65.7,9.4,115930,3.5
2022-01-02 13:45:00,796.3625,24.052500000000002,36.3825,820.415,0,65.7,65.7,9.4,115502,3.5
2022-01-02 14:00:00,778.01,23.17,34.31,801.18,0,45.2,45.2,9.3,109071,2.5
2022-01-02 14:15:00,792.0525,23.267500000000002,33.972500000000004,815.32,0,45.0,45.0,9.3,109374,2.5
2022-01-02 14:30:00,806.095,23.365000000000002,33.635000000000005,829.46,0,45.0,45.0,9.3,108850,2.5
2022-01-02 14:45:00,820.1374999999999,23.4625,33.2975,843.5999999999999,0,45.0,45.0,9.3,108307,2.5
2022-01-02 15:00:00,834.18,23.56,32.96,857.7399999999999,0,22.6,22.6,9.0,103319,3.3
2022-01-02 15:15:00,849.7674999999999,24.0,32.542500000000004,873.7674999999999,0,22.5,22.5,9.0,103767,3.3
2022-01-02 15:30:00,865.355,24.439999999999998,32.125,889.7950000000001,0,22.5,22.5,9.0,103171,3.3
2022-01-02 15:45:00,880.9425,24.88,31.7075,905.8225,0,22.5,22.5,9.0,102677,3.3
2022-01-02 16:00:00,896.53,25.32,31.29,921.85,0,1.4,1.4,8.7,103095,2.7
2022-01-02 16:15:00,915.49,27.1525,31.625,942.6425,0,1.4,1.4,8.7,101363,2.7
2022-01-02 16:30:00,934.45,28.985,31.96,963.4350000000001,0,1.4,1.4,8.7,93455,2.7
2022-01-02 16:45:00,953.41,30.8175,32.295,984.2275,0,1.4,1.4,8.7,93512,2.7
2022-01-02 17:00:00,972.37,32.65,32.63,1005.02,0,0.01,0.01,8.4,112514,3.1
2022-01-02 17:15:00,1007.0775,34.1375,35.227500000000006,1041.215,0,0.0,0.0,8.4,112623,3.1
2022-01-02 17:30:00,1041.785,35.625,37.825,1077.41,0,0.0,0.0,8.4,112737,3.1
2022-01-02 17:45:00,1076.4925,37.1125,40.4225,1113.605,0,0.0,0.0,8.4,112796,3.1
2022-01-02 18:00:00,1111.2,38.6,43.02,1149.8,0,0.0,0.0,8.0,128212,2.0
2022-01-02 18:15:00,1114.065,41.0225,44.1375,1155.0875,0,0.0,0.0,8.0,128327,2.0
2022-01-02 18:30:00,1116.93,43.445,45.255,1160.375,0,0.0,0.0,8.0,128422,2.0
2022-01-02 18:45:00,1119.795,45.8675,46.3725,1165.6625000000001,0,0.0,0.0,8.0,128502,2.0
2022-01-02 19:00:00,1122.66,48.29,47.49,1170.95,0,0.0,0.0,7.7,129078,1.6
2022-01-02 19:15:00,1133.325,48.7525,47.5075,1182.0775,0,0.0,0.0,7.7,129201,1.6
2022-01-02 19:30:00,1143.99,49.215,47.525000000000006,1193.205,0,0.0,0.0,7.7,129260,1.6
2022-01-02 19:45:00,1154.655,49.6775,47.542500000000004,1204.3325,0,0.0,0.0,7.7,129325,1.6
2022-01-02 20:00:00,1165.32,50.14,47.56,1215.46,0,0.0,0.0,7.3,109298,1.2
2022-01-02 20:15:00,1161.935,50.32,47.295,1212.2549999999999,0,0.0,0.0,7.3,109408,1.2
2022-01-02 20:30:00,1158.55,50.5,47.03,1209.05,0,0.0,0.0,7.3,109408,1.2
2022-01-02 20:45:00,1155.165,50.68,46.765,1205.845,0,0.0,0.0,7.3,109449,1.2
2022-01-02 21:00:00,1151.78,50.86,46.5,1202.6399999999999,0,0.0,0.0,7.0,89586,0.9
2022-01-02 21:15:00,1035.04,44.985,44.61,1080.0249999999999,0,0.0,0.0,7.0,89710,0.9
2022-01-02 21:30:00,918.3,39.11,42.72,957.41,0,0.0,0.0,7.0,89618,0.9
2022-01-02 21:45:00,801.5600000000001,33.235,40.83,834.7950000000001,0,0.0,0.0,7.0,89612,0.9
2022-01-02 22:00:00,684.82,27.36,38.94,712.1800000000001,0,0.0,0.0,6.6,83665,0.7
2022-01-02 22:15:00,649.405,24.81,36.6175,674.2149999999999,0,0.0,0.0,6.6,83865,0.7
2022-01-02 22:30:00,613.99,22.259999999999998,34.295,636.25,0,0.0,0.0,6.6,83627,0.7
2022-01-02 22:45:00,578.575,19.71,31.972499999999997,598.2850000000001,0,0.0,0.0,6.6,83567,0.7
2022-01-02 23:00:00,543.16,17.16,29.65,560.3199999999999,0,0.0,0.0,6.3,73850,0.4
2022-01-02 23:15:00,526.9275,15.8375,25.794999999999998,542.765,0,0.0,0.0,6.3,73658,0.4
2022-01-02 23:30:00,510.695,14.515,21.939999999999998,525.21,0,0.0,0.0,6.3,73682,0.4
2022-01-02 23:45:00,494.4625,13.192499999999999,18.085,507.655,0,0.0,0.0,6.3,73681,0.4
2022-01-03 00:00:00,478.23,11.87,14.23,490.1,0,0.0,0.0,6.0,60080,0.3
2022-01-03 00:15:00,449.08500000000004,10.344999999999999,13.685,459.43000000000006,0,0.0,0.0,6.0,59901,0.3
2022-01-03 00:30:00,419.94,8.82,13.14,428.76,0,0.0,0.0,6.0,59882,0.3
2022-01-03 00:45:00,390.79499999999996,7.295,12.595,398.09,0,0.0,0.0,6.0,59859,0.3
2022-01-03 01:00:00,361.65,5.77,12.05,367.41999999999996,0,0.0,0.0,5.7,48214,0.3
2022-01-03 01:15:00,394.5575,4.7725,12.0,399.33,0,0.0,0.0,5.7,48034,0.3
2022-01-03 01:30:00,427.465,3.775,11.95,431.23999999999995,0,0.0,0.0,5.7,47986,0.3
2022-01-03 01:45:00,460.37249999999995,2.7775,11.9,463.1499999999999,0,0.0,0.0,5.7,47943,0.3
2022-01-03 02:00:00,493.28,1.78,11.85,495.05999999999995,0,0.0,0.0,5.5,41948,0.5
2022-01-03 02:15:00,516.605,1.755,11.6725,518.36,0,0.0,0.0,5.5,41763,0.5
2022-01-03 02:30:00,539.9300000000001,1.73,11.495000000000001,541.6600000000001,0,0.0,0.0,5.5,41699,0.5
2022-01-03 02:45:00,563.255,1.705,11.3175,564.96,0,0.0,0.0,5.5,41637,0.5
2022-01-03 03:00:00,586.58,1.68,11.14,588.26,0,0.0,0.0,5.5,39552,0.3
2022-01-03 03:15:00,650.1800000000001,2.7925,11.5525,652.9725000000001,0,0.0,0.0,5.4,39516,0.3
2022-01-03 03:30:00,713.78,3.9050000000000002,11.965,717.685,0,0.0,0.0,5.4,39379,0.3
2022-01-03 03:45:00,777.38,5.0175,12.3775,782.3975,0,0.0,0.0,5.4,39251,0.3
2022-01-03 04:00:00,840.98,6.13,12.79,847.11,0,0.0,0.0,5.4,37969,0.5
2022-01-03 04:15:00,967.9449999999999,9.342500000000001,13.94,977.2874999999999,0,0.0,0.0,5.4,37840,0.5
2022-01-03 04:30:00,1094.9099999999999,12.555,15.09,1107.465,0,0.0,0.0,5.4,37824,0.5
2022-01-03 04:45:00,1221.875,15.767500000000002,16.240000000000002,1237.6425,0,0.0,0.0,5.4,37667,0.5
2022-01-03 05:00:00,1348.84,18.98,17.39,1367.82,0,0.0,0.0,5.3,36160,0.3
2022-01-03 05:15:00,1455.235,27.285,19.8375,1482.52,0,0.0,0.0,5.3,35806,0.3
2022-01-03 05:30:00,1561.63,35.59,22.285,1597.22,0,0.0,0.0,5.3,36582,0.3
2022-01-03 05:45:00,1668.025,43.894999999999996,24.7325,1711.92,0,0.0,0.0,5.3,37601,0.3
2022-01-03 06:00:00,1774.42,52.2,27.18,1826.6200000000001,0,0.0,0.0,5.3,39615,0.5
2022-01-03 06:15:00,1745.7375000000002,52.395,30.11,1798.1325000000002,0,0.0,0.0,5.3,40256,0.5
2022-01-03 06:30:00,1717.055,52.59,33.04,1769.645,0,0.0,0.0,5.3,42114,0.5
2022-01-03 06:45:00,1688.3725,52.785,35.97,1741.1575,0,0.0,0.0,5.3,43986,0.5
2022-01-03 07:00:00,1659.69,52.98,38.9,1712.67,0,0.0,0.0,5.3,49905,0.6
2022-01-03 07:15:00,1576.7150000000001,50.485,38.815,1627.2,0,0.0,0.0,5.3,50471,0.6
2022-01-03 07:30:00,1493.74,47.989999999999995,38.730000000000004,1541.73,0,0.0,0.0,5.3,52518,0.6
2022-01-03 07:45:00,1410.7649999999999,45.495,38.645,1456.2599999999998,0,0.0,0.0,5.3,53503,0.6
2022-01-03 08:00:00,1327.79,43.0,38.56,1370.79,0,3.1,3.1,5.5,73997,0.7
2022-01-03 08:15:00,1293.5325,40.3725,37.6525,1333.905,0,3.1,3.1,5.5,73933,0.7
2022-01-03 08:30:00,1259.275,37.745000000000005,36.745000000000005,1297.02,0,3.1,3.1,5.5,73474,0.7
2022-01-03 08:45:00,1225.0175,35.1175,35.8375,1260.135,0,3.1,3.1,5.5,73047,0.7
2022-01-03 09:00:00,1190.76,32.49,34.93,1223.25,622,31.8,110.0,7.8,100289,0.8
2022-01-03 09:15:00,1212.3575,32.565,36.0325,1244.9225000000001,622,32.0,110.0,7.8,100292,0.8
2022-01-03 09:30:00,1233.955,32.64,37.135000000000005,1266.595,622,32.0,110.0,7.8,99844,0.8
2022-01-03 09:45:00,1255.5525,32.715,38.237500000000004,1288.2675,622,32.0,110.0,7.8,99477,0.8
2022-01-03 10:00:00,1277.15,32.79,39.34,1309.94,740,47.5,215.0,10.1,106281,1.4
2022-01-03 10:15:00,1247.6525000000001,31.59,38.852500000000006,1279.2425,740,47.5,216.0,10.2,92487,1.4
2022-01-03 10:30:00,1218.1550000000002,30.39,38.365,1248.5450000000003,740,47.5,216.0,10.2,100386,1.4
2022-01-03 10:45:00,1188.6575,29.189999999999998,37.8775,1217.8475,740,47.5,216.0,10.2,109497,1.4
2022-01-03 11:00:00,1159.16,27.99,37.39,1187.15,804,51.0,283.0,12.1,125476,1.5
2022-01-03 11:15:00,1147.9950000000001,27.842499999999998,38.415,1175.8375,804,51.0,284.0,12.1,125853,1.5
2022-01-03 11:30:00,1136.83,27.695,39.44,1164.5249999999999,804,51.0,284.0,12.1,126156,1.5
2022-01-03 11:45:00,1125.665,27.5475,40.465,1153.2124999999999,804,51.0,284.0,12.1,126796,1.5
2022-01-03 12:00:00,1114.5,27.4,41.49,1141.9,776,46.8,287.0,13.3,130973,1.9
2022-01-03 12:15:00,1100.5625,27.16,41.665,1127.7225,776,46.8,287.0,13.3,131770,1.9
2022-01-03 12:30:00,1086.625,26.92,41.84,1113.545,776,46.8,287.0,13.3,132859,1.9
2022-01-03 12:45:00,1072.6875,26.68,42.015,1099.3675,776,46.8,287.0,13.3,133836,1.9
2022-01-03 13:00:00,1058.75,26.44,42.19,1085.19,742,47.1,262.0,12.9,116759,1.6
2022-01-03 13:15:00,1053.505,26.2325,41.1275,1079.7375000000002,742,47.1,262.0,12.9,117699,1.6
2022-01-03 13:30:00,1048.26,26.025,40.065,1074.285,742,47.1,262.0,12.9,118323,1.6
2022-01-03 13:45:00,1043.0149999999999,25.8175,39.0025,1068.8325,742,47.1,262.0,12.9,119138,1.6
2022-01-03 14:00:00,1037.77,25.61,37.94,1063.3799999999999,689,42.9,200.0,12.9,100406,1.2
2022-01-03 14:15:00,1042.9675,25.1575,36.7825,1068.125,689,42.9,199.0,12.9,100885,1.2
2022-01-03 14:30:00,1048.165,24.705,35.625,1072.87,689,42.9,199.0,12.9,101076,1.2
2022-01-03 14:45:00,1053.3625,24.2525,34.4675,1077.615,689,42.9,199.0,12.9,101135,1.2
