HEATLOAD
Time,Space heating (kW),Domestic hot water (kW),Heat Demand [kW],DNI,diffuse_radiation,global_radiation,T_amb,Electricity Demand [W],wind_speed
2022-01-01 00:00:00,20.28,6.5,26.78,0,0.0,0.0,11.5,49358,2.3
2022-01-01 00:15:00,22.6075,5.8325,28.44,0,0.0,0.0,11.5,51043,2.3
2022-01-01 00:30:00,24.935000000000002,5.165,30.1,0,0.0,0.0,11.5,51228,2.3
2022-01-01 00:45:00,27.2625,4.4975000000000005,31.759999999999998,0,0.0,0.0,11.5,52631,2.3
2022-01-01 01:00:00,29.59,3.83,33.42,0,0.0,0.0,11.7,45575,1.7
2022-01-01 01:15:00,28.9125,3.3825000000000003,32.295,0,0.0,0.0,11.8,46346,1.7
2022-01-01 01:30:00,28.235,2.935,31.169999999999998,0,0.0,0.0,11.8,47166,1.7
2022-01-01 01:45:00,27.557499999999997,2.4875,30.044999999999998,0,0.0,0.0,11.8,47939,1.7
2022-01-01 02:00:00,26.88,2.04,28.919999999999998,0,0.0,0.0,11.5,46765,1.4
2022-01-01 02:15:00,27.6175,1.76,29.3775,0,0.0,0.0,11.5,47389,1.4
2022-01-01 02:30:00,28.354999999999997,1.48,29.834999999999997,0,0.0,0.0,11.5,48104,1.4
2022-01-01 02:45:00,29.092499999999998,1.2,30.292499999999997,0,0.0,0.0,11.5,48758,1.4
2022-01-01 03:00:00,29.83,0.92,30.75,0,0.0,0.0,11.4,48710,1.7
2022-01-01 03:15:00,30.472499999999997,1.2000000000000002,31.672499999999996,0,0.0,0.0,11.4,48895,1.7
2022-01-01 03:30:00,31.115,1.48,32.595,0,0.0,0.0,11.4,48921,1.7
2022-01-01 03:45:00,31.7575,1.7600000000000002,33.5175,0,0.0,0.0,11.4,48910,1.7
2022-01-01 04:00:00,32.4,2.04,34.44,0,0.0,0.0,11.3,49066,1.7
2022-01-01 04:15:00,36.535,2.055,38.589999999999996,0,0.0,0.0,11.3,48949,1.7
2022-01-01 04:30:00,40.67,2.0700000000000003,42.74,0,0.0,0.0,11.3,48823,1.7
2022-01-01 04:45:00,44.805,2.085,46.89,0,0.0,0.0,11.3,48670,1.7
2022-01-01 05:00:00,48.94,2.1,51.04,0,0.0,0.0,11.1,52507,2.0
2022-01-01 05:15:00,52.214999999999996,2.2725,54.4875,0,0.0,0.0,11.1,52323,2.0
2022-01-01 05:30:00,55.489999999999995,2.4450000000000003,57.934999999999995,0,0.0,0.0,11.1,52206,2.0
2022-01-01 05:45:00,58.765,2.6175,61.3825,0,0.0,0.0,11.1,52049,2.0
2022-01-01 06:00:00,62.04,2.79,64.83,0,0.0,0.0,11.0,74663,1.6
2022-01-01 06:15:00,60.655,3.52,64.175,0,0.0,0.0,11.0,65379,1.6
2022-01-01 06:30:00,59.269999999999996,4.25,63.519999999999996,0,0.0,0.0,11.0,64428,1.6
2022-01-01 06:45:00,57.885,4.98,62.864999999999995,0,0.0,0.0,11.0,65089,1.6
2022-01-01 07:00:00,56.5,5.71,62.21,0,0.0,0.0,10.9,86423,2.4
2022-01-01 07:15:00,55.17,8.0375,63.2075,0,0.0,0.0,10.9,87824,2.4
2022-01-01 07:30:00,53.84,10.364999999999998,64.205,0,0.0,0.0,10.9,90621,2.4
2022-01-01 07:45:00,52.51,12.692499999999999,65.2025,0,0.0,0.0,10.9,93054,2.4
2022-01-01 08:00:00,51.18,15.02,66.2,0,1.2,1.2,10.9,96405,2.0
2022-01-01 08:15:00,50.792500000000004,18.5925,69.385,0,1.2,1.2,10.9,96949,2.0
2022-01-01 08:30:00,50.405,22.165,72.57,0,1.2,1.2,10.9,98828,2.0
