Datum;Wetterdaten: Normale Direktstrahlung  [W/m²] (Bn);Wetterdaten: Diffusstrahlung, Jahressumme [W/m²] (Dh);Wetterdaten: Globalstrahlung, Jahressumme [W/m²] (Gh);Wetterdaten: Luftfeuchtigkeit [%] (Hrel);Wetterdaten: Wärmestrahlung [W/m²] (Lh);Wetterdaten: Aussentemperatur 24-h-Mittel [°C] (Tamb24);Wetterdaten: Mittlere Aussentemperatur [°C] (Tamb);Gebäude Space heating: demand 443 Mhw: Heizwärmebedarf [W] (Qdem);Gebäude Space heating: demand 443 Mhw: Soll-Raumtemperatur [°C];Elektrische Verbraucher Elec. Demand: 425 MWh: Elektrischer Verbrauch [W] (Ecs);Warmwasserbedarf 343 MWh: Domestic hot water: Energiebedarf [W] (Qdem);Wetterdaten: Windgeschwindigkeit [m/s] (Vwnd)
20.02. 12:45:00;792;82.4;473;52.3;275;4.6;10.7;51247;20;107413;0;3.1
20.02. 13:00:00;705;100;438;47.4;276;4.9;11.6;46387;20;108345;247782;3.9
20.02. 13:15:00;705;101;438;47.4;276;4.9;11.6;46387;20;109077;34139;3.9
20.02. 13:30:00;705;101;438;47.4;276;4.9;11.6;46387;20;109659;0;3.9
20.02. 13:45:00;705;101;438;47.4;276;4.9;11.6;46387;20;110375;0;3.9
20.02. 14:00:00;730;77.9;385;47.2;278;5.2;12;44178;20;105079;247784;3.9
20.02. 14:15:00;730;77.8;385;47.2;278;5.2;12;44178;20;105808;34139;3.9
20.02. 14:30:00;730;77.8;385;47.2;278;5.2;12;44178;20;106442;0;3.9
20.02. 14:45:00;730;77.8;385;47.2;278;5.2;12;44178;20;106958;0;3.9
20.02. 15:00:00;705;60.1;288;50.2;282;5.4;11.8;45062;20;96835;247786;4.1
20.02. 15:15:00;705;60;287;50.2;282;5.4;11.8;45062;20;90529;34139;4.1
20.02. 15:30:00;705;60;287;50.2;282;5.4;11.8;45062;20;91317;0;4.1
20.02. 15:45:00;705;60;287;50.2;282;5.4;11.8;45062;20;92405;0;4.1
20.02. 16:00:00;569;46.9;155;54.6;286;5.6;10.9;50529;20;93798;247787;3.4
20.02. 16:15:00;569;46.8;154;54.6;286;5.6;10.9;50529;20;94890;3414;3.4
20.02. 16:30:00;569;46.8;154;54.6;286;5.6;10.9;50529;20;97506;0;3.4
20.02. 16:45:00;569;46.8;154;54.6;286;5.6;10.9;50529;20;99895;0;3.4
20.02. 17:00:00;0;11.2;11.8;65.2;287;5.7;9.2;59751;20;118405;247789;4.3
20.02. 17:15:00;0;11;11;65.3;287;5.7;9.2;59751;20;118202;3414;4.3
20.02. 17:30:00;0;11;11;65.3;287;5.7;9.2;59751;20;120404;0;4.3
20.02. 17:45:00;0;11;11;65.3;287;5.7;9.2;59751;20;120664;0;4.3
20.02. 18:00:00;0;0.1;0.1;74.3;292;5.8;8.7;62623;20;135373;247791;4.8
20.02. 18:15:00;0;0;0;74.4;292;5.8;8.7;62623;20;135483;3414;4.8
20.02. 18:30:00;0;0;0;74.4;292;5.8;8.7;62623;20;135125;0;4.8
20.02. 18:45:00;0;0;0;74.4;292;5.8;8.7;62623;20;134649;0;4.8
20.02. 19:00:00;0;0;0;73.9;290;5.9;8.1;65494;20;135048;247792;5
20.02. 19:15:00;0;0;0;73.9;290;5.9;8.1;65494;20;135446;3414;5
20.02. 19:30:00;0;0;0;73.9;290;5.9;8.1;65494;20;134861;0;5
20.02. 19:45:00;0;0;0;73.9;290;5.9;8.1;65494;20;134339;0;5
20.02. 20:00:00;0;0;0;77.6;290;6;7.6;68366;20;114582;247794;4.5
20.02. 20:15:00;0;0;0;77.6;290;6;7.6;68366;20;114706;3414;4.5
20.02. 20:30:00;0;0;0;77.6;290;6;7.6;68366;20;114237;0;4.5
20.02. 20:45:00;0;0;0;77.6;290;6;7.6;68366;20;107649;0;4.5
20.02. 21:00:00;0;0;0;78.5;289;6;7.1;71182;20;85243;247795;3.1
20.02. 21:15:00;0;0;0;78.6;289;6;7.1;71182;20;85321;34141;3.1
20.02. 21:30:00;0;0;0;78.6;289;6;7.1;71182;20;85343;0;3.1
20.02. 21:45:00;0;0;0;78.6;289;6;7.1;71182;20;85373;0;3.1
20.02. 22:00:00;0;0;0;82.3;289;6.1;6.6;74109;20;79386;247797;2.6
20.02. 22:15:00;0;0;0;82.3;289;6.1;6.6;74109;20;79406;34141;2.6
20.02. 22:30:00;0;0;0;82.3;289;6.1;6.6;74109;20;79429;0;2.6
20.02. 22:45:00;0;0;0;82.3;289;6.1;6.6;74109;20;79437;0;2.6
20.02. 23:00:00;0;0;0;80.3;285;6.2;6.1;77036;20;69840;0;2.7
20.02. 23:15:00;0;0;0;80.3;285;6.2;6.1;77036;20;69810;0;2.7
20.02. 23:30:00;0;0;0;80.3;285;6.2;6.1;77036;20;69821;0;2.7
20.02. 23:45:00;0;0;0;80.3;285;6.2;6.1;77036;20;69841;0;2.7
21.02. 00:00:00;0;0;0;81.2;285;6.3;5.8;78582;20;56522;0;2.7
21.02. 00:15:00;0;0;0;81.2;285;6.3;5.8;78582;20;56506;0;2.7
21.02. 00:30:00;0;0;0;81.2;285;6.3;5.8;78582;20;56509;0;2.7
21.02. 00:45:00;0;0;0;81.2;285;6.3;5.8;78582;20;56525;0;2.7
21.02. 01:00:00;0;0;0;81.8;285;6.3;5.5;79962;20;45298;0;3.1
21.02. 01:15:00;0;0;0;81.8;285;6.3;5.5;79962;20;45286;0;3.1
21.02. 01:30:00;0;0;0;81.8;285;6.3;5.5;79962;20;45292;0;3.1
21.02. 01:45:00;0;0;0;81.8;285;6.3;5.5;79962;20;45309;0;3.1
21.02. 02:00:00;0;0;0;85.9;287;6.4;5.3;81343;20;39560;0;3.9
21.02. 02:15:00;0;0;0;86;287;6.4;5.3;81343;20;39703;0;3.9
21.02. 02:30:00;0;0;0;86;287;6.4;5.3;81343;20;40035;0;3.9
21.02. 02:45:00;0;0;0;86;287;6.4;5.3;81343;20;39678;0;3.9
21.02. 03:00:00;0;0;0;89.6;289;6.6;5.2;81895;20;37559;247805;4.1
21.02. 03:15:00;0;0;0;89.6;289;6.6;5.2;81895;20;37573;34142;4.1
21.02. 03:30:00;0;0;0;89.6;289;6.6;5.2;81895;20;37546;0;4.1
21.02. 03:45:00;0;0;0;89.6;289;6.6;5.2;81895;20;37530;0;4.1
21.02. 04:00:00;0;0;0;91.8;290;6.7;5.1;82447;20;36316;247806;4.3
21.02. 04:15:00;0;0;0;91.8;290;6.7;5.1;82447;20;36323;34142;4.3
21.02. 04:30:00;0;0;0;91.8;290;6.7;5.1;82447;20;36313;0;4.3
21.02. 04:45:00;0;0;0;91.8;290;6.7;5.1;82447;20;36301;0;4.3
21.02. 05:00:00;0;0;0;98.6;294;6.9;5;82779;20;36273;247808;4.3
21.02. 05:15:00;0;0;0;98.6;294;6.9;5;82779;20;36573;34142;4.3
21.02. 05:30:00;0;0;0;98.6;294;6.9;5;82779;20;36945;0;4.3
21.02. 05:45:00;0;0;0;98.6;294;6.9;5;82779;20;36485;0;4.3
21.02. 06:00:00;0;0;0;100;295;7;5;83055;20;37536;247809;3.9
21.02. 06:15:00;0;0;0;100;295;7;5;83055;20;37488;34143;3.9
21.02. 06:30:00;0;0;0;100;295;7;5;83055;20;37448;0;3.9
21.02. 06:45:00;0;0;0;100;295;7;5;83055;20;37429;0;3.9
21.02. 07:00:00;0;2.6;2.6;93.9;293;7.2;5.1;82282;20;42123;247811;4.1
21.02. 07:15:00;0;2.6;2.6;93.9;293;7.2;5.1;82282;20;42121;34143;4.1
21.02. 07:30:00;0;2.6;2.6;93.9;293;7.2;5.1;82282;20;42093;0;4.1
21.02. 07:45:00;0;2.6;2.6;93.9;293;7.2;5.1;82282;20;42072;0;4.1
21.02. 08:00:00;253;51.5;87;87.9;299;7.4;6.7;73225;20;62061;247812;3.6
21.02. 08:15:00;253;51.7;87.5;87.9;299;7.4;6.7;73225;20;62130;34143;3.6
21.02. 08:30:00;253;51.7;87.5;87.9;299;7.4;6.7;73225;20;62068;0;3.6
21.02. 08:45:00;253;51.7;87.5;87.9;299;7.4;6.7;73225;20;62037;0;3.6
21.02. 09:00:00;412;96.7;214;75.5;295;7.5;8.9;61352;20;88242;247814;3.9
21.02. 09:15:00;412;96.9;215;75.5;295;7.5;8.9;61352;20;88417;34143;3.9
21.02. 09:30:00;412;96.9;215;75.5;295;7.5;8.9;61352;20;88431;0;3.9
21.02. 09:45:00;412;96.9;215;75.5;295;7.5;8.9;61352;20;88655;0;3.9
21.02. 10:00:00;674;89.9;357;63.9;292;7.7;11.3;47989;20;108964;247815;6.3
21.02. 10:15:00;674;89.8;358;63.8;292;7.7;11.3;47989;20;109300;34143;6.3
21.02. 10:30:00;674;89.8;358;63.8;292;7.7;11.3;47989;20;110089;0;6.3
21.02. 10:45:00;674;89.8;358;63.8;292;7.7;11.3;47989;20;111106;0;6.3
21.02. 11:00:00;678;104;422;55.4;294;7.8;13.3;37165;20;127816;247817;5.3
21.02. 11:15:00;678;104;423;55.4;294;7.8;13.3;37165;20;128648;34144;5.3
21.02. 11:30:00;678;104;423;55.4;294;7.8;13.3;37165;20;129489;0;5.3
21.02. 11:45:00;678;104;423;55.4;294;7.8;13.3;37165;20;130380;0;5.3
21.02. 12:00:00;631;147;462;47.9;292;8;14.8;28550;20;126338;247818;7.4
21.02. 12:15:00;631;147;462;47.9;292;8;14.8;28550;20;123976;34144;7.4
21.02. 12:30:00;631;147;462;47.9;292;8;14.8;28550;20;125428;0;7.4
21.02. 12:45:00;631;147;462;47.9;292;8;14.8;28550;20;127956;0;7.4
21.02. 13:00:00;202;219;318;45.7;303;8.2;15.2;26617;20;112810;24782;6.9
21.02. 13:15:00;202;219;317;45.7;303;8.2;15.2;26617;20;113925;34144;6.9
21.02. 13:30:00;202;219;317;45.7;303;8.2;15.2;26617;20;116234;0;6.9
21.02. 13:45:00;202;219;317;45.7;303;8.2;15.2;26617;20;117738;0;6.9
21.02. 14:00:00;448;155;346;45;297;8.3;15.5;24629;20;99095;247821;6.7
21.02. 14:15:00;448;155;346;45;297;8.3;15.5;24629;20;99061;34144;6.7
21.02. 14:30:00;448;155;346;45;297;8.3;15.5;24629;20;98936;0;6.7
21.02. 14:45:00;448;155;346;45;297;8.3;15.5;24629;20;98487;0;6.7
21.02. 15:00:00;446;110;256;47.2;301;8.5;15.4;25237;20;88529;247823;6.3
21.02. 15:15:00;446;109;256;47.3;301;8.5;15.4;25237;20;88757;34144;6.3
21.02. 15:30:00;446;109;256;47.3;301;8.5;15.4;25237;20;88212;0;6.3
21.02. 15:45:00;446;109;256;47.3;301;8.5;15.4;25237;20;87736;0;6.3
21.02. 16:00:00;146;81.4;110;49.9;309;8.6;14.5;30428;20;82709;247824;4.8
21.02. 16:15:00;146;81.2;110;49.9;309;8.6;14.5;30428;20;83123;34145;4.8
21.02. 16:30:00;146;81.2;110;49.9;309;8.6;14.5;30428;20;82018;0;4.8
21.02. 16:45:00;146;81.2;110;49.9;309;8.6;14.5;30428;20;54651;0;4.8
21.02. 17:00:00;0;5.5;5.7;52.6;304;8.8;13.1;38214;20;64382;247825;4.5
21.02. 17:15:00;0;5.1;5.1;52.6;304;8.8;13.1;38214;20;64382;34145;4.5
21.02. 17:30:00;0;5.1;5.1;52.6;304;8.8;13.1;38214;20;64382;0;4.5
21.02. 17:45:00;0;5.1;5.1;52.6;304;8.8;13.1;38214;20;64382;0;4.5
21.02. 18:00:00;0;0.03;0.03;61.2;310;8.9;12.5;41196;20;80105;247827;3.1
21.02. 18:15:00;0;0;0;61.3;310;8.9;12.5;41196;20;80105;34145;3.1
21.02. 18:30:00;0;0;0;61.3;310;8.9;12.5;41196;20;80105;0;3.1
21.02. 18:45:00;0;0;0;61.3;310;8.9;12.5;41196;20;80105;0;3.1
21.02. 19:00:00;0;0;0;64.4;310;9.1;12;44178;20;95348;247828;3.9
21.02. 19:15:00;0;0;0;64.4;310;9.1;12;44178;20;107677;34145;3.9
21.02. 19:30:00;0;0;0;64.4;310;9.1;12;44178;20;107857;0;3.9
21.02. 19:45:00;0;0;0;64.4;310;9.1;12;44178;20;108224;0;3.9
21.02. 20:00:00;0;0;0;66;308;9.3;11.5;47215;20;99947;24783;3.1
21.02. 20:15:00;0;0;0;66;308;9.3;11.4;47215;20;100230;34145;3.1
21.02. 20:30:00;0;0;0;66;308;9.3;11.4;47215;20;100978;0;3.1
21.02. 20:45:00;0;0;0;66;308;9.3;11.4;47215;20;101442;0;3.1
21.02. 21:00:00;0;0;0;72.7;310;9.4;10.9;50197;20;89580;247831;2.7
21.02. 21:15:00;0;0;0;72.8;310;9.4;10.9;50197;20;90292;34146;2.7
21.02. 21:30:00;0;0;0;72.8;310;9.4;10.9;50197;20;90894;0;2.7
21.02. 21:45:00;0;0;0;72.8;310;9.4;10.9;50197;20;91391;0;2.7
21.02. 22:00:00;0;0;0;73.4;307;9.6;10.4;53179;20;81392;247832;2.4
21.02. 22:15:00;0;0;0;73.4;307;9.6;10.4;53179;20;75088;34146;2.4
21.02. 22:30:00;0;0;0;73.4;307;9.6;10.4;53179;20;75567;0;2.4
21.02. 22:45:00;0;0;0;73.4;307;9.6;10.4;53179;20;76183;0;2.4
21.02. 23:00:00;0;0;0;73.9;305;9.7;9.8;56161;20;62236;0;2.6
21.02. 23:15:00;0;0;0;73.9;305;9.7;9.8;56161;20;64920;0;2.6
21.02. 23:30:00;0;0;0;73.9;305;9.7;9.8;56161;20;67273;0;2.6
21.02. 23:45:00;0;0;0;73.9;305;9.7;9.8;56161;20;69720;0;2.6
22.02. 00:00:00;0;0;0;75.3;302;9.9;9.1;60137;20;57765;0;2.6
22.02. 00:15:00;0;0;0;75.3;302;9.9;9.1;60137;20;57636;0;2.6
22.02. 00:30:00;0;0;0;75.3;302;9.9;9.1;60137;20;57105;0;2.6
22.02. 00:45:00;0;0;0;75.3;302;9.9;9.1;60137;20;56600;0;2.6
22.02. 01:00:00;0;0;0;75;298;10;8.4;63837;20;48222;0;1.8
22.02. 01:15:00;0;0;0;75;297;10;8.4;63837;20;44274;0;1.8
22.02. 01:30:00;0;0;0;75;297;10;8.4;63837;20;38743;0;1.8
22.02. 01:45:00;0;0;0;75;297;10;8.4;63837;20;38840;0;1.8
22.02. 02:00:00;0;0;0;78.2;296;10.2;7.8;67537;20;36978;0;1
22.02. 02:15:00;0;0;0;78.3;296;10.2;7.8;67537;20;37016;0;1
22.02. 02:30:00;0;0;0;78.3;296;10.2;7.8;67537;20;37124;0;1
22.02. 02:45:00;0;0;0;78.3;296;10.2;7.8;67537;20;37214;0;1
22.02. 03:00:00;0;0;0;81.3;296;10.3;7.5;69139;20;36761;247839;1.3
22.02. 03:15:00;0;0;0;81.3;296;10.3;7.5;69139;20;36879;34147;1.3
22.02. 03:30:00;0;0;0;81.3;296;10.3;7.5;69139;20;36892;0;1.3
22.02. 03:45:00;0;0;0;81.3;296;10.3;7.5;69139;20;36949;0;1.3
22.02. 04:00:00;0;0;0;85;297;10.4;7.2;70906;20;37395;24784;0.2
22.02. 04:15:00;0;0;0;85;297;10.4;7.2;70906;20;37439;34147;0.2
22.02. 04:30:00;0;0;0;85;297;10.4;7.2;70906;20;37497;0;0.2
22.02. 04:45:00;0;0;0;85;297;10.4;7.2;70906;20;37525;0;0.2
22.02. 05:00:00;0;0;0;85.7;296;10.5;7;71955;20;41626;247842;0.4
22.02. 05:15:00;0;0;0;85.7;296;10.5;7;71955;20;41691;34147;0.4
22.02. 05:30:00;0;0;0;85.7;296;10.5;7;71955;20;41695;0;0.4
22.02. 05:45:00;0;0;0;85.7;296;10.5;7;71955;20;41711;0;0.4
22.02. 06:00:00;0;0;0;85.1;294;10.5;6.8;73060;20;63921;247843;0.5
22.02. 06:15:00;0;0;0;85.1;294;10.5;6.8;73060;20;63975;34147;0.5
22.02. 06:30:00;0;0;0;85.1;294;10.5;6.8;73060;20;63943;0;0.5
22.02. 06:45:00;0;0;0;85.1;294;10.5;6.8;73060;20;63934;0;0.5
22.02. 07:00:00;0;2.5;2.5;84.5;294;10.6;6.9;72397;20;84279;247844;0.5
22.02. 07:15:00;0;2.5;2.5;84.5;294;10.6;6.9;72397;20;84366;34147;0.5
22.02. 07:30:00;0;2.5;2.5;84.5;294;10.6;6.9;72397;20;84285;0;0.5
22.02. 07:45:00;0;2.5;2.5;84.5;294;10.6;6.9;72397;20;84290;0;0.5
22.02. 08:00:00;364;50.9;104;77.8;297;10.7;8.5;63617;20;87337;247845;0.8
22.02. 08:15:00;364;51.2;105;77.8;297;10.7;8.5;63617;20;87499;34148;0.8
22.02. 08:30:00;364;51.2;105;77.8;297;10.7;8.5;63617;20;87606;0;0.8
22.02. 08:45:00;364;51.2;105;77.8;297;10.7;8.5;63617;20;88126;0;0.8
22.02. 09:00:00;447;88.3;218;68.4;296;10.8;10.2;54173;20;84327;247847;1.3
22.02. 09:15:00;447;88.5;219;68.3;296;10.8;10.2;54173;20;84632;34148;1.3
22.02. 09:30:00;447;88.5;219;68.3;296;10.8;10.2;54173;20;85197;0;1.3
22.02. 09:45:00;447;88.5;219;68.3;296;10.8;10.2;54173;20;85852;0;1.3
22.02. 10:00:00;529;115;328;61.1;296;10.8;11.9;44730;20;84042;247848;3.1
22.02. 10:15:00;529;116;328;61;296;10.8;11.9;44730;20;84531;34148;3.1
22.02. 10:30:00;529;116;328;61;296;10.8;11.9;44730;20;85332;0;3.1
22.02. 10:45:00;529;116;328;61;296;10.8;11.9;44730;20;86119;0;3.1
22.02. 11:00:00;651;121;430;52.5;292;10.8;13.6;35563;20;86969;247849;3.4
22.02. 11:15:00;651;121;430;52.5;292;10.8;13.6;35563;20;77863;34148;3.4
22.02. 11:30:00;651;121;430;52.5;292;10.8;13.6;35563;20;78918;0;3.4
22.02. 11:45:00;651;121;430;52.5;292;10.8;13.6;35563;20;80812;0;3.4
22.02. 12:00:00;532;161;429;48.5;295;10.8;14.7;29434;20;89512;24785;2.2
22.02. 12:15:00;532;161;429;48.5;295;10.8;14.7;29434;20;90558;34148;2.2
22.02. 12:30:00;532;161;429;48.5;295;10.8;14.7;29434;20;93129;0;2.2
22.02. 12:45:00;532;161;429;48.5;295;10.8;14.7;29434;20;95221;0;2.2
22.02. 13:00:00;562;161;436;44.9;294;10.8;15.5;25071;20;95249;247852;2
22.02. 13:15:00;562;161;436;44.9;294;10.8;15.5;25071;20;95136;34148;2
22.02. 13:30:00;562;161;436;44.9;294;10.8;15.5;25071;20;95506;0;2
22.02. 13:45:00;562;161;436;44.9;294;10.8;15.5;25071;20;95193;0;2
22.02. 14:00:00;290;183;309;46.9;304;10.9;15.6;24188;20;88066;247853;1.8
22.02. 14:15:00;290;183;308;46.9;304;10.9;15.6;24188;20;88250;34149;1.8
22.02. 14:30:00;290;183;308;46.9;304;10.9;15.6;24188;20;87796;0;1.8
22.02. 14:45:00;290;183;308;46.9;304;10.9;15.6;24188;20;87318;0;1.8
22.02. 15:00:00;358;118;237;46;303;10.9;15.5;25126;20;82154;247854;2.2
22.02. 15:15:00;358;117;236;46;303;10.9;15.4;25126;20;82545;34149;2.2
22.02. 15:30:00;358;117;236;46;303;10.9;15.4;25126;20;81956;0;2.2
22.02. 15:45:00;358;117;236;46;303;10.9;15.4;25126;20;81484;0;2.2
22.02. 16:00:00;381;63.5;140;44.6;299;10.9;14.8;28771;20;81895;247855;3.6
22.02. 16:15:00;381;63.2;139;44.6;299;10.9;14.8;28771;20;82387;34149;3.6
22.02. 16:30:00;381;63.2;139;44.6;299;10.9;14.8;28771;20;81261;0;3.6
22.02. 16:45:00;381;63.2;139;44.6;299;10.9;14.8;28771;20;53768;0;3.6
22.02. 17:00:00;0;10.4;10.9;49.2;299;10.9;13.7;35011;20;65736;247856;4.5
22.02. 17:15:00;0;10.1;10.1;49.2;299;10.9;13.7;35011;20;65736;34149;4.5
22.02. 17:30:00;0;10.1;10.1;49.2;299;10.9;13.7;35011;20;65736;0;4.5
22.02. 17:45:00;0;10.1;10.1;49.2;299;10.9;13.7;35011;20;65736;0;4.5
22.02. 18:00:00;0;0.1;0.1;56.6;304;10.9;12.8;39595;20;84909;247858;5.3
22.02. 18:15:00;0;0;0;56.6;304;10.9;12.8;39595;20;84909;34149;5.3
22.02. 18:30:00;0;0;0;56.6;304;10.9;12.8;39595;20;84909;0;5.3
22.02. 18:45:00;0;0;0;56.6;304;10.9;12.8;39595;20;84909;0;5.3
22.02. 19:00:00;0;0;0;59.4;303;10.9;12;44123;20;95574;247859;5.3
22.02. 19:15:00;0;0;0;59.5;303;10.9;12;44123;20;112902;34149;5.3
22.02. 19:30:00;0;0;0;59.5;303;10.9;12;44123;20;113088;0;5.3
22.02. 19:45:00;0;0;0;59.5;303;10.9;12;44123;20;113328;0;5.3
22.02. 20:00:00;0;0;0;67.8;307;10.9;11.2;48651;20;103717;24786;3.4
22.02. 20:15:00;0;0;0;67.9;307;10.9;11.2;48651;20;103817;3415;3.4
22.02. 20:30:00;0;0;0;67.9;307;10.9;11.2;48651;20;104308;0;3.4
22.02. 20:45:00;0;0;0;67.9;307;10.9;11.2;48651;20;104736;0;3.4
22.02. 21:00:00;0;0;0;69.2;304;10.9;10.4;53179;20;91221;247861;3.4
22.02. 21:15:00;0;0;0;69.2;304;10.9;10.4;53179;20;91893;3415;3.4
22.02. 21:30:00;0;0;0;69.2;304;10.9;10.4;53179;20;92444;0;3.4
22.02. 21:45:00;0;0;0;69.2;304;10.9;10.4;53179;20;92798;0;3.4
22.02. 22:00:00;0;0;0;71.4;303;10.9;9.6;57708;20;80877;247862;3.1
22.02. 22:15:00;0;0;0;71.4;303;10.9;9.6;57708;20;75608;3415;3.1
22.02. 22:30:00;0;0;0;71.4;303;10.9;9.6;57708;20;76109;0;3.1
22.02. 22:45:00;0;0;0;71.4;303;10.9;9.6;57708;20;76727;0;3.1
22.02. 23:00:00;0;0;0;75.4;302;10.8;8.7;62236;20;62376;0;2.7
22.02. 23:15:00;0;0;0;75.4;302;10.8;8.7;62236;20;64780;0;2.7
22.02. 23:30:00;0;0;0;75.4;302;10.8;8.7;62236;20;67037;0;2.7
22.02. 23:45:00;0;0;0;75.4;302;10.8;8.7;62236;20;69339;0;2.7
23.02. 00:00:00;0;0;0;77.4;299;10.8;7.7;67869;20;57066;0;3.9
23.02. 00:15:00;0;0;0;77.4;299;10.8;7.7;67869;20;57386;0;3.9
23.02. 00:30:00;0;0;0;77.4;299;10.8;7.7;67869;20;56840;0;3.9
23.02. 00:45:00;0;0;0;77.4;299;10.8;7.7;67869;20;56323;0;3.9
23.02. 01:00:00;0;0;0;79.6;295;10.7;6.6;74054;20;47791;0;2.2
23.02. 01:15:00;0;0;0;79.6;295;10.7;6.6;74054;20;47444;0;2.2
23.02. 01:30:00;0;0;0;79.6;295;10.7;6.6;74054;20;39596;0;2.2
23.02. 01:45:00;0;0;0;79.6;295;10.7;6.6;74054;20;38347;0;2.2
23.02. 02:00:00;0;0;0;86.9;295;10.7;5.5;80349;20;36434;0;3.6
23.02. 02:15:00;0;0;0;87;295;10.7;5.4;80349;20;36541;0;3.6
23.02. 02:30:00;0;0;0;87;295;10.7;5.4;80349;20;36587;0;3.6
23.02. 02:45:00;0;0;0;87;295;10.7;5.4;80349;20;36579;0;3.6
23.02. 03:00:00;0;0;0;94.8;297;10.6;4.8;83773;20;35941;247868;5
23.02. 03:15:00;0;0;0;94.8;297;10.6;4.8;83773;20;36028;34151;5
23.02. 03:30:00;0;0;0;94.8;297;10.6;4.8;83773;20;36035;0;5
23.02. 03:45:00;0;0;0;94.8;297;10.6;4.8;83773;20;36051;0;5
23.02. 04:00:00;0;0;0;98.7;297;10.5;4.2;87141;20;36511;247869;6
23.02. 04:15:00;0;0;0;98.8;297;10.5;4.2;87141;20;36609;34151;6
23.02. 04:30:00;0;0;0;98.8;297;10.5;4.2;87141;20;36325;0;6
23.02. 04:45:00;0;0;0;98.8;297;10.5;4.2;87141;20;36379;0;6
23.02. 05:00:00;0;0;0;98.2;295;10.3;3.8;89626;20;40325;24787;6
23.02. 05:15:00;0;0;0;98.2;295;10.3;3.8;89626;20;40357;34151;6
23.02. 05:30:00;0;0;0;98.2;295;10.3;3.8;89626;20;40425;0;6
23.02. 05:45:00;0;0;0;98.2;295;10.3;3.8;89626;20;40300;0;6
23.02. 06:00:00;0;0;0;99.9;294;10.2;3.3;92056;20;62337;247871;5.3
23.02. 06:15:00;0;0;0;99.9;294;10.2;3.3;92056;20;62343;34151;5.3
23.02. 06:30:00;0;0;0;99.9;294;10.2;3.3;92056;20;62315;0;5.3
23.02. 06:45:00;0;0;0;99.9;294;10.2;3.3;92056;20;62305;0;5.3
23.02. 07:00:00;0;5.1;5.1;100;295;10.1;3.4;91725;20;82353;247872;5.6
23.02. 07:15:00;0;5.2;5.2;100;295;10.1;3.4;91725;20;82326;34151;5.6
23.02. 07:30:00;0;5.2;5.2;100;295;10.1;3.4;91725;20;82956;0;5.6
23.02. 07:45:00;0;5.2;5.2;100;295;10.1;3.4;91725;20;82403;0;5.6
23.02. 08:00:00;3.9;59.8;60.4;98.1;299;9.9;4.1;87583;20;84537;247873;8.2
23.02. 08:15:00;3.9;60.1;60.7;98.1;299;9.9;4.1;87583;20;84550;34151;8.2
23.02. 08:30:00;3.9;60.1;60.7;98.1;299;9.9;4.1;87583;20;84531;0;8.2
23.02. 08:45:00;3.9;60.1;60.7;98.1;299;9.9;4.1;87583;20;84528;0;8.2
23.02. 09:00:00;9.6;116;119;94.1;300;9.7;4.9;83221;20;79472;247874;6.7
23.02. 09:15:00;9.6;116;119;94.1;300;9.7;4.9;83221;20;79373;34152;6.7
23.02. 09:30:00;9.6;116;119;94.1;300;9.7;4.9;83221;20;79288;0;6.7
23.02. 09:45:00;9.6;116;119;94.1;300;9.7;4.9;83221;20;79272;0;6.7
23.02. 10:00:00;0;130;130;93.1;305;9.5;5.3;80901;20;75800;247875;5
23.02. 10:15:00;0;130;130;93.1;305;9.5;5.3;80901;20;75789;34152;5
23.02. 10:30:00;0;130;130;93.1;305;9.5;5.3;80901;20;75744;0;5
23.02. 10:45:00;0;130;130;93.1;305;9.5;5.3;80901;20;75726;0;5
23.02. 11:00:00;0;38.6;38.6;96.4;315;9.2;5;82834;20;76774;247876;5.3
23.02. 11:15:00;0;38.1;38.1;96.4;315;9.2;5;82834;20;76970;34152;5.3
23.02. 11:30:00;0;38.1;38.1;96.4;315;9.2;5;82834;20;77769;0;5.3
23.02. 11:45:00;0;38.1;38.1;96.4;315;9.2;5;82834;20;77228;0;5.3
23.02. 12:00:00;313;262;420;90.6;290;8.9;6.7;73391;20;83866;247877;3.9
23.02. 12:15:00;313;263;422;90.5;290;8.9;6.7;73391;20;84029;34152;3.9
23.02. 12:30:00;313;263;422;90.5;290;8.9;6.7;73391;20;83994;0;3.9
23.02. 12:45:00;313;263;422;90.5;290;8.9;6.7;73391;20;83943;0;3.9
23.02. 13:00:00;488;179;420;85.3;292;8.5;7.9;66985;20;83807;247878;4.1
23.02. 13:15:00;488;179;420;85.3;292;8.5;7.9;66985;20;84021;34152;4.1
23.02. 13:30:00;488;179;420;85.3;292;8.5;7.9;66985;20;83971;0;4.1
23.02. 13:45:00;488;179;420;85.3;292;8.5;7.9;66985;20;84114;0;4.1
23.02. 14:00:00;63.1;191;219;86.2;307;8.2;7.9;66543;20;77326;247879;4.5
23.02. 14:15:00;63.1;191;218;86.2;307;8.2;7.9;66543;20;77590;34152;4.5
23.02. 14:30:00;63.1;191;218;86.2;307;8.2;7.9;66543;20;77616;0;4.5
23.02. 14:45:00;63.1;191;218;86.2;307;8.2;7.9;66543;20;77774;0;4.5
23.02. 15:00:00;66.9;150;173;87.1;307;7.9;7.8;67206;20;72776;24788;4.1
