Time,AirTemperature,WindSpeed,GlobalRadiation,DirectNormalRad,DiffRadiation
28.01. 04:00,0,7.2,0,0,253
28.01. 05:00,0,6.7,0,0,267
28.01. 06:00,0,7.2,0,0,272
28.01. 07:00,0,7.2,0,0,282
28.01. 08:00,0,5.7,40,36,288
28.01. 09:00,0,6.2,124,124,290
28.01. 10:00,0,5.1,194,158,279
28.01. 11:00,0,5.1,235,217,267
28.01. 12:00,1,5.1,243,210,287
28.01. 13:00,1,4.6,238,287,273
28.01. 14:00,2,5.1,208,417,283
28.01. 15:00,2,5.7,112,321,244
28.01. 16:00,2,6.2,32,140,246
28.01. 17:00,1,5.7,1,0,244
28.01. 18:00,1,5.7,0,0,230
28.01. 19:00,1,3.6,0,0,226
28.01. 20:00,1,4.1,0,0,250
28.01. 21:00,1,2.1,0,0,247
28.01. 22:00,1,2.1,0,0,224
28.01. 23:00,0.3,2.3,0,0,225
29.01. 00:00,-0.3,2.4,0,0,219
29.01. 01:00,-1,2.6,0,0,218
29.01. 02:00,-1.7,2.8,0,0,217
29.01. 03:00,-2.3,2.9,0,0,215
29.01. 04:00,-3,3.1,0,0,213
29.01. 05:00,-3,2.6,0,0,212
29.01. 06:00,-3,3.1,0,0,211
29.01. 07:00,-2,2.6,0,0,211
29.01. 08:00,-2,4.6,68,197,240
29.01. 09:00,-2,3.1,170,352,235
29.01. 10:00,-2,4.1,273,526,252
29.01. 11:00,-2,3.1,321,563,237
29.01. 12:00,-2,3.6,341,630,227
29.01. 13:00,-1,4.6,324,683,230
29.01. 14:00,-1,4.6,244,611,224
29.01. 15:00,-1,6.2,131,457,226
29.01. 16:00,-1,5.7,36,181,223
29.01. 17:00,-2,5.1,1,0,223
29.01. 18:00,-2,5.1,0,0,223
29.01. 19:00,-2,3.6,0,0,220
29.01. 20:00,-4,3.1,0,0,224
29.01. 21:00,-4,3.6,0,0,217
29.01. 22:00,-5,3.1,0,0,217
29.01. 23:00,-5,3.6,0,0,218
30.01. 00:00,-5,3.8,0,0,218
30.01. 01:00,-5,4,0,0,218
30.01. 02:00,-5,4.2,0,0,217
30.01. 03:00,-5,4.4,0,0,216
30.01. 04:00,-5,4.6,0,0,215
30.01. 05:00,-5,5.7,0,0,215
30.01. 06:00,-5,4.1,0,0,214
30.01. 07:00,-6,4.1,0,0,214
30.01. 08:00,-6,3.1,93,404,212
30.01. 09:00,-5,4.1,208,567,212
30.01. 10:00,-4,4.1,305,672,214
30.01. 11:00,-3,4.6,364,726,222
30.01. 12:00,-2,6.2,374,735,219
30.01. 13:00,-1,5.1,334,705,220
30.01. 14:00,0,6.7,249,623,222
30.01. 15:00,0,6.2,135,469,222
30.01. 16:00,-1,7.2,38,186,223
30.01. 17:00,-2,5.7,1,0,223
30.01. 18:00,-2,6.7,0,0,222
30.01. 19:00,-3,5.7,0,0,221
30.01. 20:00,-3,4.1,0,0,218
30.01. 21:00,-4,3.6,0,0,218
30.01. 22:00,-4,3.6,0,0,217
30.01. 23:00,-5,3.6,0,0,216
31.01. 00:00,-5.4,3.2,0,0,216
31.01. 01:00,-5.8,2.8,0,0,215
31.01. 02:00,-6.2,2.3,0,0,215
31.01. 03:00,-6.6,1.9,0,0,214
31.01. 04:00,-7,1.5,0,0,214
31.01. 05:00,-7,2.1,0,0,213
31.01. 06:00,-7,1.5,0,0,214
31.01. 07:00,-7,1,0,0,213
31.01. 08:00,-8,2.1,79,247,213
31.01. 09:00,-6,2.6,183,367,223
31.01. 10:00,-5,2.1,261,446,219
31.01. 11:00,-4,2.6,313,520,228
31.01. 12:00,-3,2.6,350,648,227
31.01. 13:00,-2,3.1,330,692,221
31.01. 14:00,-1,3.6,255,636,223
31.01. 15:00,-2,4.6,141,482,220
31.01. 16:00,-2,3.6,41,193,221
31.01. 17:00,-3,3.6,1,0,219
31.01. 18:00,-3,2.6,0,0,218
31.01. 19:00,-3,2.5,0,0,218
31.01. 20:00,-3,2.4,0,0,234
31.01. 21:00,-3,2.5,0,0,211
31.01. 22:00,-3,2.3,0,0,219
31.01. 23:00,-3,2.1,0,0,210
01.02. 00:00,-3,2,0,0,209
01.02. 01:00,-3,1.8,0,0,210
01.02. 02:00,-3,1.5,0,0,208
01.02. 03:00,-3,1.3,0,0,208
01.02. 04:00,-3,0.9,0,0,218
01.02. 05:00,-3,0.6,0,0,206
01.02. 06:00,-3,1,0,0,206
01.02. 07:00,-3,0,0,0,207
01.02. 08:00,-3,0.5,78,175,205
01.02. 09:00,-3,1,190,374,247
01.02. 10:00,-3,1,301,596,230
01.02. 11:00,-3,1.5,367,701,228
01.02. 12:00,-3,1,382,728,218
01.02. 13:00,-2,2.1,342,707,228
01.02. 14:00,-2,3.1,256,629,218
01.02. 15:00,-2,3.1,140,453,222
01.02. 16:00,-2,3.6,38,162,220
01.02. 17:00,-2,3.6,2,0,218
01.02. 18:00,-2,2.6,0,0,219
01.02. 19:00,-2,2.6,0,0,215
01.02. 20:00,-2,3.1,0,0,233
01.02. 21:00,-2,3.1,0,0,228
01.02. 22:00,-2,2.1,0,0,249
01.02. 23:00,-2,2,0,0,248
02.02. 00:00,-2,1.9,0,0,270
02.02. 01:00,-2,1.8,0,0,269
02.02. 02:00,-2,1.7,0,0,278
02.02. 03:00,-2,1.6,0,0,281
02.02. 04:00,-2,1.5,0,0,276
02.02. 05:00,-2,2.1,0,0,275
02.02. 06:00,-3,2.1,0,0,286
02.02. 07:00,-3,2.1,0,0,290
02.02. 08:00,-3,2.1,36,44,273
02.02. 09:00,-2,2.1,91,66,282
02.02. 10:00,-1,3.1,145,92,283
02.02. 11:00,-1,3.6,171,103,294
02.02. 12:00,-1,2.6,181,133,297
02.02. 13:00,0,1.5,173,180,290
02.02. 14:00,0,1,136,159,291
02.02. 15:00,0,1,83,162,284
02.02. 16:00,0,1,28,97,290
02.02. 17:00,0,1.5,1,0,298
02.02. 18:00,0,1.5,0,0,277
02.02. 19:00,0,0.5,0,0,279
02.02. 20:00,0,0.5,0,0,273
02.02. 21:00,0,1.5,0,0,276
02.02. 22:00,0,2.1,0,0,266
02.02. 23:00,0,2.6,0,0,262
03.02. 00:00,0,3.1,0,0,247
03.02. 01:00,0,3.6,0,0,229
03.02. 02:00,0,4.1,0,0,234
03.02. 03:00,0,4.6,0,0,251
03.02. 04:00,0,5.1,0,0,236
03.02. 05:00,0,4.6,0,0,236
03.02. 06:00,0,5.1,0,0,251
03.02. 07:00,-1,5.1,0,0,250
03.02. 08:00,-1,5.7,42,65,273
03.02. 09:00,-1,6.2,56,19,262
03.02. 10:00,0,6.7,61,6,299
03.02. 11:00,0,6.2,57,2,313
03.02. 12:00,0,5.1,54,0,315
03.02. 13:00,0,5.1,50,1,317
03.02. 14:00,1,5.1,48,3,319
03.02. 15:00,1,5.7,35,11,320
03.02. 16:00,1,4.1,10,9,321
03.02. 17:00,1,3.6,1,0,320
03.02. 18:00,1,3.1,0,0,321
03.02. 19:00,1,1.5,0,0,319
03.02. 20:00,1,1.5,0,0,313
03.02. 21:00,1,1.5,0,0,313
03.02. 22:00,2,2.1,0,0,300
03.02. 23:00,2,2.1,0,0,277
04.02. 00:00,2,2.5,0,0,284
04.02. 01:00,2,2.9,0,0,280
04.02. 02:00,2,3.3,0,0,295
04.02. 03:00,2,3.7,0,0,301
04.02. 04:00,2,4.1,0,0,303
04.02. 05:00,2,5.1,0,0,306
04.02. 06:00,3,6.7,0,0,289
04.02. 07:00,4,6.7,0,0,314
04.02. 08:00,4,6.2,35,7,306
04.02. 09:00,4,5.1,62,8,323
04.02. 10:00,5,9.3,93,13,315
04.02. 11:00,6,8.7,128,46,325
04.02. 12:00,8,10.3,175,177,326
04.02. 13:00,9,10.3,176,186,316
04.02. 14:00,9,9.8,120,90,309
04.02. 15:00,9,8.2,65,73,317
04.02. 16:00,9,8.7,16,29,308
04.02. 17:00,8,8.2,1,0,330
04.02. 18:00,8,7.2,0,0,310
04.02. 19:00,8,8.2,0,0,322
04.02. 20:00,8,8.2,0,0,329
04.02. 21:00,8,7.7,0,0,332
04.02. 22:00,7,7.2,0,0,332
04.02. 23:00,7.1,7,0,0,334
05.02. 00:00,7.3,7.2,0,0,334
05.02. 01:00,7.4,7.5,0,0,330
05.02. 02:00,7.6,7.8,0,0,335
05.02. 03:00,7.7,8.1,0,0,334
05.02. 04:00,7.9,8.4,0,0,333
05.02. 05:00,8,8.7,0,0,332
05.02. 06:00,8,7.7,0,0,328
05.02. 07:00,8,7.2,0,0,328
05.02. 08:00,8,8.7,39,21,332
05.02. 09:00,8,8.2,89,65,330
05.02. 10:00,9,8.2,154,151,327
05.02. 11:00,9,9.3,184,148,329
05.02. 12:00,10,8.2,223,244,304
05.02. 13:00,11,6.2,235,338,323
05.02. 14:00,12,7.7,179,295,300
05.02. 15:00,12,5.7,114,287,303
05.02. 16:00,12,5.7,38,135,301
05.02. 17:00,10,4.6,3,0,295
05.02. 18:00,10,6.7,0,0,278
05.02. 19:00,10,5.1,0,0,276
05.02. 20:00,9,5.7,0,0,278
05.02. 21:00,8,4.6,0,0,292
05.02. 22:00,6.9,4,0,0,283
05.02. 23:00,6.9,3.7,0,0,311
06.02. 00:00,6.9,3.8,0,0,321
06.02. 01:00,6.9,4,0,0,303
06.02. 02:00,7,4.2,0,0,308
06.02. 03:00,7,4.4,0,0,289
06.02. 04:00,7,4.6,0,0,278
06.02. 05:00,6,4.6,0,0,293
06.02. 06:00,5,4.1,0,0,266
06.02. 07:00,5,4.1,0,0,263
06.02. 08:00,4,4.1,102,364,285
06.02. 09:00,5,3.1,204,503,266
06.02. 10:00,8,4.6,303,603,266
06.02. 11:00,9,5.7,368,667,261
06.02. 12:00,10,4.6,373,641,257
06.02. 13:00,11,3.6,351,671,259
06.02. 14:00,11,3.1,282,659,266
06.02. 15:00,10,3.6,166,524,256
06.02. 16:00,9,3.1,55,217,255
06.02. 17:00,8,1,4,0,254
06.02. 18:00,6,1.5,0,0,248
06.02. 19:00,4,1.5,0,0,245
06.02. 20:00,3,1.5,0,0,246
06.02. 21:00,3,1,0,0,243
06.02. 22:00,2,1.5,0,0,241
06.02. 23:00,0,2.6,0,0,238
07.02. 00:00,1,3.6,0,0,237
07.02. 01:00,1.2,3.5,0,0,235
07.02. 02:00,1.5,3.3,0,0,235
07.02. 03:00,1.8,3.2,0,0,233
07.02. 04:00,2,3.1,0,0,232
07.02. 05:00,2,3.1,0,0,230
07.02. 06:00,1,2.1,0,0,228
07.02. 07:00,1,2.6,0,0,228
07.02. 08:00,1,3.1,123,469,230
07.02. 09:00,0,3.1,249,639,229
07.02. 10:00,0,2.6,352,734,231
07.02. 11:00,1,1.5,413,777,235
07.02. 12:00,2,1.5,423,783,239
07.02. 13:00,5,3.1,381,754,244
07.02. 14:00,8,3.1,292,677,248
07.02. 15:00,9,2.6,172,535,252
07.02. 16:00,9,2.6,58,223,254
07.02. 17:00,8,1.5,5,0,254
07.02. 18:00,5,1,0,0,252
07.02. 19:00,2,1.5,0,0,249
07.02. 20:00,2,1,0,0,244
07.02. 21:00,0,2.1,0,0,242
07.02. 22:00,1,2.6,0,0,241
07.02. 23:00,2,3.6,0,0,241
08.02. 00:00,2.5,3.3,0,0,241
08.02. 01:00,3,3.1,0,0,242
08.02. 02:00,3,3.4,0,0,245
08.02. 03:00,3,3.8,0,0,251
08.02. 04:00,3,4.1,0,0,261
08.02. 05:00,4,3.1,0,0,299
08.02. 06:00,4,4.6,0,0,308
08.02. 07:00,5,3.6,0,0,317
08.02. 08:00,5,2.1,23,25,313
08.02. 09:00,6,2.1,30,14,331
08.02. 10:00,6,1.5,33,13,332
08.02. 11:00,6,1.5,41,14,332
08.02. 12:00,7,2.1,37,12,333
08.02. 13:00,8,2.6,59,30,333
08.02. 14:00,8,1.5,73,39,333
08.02. 15:00,9,1,46,21,333
08.02. 16:00,8,1,20,8,334
08.02. 17:00,8,0,2,0,328
08.02. 18:00,7,1,0,0,329
08.02. 19:00,7,1,0,0,315
08.02. 20:00,5,1.5,0,0,292
08.02. 21:00,4,1.5,0,0,275
08.02. 22:00,4,2.6,0,0,268
08.02. 23:00,3.3,2.4,0,0,265
09.02. 00:00,2.7,2.3,0,0,267
09.02. 01:00,2,2.1,0,0,270
09.02. 02:00,1.7,2.1,0,0,278
09.02. 03:00,1.3,2.1,0,0,258
09.02. 04:00,1,2.1,0,0,281
09.02. 05:00,1,1,0,0,272
09.02. 06:00,1,2.1,0,0,267
09.02. 07:00,0,1.5,0,0,284
09.02. 08:00,0,2.1,94,242,283
09.02. 09:00,0,1.5,197,406,275
09.02. 10:00,0,1.5,297,533,283
09.02. 11:00,1,1,371,634,273
09.02. 12:00,1,1.5,380,649,278
09.02. 13:00,1,1,353,662,268
09.02. 14:00,1,0.5,288,640,269
09.02. 15:00,1,1.5,173,513,261
09.02. 16:00,2,0.5,60,213,260
09.02. 17:00,2,1,6,0,259
09.02. 18:00,2,1,0,0,258
09.02. 19:00,2,0.5,0,0,253
09.02. 20:00,2,1.5,0,0,250
09.02. 21:00,1,2.1,0,0,250
09.02. 22:00,1,2.1,0,0,252
09.02. 23:00,1,1.5,0,0,267
10.02. 00:00,1,1.8,0,0,253
10.02. 01:00,1,2.1,0,0,244
10.02. 02:00,1,2.5,0,0,244
10.02. 03:00,1,2.8,0,0,241
10.02. 04:00,1,3.1,0,0,241
10.02. 05:00,1,3.1,0,0,241
10.02. 06:00,1,4.1,0,0,239
10.02. 07:00,1,3.1,0,0,241
10.02. 08:00,1,2.6,127,433,238
10.02. 09:00,1,3.1,250,591,240
10.02. 10:00,1,3.1,321,567,242
10.02. 11:00,1,3.6,358,496,248
10.02. 12:00,3,2.6,369,484,261
10.02. 13:00,5,2.1,309,360,267
10.02. 14:00,6,2.1,229,279,279
10.02. 15:00,8,2.1,144,271,298
10.02. 16:00,8,1.5,52,125,291
10.02. 17:00,7,1,5,0,290
10.02. 18:00,7,1.5,0,0,307
10.02. 19:00,6,2.1,0,0,310
10.02. 20:00,6,2.1,0,0,320
10.02. 21:00,7,3.1,0,0,320
10.02. 22:00,8,4.1,0,0,330
10.02. 23:00,8,4.4,0,0,338
11.02. 00:00,8,4.6,0,0,336
11.02. 01:00,8,4.9,0,0,315
11.02. 02:00,8,5.2,0,0,332
11.02. 03:00,8,5.4,0,0,318
11.02. 04:00,8,5.7,0,0,331
11.02. 05:00,8,3.6,0,0,335
11.02. 06:00,8,3.6,0,0,334
11.02. 07:00,8,3.6,0,0,321
11.02. 08:00,9,6.7,72,124,334
11.02. 09:00,9,5.1,156,190,316
11.02. 10:00,10,4.6,250,296,317
11.02. 11:00,11,6.2,346,477,300
11.02. 12:00,12,5.7,380,572,310
11.02. 13:00,13,6.7,313,470,293
11.02. 14:00,14,5.1,192,250,293
11.02. 15:00,13,2.6,103,140,303
11.02. 16:00,14,3.6,40,77,324
11.02. 17:00,14,2.6,2,0,320
11.02. 18:00,13,3.6,0,0,351
11.02. 19:00,12,3.1,0,0,353
11.02. 20:00,12,3.6,0,0,314
11.02. 21:00,12,2.1,0,0,312
11.02. 22:00,10,2.6,0,0,329
11.02. 23:00,9,3.1,0,0,298
12.02. 00:00,9,2.1,0,0,296
12.02. 01:00,8.5,2.6,0,0,305
12.02. 02:00,8,3.1,0,0,294
12.02. 03:00,7.5,3.6,0,0,289
12.02. 04:00,7,4.1,0,0,285
12.02. 05:00,7,4.1,0,0,285
12.02. 06:00,6,3.1,0,0,265
12.02. 07:00,7,3.1,27,86,279
12.02. 08:00,7,3.6,113,308,289
12.02. 09:00,7,4.1,235,518,289
12.02. 10:00,9,3.6,340,635,285
12.02. 11:00,10,4.1,382,626,280
12.02. 12:00,12,3.1,362,497,271
12.02. 13:00,13,2.6,327,448,292
12.02. 14:00,13,3.1,265,451,283
12.02. 15:00,14,2.6,165,379,293
12.02. 16:00,14,2.1,61,167,288
12.02. 17:00,13,0,6,0,286
12.02. 18:00,11,0,0,0,288
12.02. 19:00,10,0.5,0,0,295
12.02. 20:00,9,0.5,0,0,288
12.02. 21:00,9,1.5,0,0,291
12.02. 22:00,9,1,0,0,306
12.02. 23:00,8.7,1.2,0,0,308
13.02. 00:00,8.3,1.4,0,0,308
13.02. 01:00,8,1.5,0,0,315
13.02. 02:00,7.7,1.7,0,0,322
13.02. 03:00,7.3,1.9,0,0,336
13.02. 04:00,7,2.1,0,0,335
13.02. 05:00,7,3.1,0,0,332
13.02. 06:00,7,3.1,0,0,333
13.02. 07:00,7,2.1,0,0,329
13.02. 08:00,7,1.5,34,11,311
13.02. 09:00,7,1.5,72,16,334
13.02. 10:00,8,1,128,40,333
13.02. 11:00,8,1.5,144,52,336
13.02. 12:00,9,0.5,166,68,332
13.02. 13:00,9,1,186,79,336
13.02. 14:00,9,1.5,142,70,333
13.02. 15:00,9,2.1,84,45,337
13.02. 16:00,9,2.1,35,9,332
13.02. 17:00,8,2.6,6,0,331
13.02. 18:00,8,1.5,0,0,288
13.02. 19:00,6,1.5,0,0,292
13.02. 20:00,5,1,0,0,283
13.02. 21:00,3,0,0,0,291
13.02. 22:00,3,0,0,0,278
13.02. 23:00,2.7,0,0,0,278
14.02. 00:00,2.3,0,0,0,259
14.02. 01:00,2,0.3,0,0,264
14.02. 02:00,1.7,0.5,0,0,269
14.02. 03:00,1.3,0.8,0,0,273
14.02. 04:00,1,1,0,0,274
14.02. 05:00,1,0.5,0,0,265
14.02. 06:00,1,0.5,0,0,271
14.02. 07:00,1,1,29,76,272
14.02. 08:00,1,1,96,185,291
14.02. 09:00,2,1.5,175,233,288
14.02. 10:00,5,1,247,281,304
14.02. 11:00,6,1.5,296,366,296
14.02. 12:00,7,1.5,324,440,312
14.02. 13:00,8,1.5,324,469,298
14.02. 14:00,9,1.5,253,406,298
14.02. 15:00,10,1.5,151,303,293
14.02. 16:00,10,2.1,62,134,294
14.02. 17:00,9,2.1,8,0,290
14.02. 18:00,8,2.6,0,0,293
14.02. 19:00,7,2.1,0,0,295
14.02. 20:00,7,1,0,0,303
14.02. 21:00,6,2.1,0,0,304
14.02. 22:00,7,2.1,0,0,299
14.02. 23:00,6,1,0,0,317
15.02. 00:00,6,1,0,0,306
15.02. 01:00,6,1,0,0,313
15.02. 02:00,6,1,0,0,311
15.02. 03:00,6,1,0,0,300
15.02. 04:00,6,1,0,0,296
15.02. 05:00,6,1,0,0,318
15.02. 06:00,6,0.5,0,0,323
15.02. 07:00,6,0.5,19,31,331
15.02. 08:00,5,0,72,65,325
15.02. 09:00,6,0,146,99,320
15.02. 10:00,7,2.6,233,229,315
15.02. 11:00,7,2.1,271,243,309
15.02. 12:00,7,1.5,217,108,302
15.02. 13:00,8,2.1,155,33,314
15.02. 14:00,8,3.1,109,4,323
15.02. 15:00,8,3.6,68,2,326
15.02. 16:00,8,6.2,31,2,324
15.02. 17:00,8,5.1,5,0,315
15.02. 18:00,7,3.6,0,0,309
15.02. 19:00,8,4.6,0,0,277
15.02. 20:00,7,2.6,0,0,287
15.02. 21:00,7,3.1,0,0,266
15.02. 22:00,7,1.5,0,0,274
15.02. 23:00,4,2.1,0,0,260
16.02. 00:00,4,1,0,0,259
16.02. 01:00,4,1.5,0,0,265
16.02. 02:00,4,1.5,0,0,270
16.02. 03:00,4,1.5,0,0,265
16.02. 04:00,4,0.5,0,0,285
16.02. 05:00,3,0.5,0,0,304
16.02. 06:00,2,0,0,0,281
16.02. 07:00,1,1,43,159,280
16.02. 08:00,2,0.5,149,432,254
16.02. 09:00,4,2.6,278,612,250
16.02. 10:00,6,2.6,383,710,252
16.02. 11:00,7,3.6,443,741,254
16.02. 12:00,9,3.6,440,676,257
16.02. 13:00,10,4.1,372,524,261
16.02. 14:00,11,4.1,273,403,270
16.02. 15:00,9,5.1,160,266,288
16.02. 16:00,8,5.1,58,80,281
16.02. 17:00,7,4.6,10,0,290
16.02. 18:00,6,6.2,0,0,270
16.02. 19:00,5,5.1,0,0,269
16.02. 20:00,5,6.2,0,0,276
16.02. 21:00,4,5.1,0,0,275
16.02. 22:00,4,5.1,0,0,274
16.02. 23:00,3.8,4.7,0,0,268
17.02. 00:00,3.7,4.3,0,0,269
17.02. 01:00,3.5,3.8,0,0,264
17.02. 02:00,3.3,3.4,0,0,265
17.02. 03:00,3.2,3,0,0,251
17.02. 04:00,3,2.6,0,0,261
17.02. 05:00,2,3.1,0,0,261
17.02. 06:00,2,2.6,0,0,275
17.02. 07:00,2,3.1,40,137,253
17.02. 08:00,2,3.6,126,312,245
17.02. 09:00,2,2.6,249,476,264
17.02. 10:00,3,4.1,323,486,265
17.02. 11:00,4,4.6,340,375,254
17.02. 12:00,4,4.6,343,324,277
17.02. 13:00,5,4.1,309,260,280
17.02. 14:00,5,4.6,227,170,310
17.02. 15:00,5,4.1,125,84,300
17.02. 16:00,5,4.6,49,39,313
17.02. 17:00,5,3.6,8,0,317
17.02. 18:00,5,4.1,0,0,303
17.02. 19:00,4,3.6,0,0,273
17.02. 20:00,4,4.1,0,0,267
17.02. 21:00,4,4.1,0,0,267
17.02. 22:00,4,3.1,0,0,267
17.02. 23:00,3.8,3.1,0,0,266
18.02. 00:00,3.7,3.1,0,0,254
18.02. 01:00,3.5,3.1,0,0,260
18.02. 02:00,3.3,3.1,0,0,267
18.02. 03:00,3.2,3.1,0,0,273
18.02. 04:00,3,3.1,0,0,268
18.02. 05:00,3,2.1,0,0,279
18.02. 06:00,3,2.1,0,0,280
18.02. 07:00,3,2.1,39,111,302
18.02. 08:00,3,1.5,129,330,270
18.02. 09:00,3,2.6,238,490,264
18.02. 10:00,3,2.6,311,484,269
18.02. 11:00,3,2.1,312,356,268
18.02. 12:00,3,1.5,259,177,286
18.02. 13:00,4,1.5,199,54,300
18.02. 14:00,4,1,135,33,322
18.02. 15:00,4,1.5,71,19,323
18.02. 16:00,4,1,27,7,325
18.02. 17:00,4,1,5,0,323
18.02. 18:00,3,1,0,0,321
18.02. 19:00,3,0,0,0,318
18.02. 20:00,3,0,0,0,316
18.02. 21:00,3,0,0,0,319
18.02. 22:00,3,1.5,0,0,309
18.02. 23:00,3,1.2,0,0,308
19.02. 00:00,3,1,0,0,305
19.02. 01:00,3,0.8,0,0,306
19.02. 02:00,3,0.5,0,0,309
19.02. 03:00,3,0.2,0,0,311
19.02. 04:00,3,0,0,0,298
19.02. 05:00,3,1.5,0,0,293
19.02. 06:00,3,1.5,0,0,293
19.02. 07:00,3,1.5,28,102,291
19.02. 08:00,3,2.1,96,207,306
19.02. 09:00,3,2.6,178,276,303
19.02. 10:00,4,2.1,271,385,294
19.02. 11:00,4,3.1,286,281,283
19.02. 12:00,5,2.6,248,101,300
19.02. 13:00,6,2.1,233,66,302
19.02. 14:00,6,3.6,197,74,308
19.02. 15:00,6,4.1,135,62,308
19.02. 16:00,6,3.6,56,45,303
19.02. 17:00,6,4.1,10,0,300
19.02. 18:00,5,2.6,0,0,292
19.02. 19:00,5,2.6,0,0,285
19.02. 20:00,4,2.6,0,0,268
19.02. 21:00,4,1.5,0,0,259
19.02. 22:00,4,2.1,0,0,257
19.02. 23:00,3,2.1,0,0,267
20.02. 00:00,2.8,2,0,0,260
20.02. 01:00,2.6,1.9,0,0,269
20.02. 02:00,2.4,1.7,0,0,271
20.02. 03:00,2.2,1.6,0,0,291
20.02. 04:00,2,1.5,0,0,299
20.02. 05:00,2,2.6,0,0,300
20.02. 06:00,2,3.1,0,0,300
20.02. 07:00,2,4.1,28,15,301
20.02. 08:00,2,3.1,98,78,290
20.02. 09:00,2,3.6,181,119,297
20.02. 10:00,3,4.1,211,101,289
20.02. 11:00,3,5.7,193,63,297
20.02. 12:00,4,4.6,151,22,302
20.02. 13:00,4,6.7,127,9,314
20.02. 14:00,4,7.2,121,26,318
20.02. 15:00,3,5.7,74,21,316
20.02. 16:00,3,5.7,24,1,313
20.02. 17:00,3,5.1,3,0,315
20.02. 18:00,2,5.1,0,0,311
20.02. 19:00,2,5.1,0,0,309
20.02. 20:00,1,5.7,0,0,297
20.02. 21:00,1,5.1,0,0,306
20.02. 22:00,0,5.7,0,0,300
20.02. 23:00,-0.2,5.7,0,0,305
21.02. 00:00,-0.3,5.7,0,0,295
21.02. 01:00,-0.5,5.7,0,0,300
21.02. 02:00,-0.7,5.7,0,0,299
21.02. 03:00,-0.8,5.7,0,0,299
21.02. 04:00,-1,5.7,0,0,285
21.02. 05:00,-2,5.1,0,0,283
21.02. 06:00,-2,5.1,0,0,295
21.02. 07:00,-2,4.6,21,4,296
21.02. 08:00,-2,5.7,71,27,296
21.02. 09:00,-2,4.6,150,67,297
21.02. 10:00,-2,5.1,258,182,284
21.02. 11:00,-1,4.1,334,302,290
21.02. 12:00,-1,4.6,356,333,273
21.02. 13:00,-1,2.6,342,352,290
21.02. 14:00,0,3.1,247,232,285
21.02. 15:00,0,2.6,122,54,284
21.02. 16:00,0,3.1,42,13,303
21.02. 17:00,0,4.6,7,0,308
21.02. 18:00,0,4.1,0,0,303
21.02. 19:00,0,3.6,0,0,298
21.02. 20:00,0,4.1,0,0,284
21.02. 21:00,0,4.1,0,0,275
21.02. 22:00,-1,4.6,0,0,279
21.02. 23:00,-1,3.6,0,0,256
22.02. 00:00,-1,4.1,0,0,244
22.02. 01:00,-1,4.1,0,0,240
22.02. 02:00,-1,3.1,0,0,242
22.02. 03:00,0,4.1,0,0,251
22.02. 04:00,0,3.6,0,0,257
22.02. 05:00,0,3.6,0,0,248
22.02. 06:00,-1,4.1,0,0,263
22.02. 07:00,-1,5.1,21,11,269
22.02. 08:00,-1,6.2,67,57,298
22.02. 09:00,-1,6.7,127,108,297
22.02. 10:00,-1,6.7,198,127,294
22.02. 11:00,-1,5.7,285,181,286
22.02. 12:00,-1,6.2,393,419,286
22.02. 13:00,0,5.7,431,636,272
22.02. 14:00,2,5.1,361,667,244
22.02. 15:00,2,5.1,243,598,230
22.02. 16:00,2,5.7,107,432,225
22.02. 17:00,1,4.1,20,0,226
22.02. 18:00,0,4.6,0,0,217
22.02. 19:00,-1,3.6,0,0,214
22.02. 20:00,-1,3.6,0,0,212
22.02. 21:00,-3,4.1,0,0,209
22.02. 22:00,-3,3.1,0,0,207
22.02. 23:00,-3.5,3,0,0,205
23.02. 00:00,-4,2.9,0,0,204
23.02. 01:00,-4.5,2.8,0,0,203
23.02. 02:00,-5,2.8,0,0,202
23.02. 03:00,-5.5,2.7,0,0,202
23.02. 04:00,-6,2.6,0,0,201
23.02. 05:00,-6,2.1,0,0,201
23.02. 06:00,-7,2.1,0,0,200
23.02. 07:00,-6,1.5,68,204,200
23.02. 08:00,-6,2.6,194,501,199
23.02. 09:00,-5,2.1,309,531,201
23.02. 10:00,-3,1.5,385,462,206
23.02. 11:00,-2,1.5,452,540,224
23.02. 12:00,0,1,486,656,232
23.02. 13:00,1,2.1,445,629,224
23.02. 14:00,2,1,348,525,227
23.02. 15:00,2,1,218,345,229
23.02. 16:00,2,1,88,132,243
23.02. 17:00,2,1,16,0,243
23.02. 18:00,1,1,0,0,244
23.02. 19:00,0,1,0,0,260
23.02. 20:00,0,0.5,0,0,251
23.02. 21:00,-1,0,0,0,256
23.02. 22:00,-1,0,0,0,255
23.02. 23:00,-1,0,0,0,254
24.02. 00:00,-1,0,0,0,262
24.02. 01:00,-1,0.4,0,0,265
24.02. 02:00,-1,0.8,0,0,276
24.02. 03:00,-1,1.1,0,0,278
24.02. 04:00,-1,1.5,0,0,275
24.02. 05:00,-1,1,0,0,272
24.02. 06:00,-1,1,0,0,288
24.02. 07:00,-1,1.5,23,3,290
24.02. 08:00,0,1.5,62,7,293
24.02. 09:00,1,1,104,15,295
24.02. 10:00,2,1,167,81,304
24.02. 11:00,0,2.6,208,103,303
24.02. 12:00,2,1,207,91,304
24.02. 13:00,3,0,182,120,304
24.02. 14:00,3,1,114,76,309
