HEATLOAD
Time,Space heating (kW),Domestic hot water (kW),Plug loads (kW),Heat Demand [kW],DNI,diffuse_radiation,global_radiation,T_amb,Electricity Demand [W],wind_speed
2022-01-01 00:00:00,52.73,12.42,17.84,65.14999999999999,0,0.0,0.0,11.5,49358,2.3
2022-01-01 00:15:00,58.7825,11.1425,17.4,69.925,0,0.0,0.0,11.5,51043,2.3
2022-01-01 00:30:00,64.835,9.865,16.96,74.69999999999999,0,0.0,0.0,11.5,51228,2.3
2022-01-01 00:45:00,70.88749999999999,8.587499999999999,16.52,79.475,0,0.0,0.0,11.5,52631,2.3
2022-01-01 01:00:00,76.94,7.31,16.08,84.25,0,0.0,0.0,11.7,45575,1.7
2022-01-01 01:15:00,75.1775,6.455,15.334999999999999,81.6325,0,0.0,0.0,11.8,46346,1.7
2022-01-01 01:30:00,73.41499999999999,5.6,14.59,79.01499999999999,0,0.0,0.0,11.8,47166,1.7
2022-01-01 01:45:00,71.6525,4.745,13.844999999999999,76.39750000000001,0,0.0,0.0,11.8,47939,1.7
2022-01-01 02:00:00,69.89,3.89,13.1,73.78,0,0.0,0.0,11.5,46765,1.4
2022-01-01 02:15:00,71.8075,3.3575,13.1375,75.165,0,0.0,0.0,11.5,47389,1.4
2022-01-01 02:30:00,73.725,2.825,13.175,76.55,0,0.0,0.0,11.5,48104,1.4
2022-01-01 02:45:00,75.6425,2.2925000000000004,13.2125,77.935,0,0.0,0.0,11.5,48758,1.4
2022-01-01 03:00:00,77.56,1.76,13.25,79.32000000000001,0,0.0,0.0,11.4,48710,1.7
2022-01-01 03:15:00,79.23,2.2925,12.82,81.52250000000001,0,0.0,0.0,11.4,48895,1.7
2022-01-01 03:30:00,80.9,2.825,12.39,83.72500000000001,0,0.0,0.0,11.4,48921,1.7
2022-01-01 03:45:00,82.57,3.3575,11.959999999999999,85.9275,0,0.0,0.0,11.4,48910,1.7
2022-01-01 04:00:00,84.24,3.89,11.53,88.13,0,0.0,0.0,11.3,49066,1.7
2022-01-01 04:15:00,94.99,3.9225,11.622499999999999,98.9125,0,0.0,0.0,11.3,48949,1.7
2022-01-01 04:30:00,105.74,3.955,11.715,109.695,0,0.0,0.0,11.3,48823,1.7
2022-01-01 04:45:00,116.49,3.9875,11.807500000000001,120.47749999999999,0,0.0,0.0,11.3,48670,1.7
2022-01-01 05:00:00,127.24,4.02,11.9,131.26,0,0.0,0.0,11.1,52507,2.0
2022-01-01 05:15:00,135.7525,4.345,11.9925,140.0975,0,0.0,0.0,11.1,52323,2.0
2022-01-01 05:30:00,144.265,4.67,12.085,148.93499999999997,0,0.0,0.0,11.1,52206,2.0
2022-01-01 05:45:00,152.7775,4.995,12.1775,157.7725,0,0.0,0.0,11.1,52049,2.0
2022-01-01 06:00:00,161.29,5.32,12.27,166.60999999999999,0,0.0,0.0,11.0,74663,1.6
2022-01-01 06:15:00,157.6925,6.715,12.5825,164.4075,0,0.0,0.0,11.0,65379,1.6
2022-01-01 06:30:00,154.095,8.11,12.895,162.20499999999998,0,0.0,0.0,11.0,64428,1.6
2022-01-01 06:45:00,150.4975,9.505,13.2075,160.0025,0,0.0,0.0,11.0,65089,1.6
2022-01-01 07:00:00,146.9,10.9,13.52,157.8,0,0.0,0.0,10.9,86423,2.4
2022-01-01 07:15:00,143.44,15.342500000000001,14.7875,158.7825,0,0.0,0.0,10.9,87824,2.4
2022-01-01 07:30:00,139.98000000000002,19.785000000000004,16.055,159.76500000000001,0,0.0,0.0,10.9,90621,2.4
2022-01-01 07:45:00,136.52,24.227500000000003,17.322499999999998,160.7475,0,0.0,0.0,10.9,93054,2.4
2022-01-01 08:00:00,133.06,28.67,18.59,161.73000000000002,0,1.2,1.2,10.9,96405,2.0
2022-01-01 08:15:00,132.0575,35.4925,21.9175,167.55,0,1.2,1.2,10.9,96949,2.0
2022-01-01 08:30:00,131.055,42.315,25.244999999999997,173.37,0,1.2,1.2,10.9,98828,2.0
2022-01-01 08:45:00,130.0525,49.1375,28.572499999999998,179.19,0,1.2,1.2,10.9,99002,2.0
2022-01-01 09:00:00,129.05,55.96,31.9,185.01000000000002,0,9.9,9.9,11.0,93478,3.8
2022-01-01 09:15:00,127.26500000000001,57.0275,35.7825,184.29250000000002,0,10.0,10.0,11.0,93542,3.8
2022-01-01 09:30:00,125.48,58.095,39.665,183.575,0,10.0,10.0,11.0,93054,3.8
2022-01-01 09:45:00,123.695,59.162499999999994,43.5475,182.8575,0,10.0,10.0,11.0,92557,3.8
2022-01-01 10:00:00,121.91,60.23,47.43,182.14,0,19.5,19.5,11.0,88996,3.1
2022-01-01 10:15:00,119.9125,59.955,48.6775,179.8675,0,19.5,19.5,11.0,89286,3.1
2022-01-01 10:30:00,117.91499999999999,59.68,49.925,177.595,0,19.5,19.5,11.0,88722,3.1
2022-01-01 10:45:00,115.9175,59.405,51.1725,175.3225,0,19.5,19.5,11.0,88291,3.1
2022-01-01 11:00:00,113.92,59.13,52.42,173.05,0,27.2,27.2,11.1,69107,2.9
2022-01-01 11:15:00,112.8225,57.3725,53.1175,170.195,0,27.3,27.3,11.1,62649,2.9
2022-01-01 11:30:00,111.725,55.615,53.815,167.34,0,27.3,27.3,11.1,62649,2.9
2022-01-01 11:45:00,110.6275,53.8575,54.5125,164.485,0,27.3,27.3,11.1,62649,2.9
2022-01-01 12:00:00,109.53,52.1,55.21,161.63,0,32.2,32.2,11.1,69200,3.3
2022-01-01 12:15:00,108.71000000000001,49.255,54.795,157.965,0,32.2,32.2,11.1,69200,3.3
2022-01-01 12:30:00,107.89,46.41,54.379999999999995,154.3,0,32.2,32.2,11.1,69200,3.3
2022-01-01 12:45:00,107.07,43.565,53.964999999999996,150.635,0,32.2,32.2,11.1,69200,3.3
2022-01-01 13:00:00,106.25,40.72,53.55,146.97,0,28.2,28.2,11.1,68552,3.8
2022-01-01 13:15:00,108.405,40.3475,52.9925,148.7525,0,28.2,28.2,11.1,68552,3.8
2022-01-01 13:30:00,110.56,39.974999999999994,52.435,150.535,0,28.2,28.2,11.1,68552,3.8
2022-01-01 13:45:00,112.715,39.6025,51.8775,152.3175,0,28.2,28.2,11.1,68552,3.8
2022-01-01 14:00:00,114.87,39.23,51.32,154.1,0,20.3,20.3,11.1,61074,3.1
2022-01-01 14:15:00,115.47,37.885,48.9825,153.355,0,20.3,20.3,11.1,61074,3.1
2022-01-01 14:30:00,116.07,36.54,46.644999999999996,152.60999999999999,0,20.3,20.3,11.1,73670,3.1
2022-01-01 14:45:00,116.67,35.195,44.3075,151.865,0,20.3,20.3,11.1,78334,3.1
2022-01-01 15:00:00,117.27,33.85,41.97,151.12,0,10.2,10.2,11.0,73006,4.5
2022-01-01 15:15:00,116.1475,32.9975,39.8975,149.14499999999998,0,10.1,10.1,11.0,73281,4.5
2022-01-01 15:30:00,115.025,32.145,37.825,147.17000000000002,0,10.1,10.1,11.0,73395,4.5
2022-01-01 15:45:00,113.9025,31.2925,35.7525,145.195,0,10.1,10.1,11.0,73822,4.5
2022-01-01 16:00:00,112.78,30.44,33.68,143.22,0,1.2,1.2,10.9,74846,3.3
2022-01-01 16:15:00,112.5975,30.805,32.78,143.4025,0,1.1,1.1,10.9,75472,3.3
2022-01-01 16:30:00,112.41499999999999,31.17,31.88,143.58499999999998,0,1.1,1.1,10.9,76151,3.3
2022-01-01 16:45:00,112.2325,31.535,30.979999999999997,143.7675,0,1.1,1.1,10.9,76740,3.3
2022-01-01 17:00:00,112.05,31.9,30.08,143.95,0,0.01,0.01,10.7,86785,3.8
2022-01-01 17:15:00,113.895,32.817499999999995,30.4225,146.71249999999998,0,0.0,0.0,10.7,84746,3.8
2022-01-01 17:30:00,115.74000000000001,33.735,30.765,149.47500000000002,0,0.0,0.0,10.7,85411,3.8
2022-01-01 17:45:00,117.58500000000001,34.6525,31.107499999999998,152.2375,0,0.0,0.0,10.7,86555,3.8
2022-01-01 18:00:00,119.43,35.57,31.45,155.0,0,0.0,0.0,10.4,107635,3.1
2022-01-01 18:15:00,121.23,36.265,32.5,157.495,0,0.0,0.0,10.4,108291,3.1
2022-01-01 18:30:00,123.03,36.96,33.55,159.99,0,0.0,0.0,10.4,110873,3.1
2022-01-01 18:45:00,124.83,37.655,34.6,162.485,0,0.0,0.0,10.4,113247,3.1
2022-01-01 19:00:00,126.63,38.35,35.65,164.98,0,0.0,0.0,10.4,124895,3.1
2022-01-01 19:15:00,127.485,38.0325,37.332499999999996,165.51749999999998,0,0.0,0.0,10.4,124573,3.1
2022-01-01 19:30:00,128.34,37.715,39.015,166.055,0,0.0,0.0,10.4,126791,3.1
2022-01-01 19:45:00,129.195,37.3975,40.697500000000005,166.5925,0,0.0,0.0,10.4,127339,3.1
2022-01-01 20:00:00,130.05,37.08,42.38,167.13,0,0.0,0.0,10.2,117267,3.1
2022-01-01 20:15:00,130.41250000000002,36.254999999999995,42.165000000000006,166.66750000000002,0,0.0,0.0,10.2,117253,3.1
2022-01-01 20:30:00,130.775,35.43,41.95,166.205,0,0.0,0.0,10.2,116831,3.1
2022-01-01 20:45:00,131.1375,34.605000000000004,41.735,165.7425,0,0.0,0.0,10.2,116382,3.1
2022-01-01 21:00:00,131.5,33.78,41.52,165.28,0,0.0,0.0,10.1,101868,2.3
2022-01-01 21:15:00,117.07,31.817500000000003,40.24,148.8875,0,0.0,0.0,10.1,101885,2.3
2022-01-01 21:30:00,102.64,29.855,38.96,132.495,0,0.0,0.0,10.1,101410,2.3
2022-01-01 21:45:00,88.21000000000001,27.8925,37.68,116.1025,0,0.0,0.0,10.1,98041,2.3
2022-01-01 22:00:00,73.78,25.93,36.4,99.71000000000001,0,0.0,0.0,10.0,78692,1.7
2022-01-01 22:15:00,69.33500000000001,23.5875,33.5725,92.92250000000001,0,0.0,0.0,10.0,78746,1.7
2022-01-01 22:30:00,64.89,21.244999999999997,30.744999999999997,86.13499999999999,0,0.0,0.0,10.0,78856,1.7
2022-01-01 22:45:00,60.445,18.9025,27.9175,79.3475,0,0.0,0.0,10.0,79006,1.7
2022-01-01 23:00:00,56.0,16.56,25.09,72.56,0,0.0,0.0,9.9,63075,1.5
2022-01-01 23:15:00,53.0925,15.274999999999999,22.2375,68.3675,0,0.0,0.0,9.9,63139,1.5
2022-01-01 23:30:00,50.185,13.989999999999998,19.384999999999998,64.175,0,0.0,0.0,9.9,63343,1.5
2022-01-01 23:45:00,47.277499999999996,12.705,16.5325,59.982499999999995,0,0.0,0.0,9.9,63730,1.5
2022-01-02 00:00:00,44.37,11.42,13.68,55.79,0,0.0,0.0,9.5,53919,1.7
2022-01-02 00:15:00,41.345,10.0975,13.4575,51.442499999999995,0,0.0,0.0,9.5,54179,1.7
2022-01-02 00:30:00,38.32,8.775,13.235,47.095,0,0.0,0.0,9.5,54708,1.7
2022-01-02 00:45:00,35.295,7.4525,13.0125,42.7475,0,0.0,0.0,9.5,55186,1.7
2022-01-02 01:00:00,32.27,6.13,12.79,38.400000000000006,0,0.0,0.0,8.9,47992,3.1
2022-01-02 01:15:00,34.195,5.035,12.495,39.230000000000004,0,0.0,0.0,8.9,48160,3.1
2022-01-02 01:30:00,36.120000000000005,3.94,12.2,40.06,0,0.0,0.0,8.9,48629,3.1
2022-01-02 01:45:00,38.045,2.8449999999999998,11.905,40.89,0,0.0,0.0,8.9,48997,3.1
2022-01-02 02:00:00,39.97,1.75,11.61,41.72,0,0.0,0.0,8.7,43616,4.2
2022-01-02 02:15:00,43.51,1.785,11.8475,45.294999999999995,0,0.0,0.0,8.7,43769,4.2
2022-01-02 02:30:00,47.05,1.8199999999999998,12.085,48.87,0,0.0,0.0,8.7,44144,4.2
2022-01-02 02:45:00,50.59,1.855,12.3225,52.445,0,0.0,0.0,8.7,44494,4.2
2022-01-02 03:00:00,54.13,1.89,12.56,56.02,0,0.0,0.0,8.5,43584,3.8
2022-01-02 03:15:00,58.155,2.995,12.71,61.15,0,0.0,0.0,8.4,43936,3.8
2022-01-02 03:30:00,62.18000000000001,4.1,12.86,66.28,0,0.0,0.0,8.4,44056,3.8
2022-01-02 03:45:00,66.205,5.205,13.01,71.41,0,0.0,0.0,8.4,44290,3.8
2022-01-02 04:00:00,70.23,6.31,13.16,76.54,0,0.0,0.0,8.2,44200,4.5
2022-01-02 04:15:00,75.64500000000001,8.872499999999999,13.6625,84.51750000000001,0,0.0,0.0,8.2,44299,4.5
2022-01-02 04:30:00,81.06,11.434999999999999,14.165,92.495,0,0.0,0.0,8.2,44532,4.5
2022-01-02 04:45:00,86.475,13.997499999999999,14.6675,100.4725,0,0.0,0.0,8.2,44778,4.5
2022-01-02 05:00:00,91.89,16.56,15.17,108.45,0,0.0,0.0,8.0,46069,3.8
2022-01-02 05:15:00,103.0675,25.224999999999998,18.045,128.2925,0,0.0,0.0,8.0,46245,3.8
2022-01-02 05:30:00,114.245,33.89,20.92,148.135,0,0.0,0.0,8.0,46506,3.8
2022-01-02 05:45:00,125.4225,42.55499999999999,23.795,167.9775,0,0.0,0.0,8.0,46753,3.8
2022-01-02 06:00:00,136.6,51.22,26.67,187.82,0,0.0,0.0,7.9,54319,4.2
2022-01-02 06:15:00,134.0325,50.9075,29.1725,184.94,0,0.0,0.0,7.9,54536,4.2
2022-01-02 06:30:00,131.465,50.595,31.675,182.06,0,0.0,0.0,7.9,54745,4.2
2022-01-02 06:45:00,128.8975,50.2825,34.1775,179.18,0,0.0,0.0,7.9,54965,4.2
2022-01-02 07:00:00,126.33,49.97,36.68,176.3,0,0.0,0.0,7.7,70823,2.5
2022-01-02 07:15:00,122.925,48.442499999999995,37.3425,171.3675,0,0.0,0.0,7.7,71054,2.5
2022-01-02 07:30:00,119.52,46.915,38.004999999999995,166.435,0,0.0,0.0,7.7,71066,2.5
2022-01-02 07:45:00,116.115,45.3875,38.6675,161.5025,0,0.0,0.0,7.7,71184,2.5
2022-01-02 08:00:00,112.71,43.86,39.33,156.57,0,1.4,1.4,7.7,91327,2.9
2022-01-02 08:15:00,110.35499999999999,41.9075,39.1875,152.2625,0,1.4,1.4,7.7,91330,2.9
2022-01-02 08:30:00,108.0,39.955,39.045,147.95499999999998,0,1.4,1.4,7.7,91330,2.9
2022-01-02 08:45:00,105.64500000000001,38.0025,38.902499999999996,143.6475,0,1.4,1.4,7.7,91316,2.9
2022-01-02 09:00:00,103.29,36.05,38.76,139.34,0,34.1,34.1,8.2,102972,2.7
2022-01-02 09:15:00,101.4725,34.6825,38.239999999999995,136.155,0,34.3,34.3,8.2,102954,2.7
2022-01-02 09:30:00,99.655,33.315,37.72,132.97,0,34.3,34.3,8.2,102869,2.7
2022-01-02 09:45:00,97.8375,31.947499999999998,37.2,129.785,0,34.3,34.3,8.2,102814,2.7
2022-01-02 10:00:00,96.02,30.58,36.68,126.6,0,66.0,66.0,8.7,104319,2.9
2022-01-02 10:15:00,94.2825,29.857499999999998,36.7575,124.14,0,66.1,66.1,8.7,94512,2.9
2022-01-02 10:30:00,92.54499999999999,29.134999999999998,36.835,121.67999999999998,0,66.1,66.1,8.7,95182,2.9
2022-01-02 10:45:00,90.80749999999999,28.4125,36.9125,119.22,0,66.1,66.1,8.7,96151,2.9
2022-01-02 11:00:00,89.07,27.69,36.99,116.75999999999999,0,95.7,95.7,9.1,101117,2.3
2022-01-02 11:15:00,87.195,27.5475,38.0075,114.74249999999999,0,95.8,95.8,9.1,101800,2.3
2022-01-02 11:30:00,85.32,27.405,39.025000000000006,112.725,0,95.8,95.8,9.1,104239,2.3
2022-01-02 11:45:00,83.445,27.262500000000003,40.042500000000004,110.7075,0,95.8,95.8,9.1,106503,2.3
2022-01-02 12:00:00,81.57,27.12,41.06,108.69,0,90.7,90.7,9.4,113350,3.3
2022-01-02 12:15:00,83.3325,27.015,41.445,110.3475,0,90.7,90.7,9.4,113073,3.3
2022-01-02 12:30:00,85.095,26.91,41.83,112.005,0,90.7,90.7,9.4,115527,3.3
2022-01-02 12:45:00,86.8575,26.805,42.215,113.6625,0,90.7,90.7,9.4,116461,3.3
2022-01-02 13:00:00,88.62,26.7,42.6,115.32000000000001,0,65.8,65.8,9.4,116020,3.5
2022-01-02 13:15:00,86.71000000000001,25.8175,40.5275,112.5275,0,65.7,65.7,9.4,115846,3.5
2022-01-02 13:30:00,84.80000000000001,24.935000000000002,38.455,109.73500000000001,0,65.7,65.7,9.4,115930,3.5
2022-01-02 13:45:00,82.89,24.052500000000002,36.3825,106.9425,0,65.7,65.7,9.4,115502,3.5
2022-01-02 14:00:00,80.98,23.17,34.31,104.15,0,45.2,45.2,9.3,109071,2.5
2022-01-02 14:15:00,82.44,23.267500000000002,33.972500000000004,105.7075,0,45.0,45.0,9.3,109374,2.5
2022-01-02 14:30:00,83.9,23.365000000000002,33.635000000000005,107.26500000000001,0,45.0,45.0,9.3,108850,2.5
2022-01-02 14:45:00,85.36,23.4625,33.2975,108.82249999999999,0,45.0,45.0,9.3,108307,2.5
2022-01-02 15:00:00,86.82,23.56,32.96,110.38,0,22.6,22.6,9.0,103319,3.3
2022-01-02 15:15:00,88.32,24.0,32.542500000000004,112.32,0,22.5,22.5,9.0,103767,3.3
2022-01-02 15:30:00,89.82,24.439999999999998,32.125,114.25999999999999,0,22.5,22.5,9.0,103171,3.3
2022-01-02 15:45:00,91.32,24.88,31.7075,116.19999999999999,0,22.5,22.5,9.0,102677,3.3
2022-01-02 16:00:00,92.82,25.32,31.29,118.13999999999999,0,1.4,1.4,8.7,103095,2.7
2022-01-02 16:15:00,94.66999999999999,27.1525,31.625,121.82249999999999,0,1.4,1.4,8.7,101363,2.7
2022-01-02 16:30:00,96.52,28.985,31.96,125.505,0,1.4,1.4,8.7,93455,2.7
2022-01-02 16:45:00,98.37,30.8175,32.295,129.1875,0,1.4,1.4,8.7,93512,2.7
2022-01-02 17:00:00,100.22,32.65,32.63,132.87,0,0.01,0.01,8.4,112514,3.1
2022-01-02 17:15:00,103.69,34.1375,35.227500000000006,137.8275,0,0.0,0.0,8.4,112623,3.1
2022-01-02 17:30:00,107.16,35.625,37.825,142.785,0,0.0,0.0,8.4,112737,3.1
2022-01-02 17:45:00,110.63,37.1125,40.4225,147.7425,0,0.0,0.0,8.4,112796,3.1
2022-01-02 18:00:00,114.1,38.6,43.02,152.7,0,0.0,0.0,8.0,128212,2.0
2022-01-02 18:15:00,114.41,41.0225,44.1375,155.4325,0,0.0,0.0,8.0,128327,2.0
2022-01-02 18:30:00,114.72,43.445,45.255,158.165,0,0.0,0.0,8.0,128422,2.0
2022-01-02 18:45:00,115.03,45.8675,46.3725,160.8975,0,0.0,0.0,8.0,128502,2.0
2022-01-02 19:00:00,115.34,48.29,47.49,163.63,0,0.0,0.0,7.7,129078,1.6
2022-01-02 19:15:00,116.33250000000001,48.7525,47.5075,165.085,0,0.0,0.0,7.7,129201,1.6
2022-01-02 19:30:00,117.325,49.215,47.525000000000006,166.54000000000002,0,0.0,0.0,7.7,129260,1.6
2022-01-02 19:45:00,118.3175,49.6775,47.542500000000004,167.995,0,0.0,0.0,7.7,129325,1.6
2022-01-02 20:00:00,119.31,50.14,47.56,169.45,0,0.0,0.0,7.3,109298,1.2
2022-01-02 20:15:00,119.0625,50.32,47.295,169.3825,0,0.0,0.0,7.3,109408,1.2
2022-01-02 20:30:00,118.815,50.5,47.03,169.315,0,0.0,0.0,7.3,109408,1.2
2022-01-02 20:45:00,118.5675,50.68,46.765,169.2475,0,0.0,0.0,7.3,109449,1.2
2022-01-02 21:00:00,118.32,50.86,46.5,169.18,0,0.0,0.0,7.0,89586,0.9
2022-01-02 21:15:00,106.205,44.985,44.61,151.19,0,0.0,0.0,7.0,89710,0.9
2022-01-02 21:30:00,94.09,39.11,42.72,133.2,0,0.0,0.0,7.0,89618,0.9
2022-01-02 21:45:00,81.975,33.235,40.83,115.21,0,0.0,0.0,7.0,89612,0.9
2022-01-02 22:00:00,69.86,27.36,38.94,97.22,0,0.0,0.0,6.6,83665,0.7
2022-01-02 22:15:00,66.4475,24.81,36.6175,91.25750000000001,0,0.0,0.0,6.6,83865,0.7
2022-01-02 22:30:00,63.035,22.259999999999998,34.295,85.29499999999999,0,0.0,0.0,6.6,83627,0.7
2022-01-02 22:45:00,59.6225,19.71,31.972499999999997,79.33250000000001,0,0.0,0.0,6.6,83567,0.7
2022-01-02 23:00:00,56.21,17.16,29.65,73.37,0,0.0,0.0,6.3,73850,0.4
2022-01-02 23:15:00,54.7075,15.8375,25.794999999999998,70.545,0,0.0,0.0,6.3,73658,0.4
2022-01-02 23:30:00,53.205,14.515,21.939999999999998,67.72,0,0.0,0.0,6.3,73682,0.4
2022-01-02 23:45:00,51.7025,13.192499999999999,18.085,64.895,0,0.0,0.0,6.3,73681,0.4
2022-01-03 00:00:00,50.2,11.87,14.23,62.07,0,0.0,0.0,6.0,60080,0.3
2022-01-03 00:15:00,47.410000000000004,10.344999999999999,13.685,57.755,0,0.0,0.0,6.0,59901,0.3
2022-01-03 00:30:00,44.620000000000005,8.82,13.14,53.440000000000005,0,0.0,0.0,6.0,59882,0.3
2022-01-03 00:45:00,41.83,7.295,12.595,49.125,0,0.0,0.0,6.0,59859,0.3
2022-01-03 01:00:00,39.04,5.77,12.05,44.81,0,0.0,0.0,5.7,48214,0.3
2022-01-03 01:15:00,42.125,4.7725,12.0,46.8975,0,0.0,0.0,5.7,48034,0.3
2022-01-03 01:30:00,45.21,3.775,11.95,48.985,0,0.0,0.0,5.7,47986,0.3
2022-01-03 01:45:00,48.295,2.7775,11.9,51.072500000000005,0,0.0,0.0,5.7,47943,0.3
2022-01-03 02:00:00,51.38,1.78,11.85,53.160000000000004,0,0.0,0.0,5.5,41948,0.5
2022-01-03 02:15:00,53.4675,1.755,11.6725,55.222500000000004,0,0.0,0.0,5.5,41763,0.5
2022-01-03 02:30:00,55.555,1.73,11.495000000000001,57.285,0,0.0,0.0,5.5,41699,0.5
2022-01-03 02:45:00,57.6425,1.705,11.3175,59.3475,0,0.0,0.0,5.5,41637,0.5
2022-01-03 03:00:00,59.73,1.68,11.14,61.41,0,0.0,0.0,5.5,39552,0.3
2022-01-03 03:15:00,65.89999999999999,2.7925,11.5525,68.6925,0,0.0,0.0,5.4,39516,0.3
2022-01-03 03:30:00,72.07,3.9050000000000002,11.965,75.975,0,0.0,0.0,5.4,39379,0.3
2022-01-03 03:45:00,78.24,5.0175,12.3775,83.2575,0,0.0,0.0,5.4,39251,0.3
2022-01-03 04:00:00,84.41,6.13,12.79,90.53999999999999,0,0.0,0.0,5.4,37969,0.5
2022-01-03 04:15:00,97.1325,9.342500000000001,13.94,106.475,0,0.0,0.0,5.4,37840,0.5
2022-01-03 04:30:00,109.855,12.555,15.09,122.41,0,0.0,0.0,5.4,37824,0.5
2022-01-03 04:45:00,122.57750000000001,15.767500000000002,16.240000000000002,138.34500000000003,0,0.0,0.0,5.4,37667,0.5
2022-01-03 05:00:00,135.3,18.98,17.39,154.28,0,0.0,0.0,5.3,36160,0.3
2022-01-03 05:15:00,146.0675,27.285,19.8375,173.3525,0,0.0,0.0,5.3,35806,0.3
2022-01-03 05:30:00,156.835,35.59,22.285,192.425,0,0.0,0.0,5.3,36582,0.3
2022-01-03 05:45:00,167.60250000000002,43.894999999999996,24.7325,211.4975,0,0.0,0.0,5.3,37601,0.3
2022-01-03 06:00:00,178.37,52.2,27.18,230.57,0,0.0,0.0,5.3,39615,0.5
2022-01-03 06:15:00,175.4725,52.395,30.11,227.8675,0,0.0,0.0,5.3,40256,0.5
2022-01-03 06:30:00,172.575,52.59,33.04,225.165,0,0.0,0.0,5.3,42114,0.5
2022-01-03 06:45:00,169.6775,52.785,35.97,222.4625,0,0.0,0.0,5.3,43986,0.5
2022-01-03 07:00:00,166.78,52.98,38.9,219.76,0,0.0,0.0,5.3,49905,0.6
2022-01-03 07:15:00,158.5,50.485,38.815,208.985,0,0.0,0.0,5.3,50471,0.6
2022-01-03 07:30:00,150.22,47.989999999999995,38.730000000000004,198.20999999999998,0,0.0,0.0,5.3,52518,0.6
2022-01-03 07:45:00,141.94,45.495,38.645,187.435,0,0.0,0.0,5.3,53503,0.6
2022-01-03 08:00:00,133.66,43.0,38.56,176.66,0,3.1,3.1,5.5,73997,0.7
2022-01-03 08:15:00,130.1225,40.3725,37.6525,170.495,0,3.1,3.1,5.5,73933,0.7
2022-01-03 08:30:00,126.58500000000001,37.745000000000005,36.745000000000005,164.33,0,3.1,3.1,5.5,73474,0.7
2022-01-03 08:45:00,123.0475,35.1175,35.8375,158.165,0,3.1,3.1,5.5,73047,0.7
2022-01-03 09:00:00,119.51,32.49,34.93,152.0,622,31.8,110.0,7.8,100289,0.8
2022-01-03 09:15:00,121.76,32.565,36.0325,154.325,622,32.0,110.0,7.8,100292,0.8
2022-01-03 09:30:00,124.00999999999999,32.64,37.135000000000005,156.64999999999998,622,32.0,110.0,7.8,99844,0.8
2022-01-03 09:45:00,126.25999999999999,32.715,38.237500000000004,158.975,622,32.0,110.0,7.8,99477,0.8
2022-01-03 10:00:00,128.51,32.79,39.34,161.29999999999998,740,47.5,215.0,10.1,106281,1.4
2022-01-03 10:15:00,125.5375,31.59,38.852500000000006,157.1275,740,47.5,216.0,10.2,92487,1.4
2022-01-03 10:30:00,122.565,30.39,38.365,152.95499999999998,740,47.5,216.0,10.2,100386,1.4
2022-01-03 10:45:00,119.5925,29.189999999999998,37.8775,148.7825,740,47.5,216.0,10.2,109497,1.4
2022-01-03 11:00:00,116.62,27.99,37.39,144.61,804,51.0,283.0,12.1,125476,1.5
2022-01-03 11:15:00,115.58250000000001,27.842499999999998,38.415,143.425,804,51.0,284.0,12.1,125853,1.5
2022-01-03 11:30:00,114.545,27.695,39.44,142.24,804,51.0,284.0,12.1,126156,1.5
2022-01-03 11:45:00,113.5075,27.5475,40.465,141.055,804,51.0,284.0,12.1,126796,1.5
2022-01-03 12:00:00,112.47,27.4,41.49,139.87,776,46.8,287.0,13.3,130973,1.9
2022-01-03 12:15:00,111.2475,27.16,41.665,138.4075,776,46.8,287.0,13.3,131770,1.9
2022-01-03 12:30:00,110.025,26.92,41.84,136.945,776,46.8,287.0,13.3,132859,1.9
2022-01-03 12:45:00,108.8025,26.68,42.015,135.4825,776,46.8,287.0,13.3,133836,1.9
2022-01-03 13:00:00,107.58,26.44,42.19,134.02,742,47.1,262.0,12.9,116759,1.6
2022-01-03 13:15:00,107.155,26.2325,41.1275,133.3875,742,47.1,262.0,12.9,117699,1.6
2022-01-03 13:30:00,106.72999999999999,26.025,40.065,132.755,742,47.1,262.0,12.9,118323,1.6
2022-01-03 13:45:00,106.30499999999999,25.8175,39.0025,132.1225,742,47.1,262.0,12.9,119138,1.6
2022-01-03 14:00:00,105.88,25.61,37.94,131.49,689,42.9,200.0,12.9,100406,1.2
2022-01-03 14:15:00,106.3,25.1575,36.7825,131.45749999999998,689,42.9,199.0,12.9,100885,1.2
2022-01-03 14:30:00,106.72,24.705,35.625,131.425,689,42.9,199.0,12.9,101076,1.2
2022-01-03 14:45:00,107.14,24.2525,34.4675,131.3925,689,42.9,199.0,12.9,101135,1.2
2022-01-03 15:00:00,107.56,23.8,33.31,131.36,551,34.9,104.0,13.3,90763,1.4
2022-01-03 15:15:00,110.73,24.375,33.045,135.10500000000002,551,34.9,104.0,13.3,90638,1.4
2022-01-03 15:30:00,113.9,24.950000000000003,32.78,138.85000000000002,551,34.9,104.0,13.3,90441,1.4
2022-01-03 15:45:00,117.07,25.525000000000002,32.515,142.595,551,34.9,104.0,13.3,90252,1.4
2022-01-03 16:00:00,120.24,26.1,32.25,146.34,0,3.2,3.5,12.0,84463,2.5
2022-01-03 16:15:00,124.66499999999999,28.57,33.18,153.23499999999999,0,3.0,3.0,12.0,84198,2.5
2022-01-03 16:30:00,129.09,31.04,34.11,160.13,0,3.0,3.0,12.0,84073,2.5
